Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
Descartes Systems Group Inc/The,5.693.894,Canada,Technology,Aandelen,5693894
Deutsche Bahn AG,36.896.101,Duitsland,Industrial,Bedrijfsobligaties,36896101
Deutsche Bank AG,7.355.091,Duitsland,Financial,Aandelen,7355091
Deutsche Bank AG,25.289.992,Duitsland,Financial,Bedrijfsobligaties,25289992
Deutsche Boerse AG,55.183.034,Duitsland,Financial,Bedrijfsobligaties,55183034
Deutsche Boerse AG,17.191.897,Duitsland,Financial,Aandelen,17191897
Deutsche Lufthansa AG,8.830.543,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,8830543
Deutsche Lufthansa AG,578.262,Duitsland,"Consumer, cyclical",Aandelen,578262
Deutsche Post AG,4.862.922,Duitsland,Industrial,Aandelen,4862922
Deutsche Telekom AG,35.863.003,Duitsland,Communications,Aandelen,35863003
Deutsche Telekom AG,9.623.561,Duitsland,Communications,Bedrijfsobligaties,9623561
DexCom Inc,10.397.594,Verenigde Staten,"Consumer, non-cyclical",Aandelen,10397594
DH Europe Finance II Sarl,30.538.404,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,30538404
Diageo Capital BV,6.829.437,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,6829437
Diageo Finance PLC,18.993.702,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,18993702
Diageo PLC,6.029.112,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,6029112
Dick's Sporting Goods Inc,2.340.970,Verenigde Staten,"Consumer, cyclical",Aandelen,2340970
Digital Dutch Finco BV,22.820.470,Verenigde Staten,Financial,Bedrijfsobligaties,22820470
Digital Intrepid Holding BV,10.620.312,Verenigde Staten,Financial,Bedrijfsobligaties,10620312
Disco Corp,6.914.993,Japan,Technology,Aandelen,6914993
Discovery Communications LLC,5.505.597,Verenigde Staten,Communications,Bedrijfsobligaties,5505597
Discovery Ltd,3.664.680,Zuid-Africa,Financial,Aandelen,3664680
Divi's Laboratories Ltd,4.803.966,India,"Consumer, non-cyclical",Aandelen,4803966
Dixon Technologies India Ltd,3.966.807,India,Industrial,Aandelen,3966807
DNB Bank ASA,2.741.261,Noorwegen,Financial,Aandelen,2741261
DNB Bank ASA,35.817.335,Noorwegen,Financial,Bedrijfsobligaties,35817335
DocuSign Inc,7.418.644,Verenigde Staten,Technology,Aandelen,7418644
Dollar Tree Inc,3.567.909,Verenigde Staten,"Consumer, cyclical",Aandelen,3567909
Dometic Group AB,3.116.137,Zweden,"Consumer, cyclical",Bedrijfsobligaties,3116137
DoorDash Inc,18.605.968,Verenigde Staten,Communications,Aandelen,18605968
Doosan Bobcat Inc,1.486.894,Zuid-Korea,Industrial,Aandelen,1486894
Doosan Enerbility Co Ltd,12.795.323,Zuid-Korea,Industrial,Aandelen,12795323
Dover Corp,21.459.701,Verenigde Staten,Industrial,Bedrijfsobligaties,21459701
Dover Corp,4.264.743,Verenigde Staten,Industrial,Aandelen,4264743
DR Horton Inc,20.327.025,Verenigde Staten,"Consumer, cyclical",Aandelen,20327025
Dr Ing hc F Porsche AG,631.336,Duitsland,"Consumer, cyclical",Aandelen,631336
Dr Reddy's Laboratories Ltd,5.169.326,India,"Consumer, non-cyclical",Aandelen,5169326
Dr Sulaiman Al Habib Medical Services Group Co,4.183.790,Saoedi-Arabië,"Consumer, non-cyclical",Aandelen,4183790
DSM BV,4.777.614,Nederland,Basic materials,Bedrijfsobligaties,4777614
DSM-Firmenich AG,15.170.821,Zwitserland,Basic materials,Aandelen,15170821
DSV A/S,3.507.266,Denemarken,Industrial,Bedrijfsobligaties,3507266
DSV A/S,4.622.268,Denemarken,Industrial,Aandelen,4622268
DSV Panalpina Finance BV,20.958.019,Denemarken,Industrial,Bedrijfsobligaties,20958019
DTE Energy Co,5.499.280,Verenigde Staten,Utilities,Aandelen,5499280
Dufry One BV,35.660.184,Zwitserland,"Consumer, cyclical",Bedrijfsobligaties,35660184
Duke Energy Corp,18.358.181,Verenigde Staten,Utilities,Aandelen,18358181
DXC Capital Funding DAC,7.707.930,Verenigde Staten,Technology,Bedrijfsobligaties,7707930
Dye & Durham Ltd,4.069.873,Canada,Technology,Bedrijfsobligaties,4069873
Dynamo Newco II GmbH,2.201.431,Duitsland,Industrial,Bedrijfsobligaties,2201431
Dynatrace Inc,2.712.911,Verenigde Staten,Technology,Aandelen,2712911
E Ink Holdings Inc,3.660.052,Taiwan,Industrial,Aandelen,3660052
E.ON SE,4.796.877,Duitsland,Utilities,Aandelen,4796877
E.ON SE,4.796.877,Duitsland,Utilities,Aandelen,4796877
E.Sun Financial Holding Co Ltd,9.267.729,Taiwan,Financial,Aandelen,9267729
East Japan Railway Co,4.601.578,Japan,Industrial,Bedrijfsobligaties,4601578
East Japan Railway Co,5.309.114,Japan,Industrial,Aandelen,5309114
East Money Information Co Ltd,2.085.842,China,Communications,Aandelen,2085842
easyJet FinCo BV,9.918.219,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,9918219
easyJet PLC,3.556.378,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,3556378
Eaton Capital ULC,16.067.541,Verenigde Staten,Industrial,Bedrijfsobligaties,16067541
Eaton Corp PLC,35.384.939,Verenigde Staten,Industrial,Aandelen,35384939
eBay Inc,8.083.946,Verenigde Staten,Communications,Aandelen,8083946
EC Finance PLC,1.940.941,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,1940941
Eclat Textile Co Ltd,1.775.470,Taiwan,"Consumer, cyclical",Aandelen,1775470
Ecolab Inc,39.540.723,Verenigde Staten,Basic materials,Aandelen,39540723
Ecovacs Robotics Co Ltd,303.318,China,"Consumer, cyclical",Aandelen,303318
Edenred SE,642.118,Frankrijk,"Consumer, non-cyclical",Aandelen,642118
Edenred SE,8.130.516,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,8130516
Edgewell Personal Care Co,6.725.313,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,6725313
Edison International,4.064.562,Verenigde Staten,Utilities,Aandelen,4064562
EDP Finance BV,29.612.151,Portugal,Utilities,Bedrijfsobligaties,29612151
EDP Renovaveis SA,480.066,Spanje,Utilities,Aandelen,480066
EDP SA,1.670.716,Portugal,Utilities,Aandelen,1670716
EDP SA,69.828.360,Portugal,Utilities,Bedrijfsobligaties,69828360
EDP Servicios Financieros Espana SA,18.189.705,Portugal,Utilities,Bedrijfsobligaties,18189705
Edwards Lifesciences Corp,8.596.530,Verenigde Staten,"Consumer, non-cyclical",Aandelen,8596530
Eicher Motors Ltd,6.935.544,India,"Consumer, cyclical",Aandelen,6935544
Eiffage SA,985.366,Frankrijk,Industrial,Aandelen,985366
Eisai Co Ltd,2.101.468,Japan,"Consumer, non-cyclical",Aandelen,2101468
Electricite de France SA,108.587.047,Frankrijk,Utilities,Bedrijfsobligaties,108587047
Electronic Arts Inc,9.404.370,Verenigde Staten,Technology,Aandelen,9404370
Element Fleet Management Corp,1.992.991,Canada,"Consumer, non-cyclical",Aandelen,1992991
Elevance Health Inc,13.952.459,Verenigde Staten,"Consumer, non-cyclical",Aandelen,13952459
Eli Lilly & Co,30.992.745,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,30992745
Eli Lilly & Co,162.854.720,Verenigde Staten,"Consumer, non-cyclical",Aandelen,162854720
Elia Group SA/NV,8.125.676,België,Utilities,Bedrijfsobligaties,8125676
Elia Group SA/NV,632.380,België,Utilities,Aandelen,632380
Elia Transmission Belgium SA,15.701.007,België,Utilities,Bedrijfsobligaties,15701007
Elior Group SA,4.217.765,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,4217765
Elis SA,1.956.429,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,1956429
Elisa Oyj,843.940,Finland,Communications,Aandelen,843940
Ellevio AB,7.144.436,Zweden,Utilities,Bedrijfsobligaties,7144436
ELM BV for Swiss Prime Site AG,3.468.610,Zwitserland,Financial,Bedrijfsobligaties,3468610
ELO SACA,1.117.819,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,1117819
Embraer SA,6.533.494,Brazilië,Industrial,Aandelen,6533494
EMCOR Group Inc,5.513.627,Verenigde Staten,Industrial,Aandelen,5513627
eMemory Technology Inc,2.306.931,Taiwan,Technology,Aandelen,2306931
Emeria SASU,3.638.127,Frankrijk,Financial,Bedrijfsobligaties,3638127
Emerson Electric Co,14.130.598,Verenigde Staten,Industrial,Aandelen,14130598
Emerson Electric Co,17.513.466,Verenigde Staten,Industrial,Bedrijfsobligaties,17513466
Empire Co Ltd,915.592,Canada,"Consumer, non-cyclical",Aandelen,915592
Empresas CMPC SA,844.412,Chili,Basic materials,Aandelen,844412
Empresas COPEC SA,1.564.456,Chili,Energy,Aandelen,1564456
EMRLD Borrower LP / Emerald Co-Issuer Inc,3.279.100,Verenigde Staten,Industrial,Bedrijfsobligaties,3279100
Enagas Financiaciones SAU,5.051.332,Spanje,Utilities,Bedrijfsobligaties,5051332
EnBW International Finance BV,12.478.412,Duitsland,Utilities,Bedrijfsobligaties,12478412
Encompass Health Corp,10.349.216,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,10349216
Endesa SA,1.146.602,Spanje,Utilities,Aandelen,1146602
Enel Americas SA,1.290.659,Chili,Utilities,Aandelen,1290659
Enel Finance International NV,60.982.316,Italië,Utilities,Bedrijfsobligaties,60982316
Enel SpA,2.719.413,Italië,Utilities,Bedrijfsobligaties,2719413
Enel SpA,34.137.554,Italië,Utilities,Aandelen,34137554
Energisa S/A,1.426.426,Brazilië,Utilities,Aandelen,1426426
Energizer Gamma Acquisition BV,6.297.072,Verenigde Staten,Industrial,Bedrijfsobligaties,6297072
Energizer Holdings Inc,9.295.506,Verenigde Staten,Industrial,Bedrijfsobligaties,9295506
EnerSys,8.400.857,Verenigde Staten,Industrial,Bedrijfsobligaties,8400857
Enexis Holding NV,15.366.820,Nederland,Utilities,Bedrijfsobligaties,15366820
Engie Brasil Energia SA,807.164,Brazilië,Utilities,Aandelen,807164
Engie SA,74.363.831,Frankrijk,Utilities,Bedrijfsobligaties,74363831
Engie SA,4.454.713,Frankrijk,Utilities,Aandelen,4454713
ENN Energy Holdings Ltd,4.183.947,China,Utilities,Aandelen,4183947
Enpro Inc,7.267.354,Verenigde Staten,Industrial,Bedrijfsobligaties,7267354
Entegris Inc,2.617.840,Verenigde Staten,Technology,Bedrijfsobligaties,2617840
Entegris Inc,2.544.578,Verenigde Staten,Technology,Aandelen,2544578
Epiroc AB,2.394.102,Zweden,Industrial,Aandelen,2394102
EQT AB,11.629.469,Zweden,Financial,Bedrijfsobligaties,11629469
Equatorial Energia SA,4.969.465,Brazilië,Utilities,Aandelen,4969465
Equifax Inc,17.657.560,Verenigde Staten,"Consumer, non-cyclical",Aandelen,17657560
Equinix Europe 2 Financing Corp LLC,6.246.775,Verenigde Staten,Financial,Bedrijfsobligaties,6246775
EquipmentShare.com Inc,4.021.116,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4021116
Equitable Financial Life Global Funding,13.933.073,Verenigde Staten,Financial,Bedrijfsobligaties,13933073
Equitable Holdings Inc,2.916.501,Verenigde Staten,Financial,Aandelen,2916501
Erste Group Bank AG,3.423.597,Oostenrijk,Financial,Aandelen,3423597
Esab Corp,1.617.624,Verenigde Staten,Industrial,Bedrijfsobligaties,1617624
Essendi SA,1.907.845,Luxemburg,"Consumer, cyclical",Bedrijfsobligaties,1907845
Essential Utilities Inc,1.904.334,Verenigde Staten,Utilities,Aandelen,1904334
EssilorLuxottica SA,33.475.488,Frankrijk,"Consumer, non-cyclical",Aandelen,33475488
EssilorLuxottica SA,15.451.175,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,15451175
Essity AB,1.766.063,Zweden,"Consumer, non-cyclical",Aandelen,1766063
Essity AB,3.754.176,Zweden,"Consumer, non-cyclical",Bedrijfsobligaties,3754176
Essity Capital BV,27.834.084,Zweden,"Consumer, non-cyclical",Bedrijfsobligaties,27834084
Estee Lauder Cos Inc/The,3.942.076,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3942076
Eternal Ltd,15.393.209,India,Communications,Aandelen,15393209
Etihad Etisalat Co,4.437.958,Saoedi-Arabië,Communications,Aandelen,4437958
Eurobank Ergasias Services and Holdings SA,5.540.164,Griekenland,Financial,Aandelen,5540164
Euroclear Bank SA,4.749.057,België,Financial,Bedrijfsobligaties,4749057
Eurofins Scientific SE,965.560,Luxemburg,"Consumer, non-cyclical",Aandelen,965560
Eurofins Scientific SE,33.172.678,Luxemburg,"Consumer, non-cyclical",Bedrijfsobligaties,33172678
Eurogrid GmbH,35.994.635,Duitsland,Utilities,Bedrijfsobligaties,35994635
Euronext NV,1.320.119,Nederland,Financial,Aandelen,1320119
EUSHI Finance Inc,662.575,Verenigde Staten,Utilities,Bedrijfsobligaties,662575
Eutelsat SA,15.713.981,Frankrijk,Communications,Bedrijfsobligaties,15713981
Eve Energy Co Ltd,862.765,China,"Consumer, cyclical",Aandelen,862765
Everest Group Ltd,2.781.571,Verenigde Staten,Financial,Aandelen,2781571
Evergreen Marine Corp Taiwan Ltd,3.869.741,Taiwan,Industrial,Aandelen,3869741
Eversource Energy,4.888.801,Verenigde Staten,Utilities,Aandelen,4888801
Evonik Industries AG,486.716,Duitsland,Basic materials,Aandelen,486716
Evonik Industries AG,4.773.847,Duitsland,Basic materials,Bedrijfsobligaties,4773847
EWE AG,5.163.941,Duitsland,Utilities,Bedrijfsobligaties,5163941
Exelon Corp,8.675.400,Verenigde Staten,Utilities,Aandelen,8675400
Expeditors International of Washington Inc,3.247.227,Verenigde Staten,Industrial,Aandelen,3247227
Experian Europe DAC,3.737.559,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,3737559
Experian Finance PLC,11.866.646,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,11866646
Experian PLC,5.210.075,Verenigde Staten,"Consumer, non-cyclical",Aandelen,5210075
F5 Inc,3.496.778,Verenigde Staten,Communications,Aandelen,3496778
FactSet Research Systems Inc,1.990.313,Verenigde Staten,Communications,Aandelen,1990313
Fair Isaac Corp,6.856.018,Verenigde Staten,Technology,Aandelen,6856018
Fair Isaac Corp,8.612.619,Verenigde Staten,Technology,Bedrijfsobligaties,8612619
Fairfax Financial Holdings Ltd,6.482.772,Canada,Financial,Aandelen,6482772
Falabella SA,3.450.370,Chili,"Consumer, cyclical",Aandelen,3450370
FANUC Corp,6.582.243,Japan,Industrial,Aandelen,6582243
Far Eastern New Century Corp,1.818.833,Taiwan,"Consumer, cyclical",Aandelen,1818833
Far EasTone Telecommunications Co Ltd,3.297.877,Taiwan,Communications,Aandelen,3297877
Fastenal Co,10.743.475,Verenigde Staten,"Consumer, cyclical",Aandelen,10743475
FedEx Corp,10.256.832,Verenigde Staten,Industrial,Aandelen,10256832
FedEx Corp,16.139.850,Verenigde Staten,Industrial,Bedrijfsobligaties,16139850
Feng TAY Enterprise Co Ltd,1.410.069,Taiwan,"Consumer, cyclical",Aandelen,1410069
Ferguson Enterprises Inc,8.516.456,Verenigde Staten,"Consumer, cyclical",Aandelen,8516456
Ferrari NV,6.900.886,Italië,"Consumer, cyclical",Aandelen,6900886
Ferrovial Emisiones SA,8.624.716,Spanje,Industrial,Bedrijfsobligaties,8624716
Ferrovial SE,3.294.113,Verenigde Staten,Industrial,Aandelen,3294113
Fibercop SpA,2.310.060,Italië,Communications,Bedrijfsobligaties,2310060
Fidelity National Financial Inc,3.016.366,Verenigde Staten,Financial,Aandelen,3016366
Fidelity National Information Services Inc,56.875.813,Verenigde Staten,Technology,Bedrijfsobligaties,56875813
Fidelity National Information Services Inc,6.615.774,Verenigde Staten,Technology,Aandelen,6615774
Fifth Third Bancorp,5.623.689,Verenigde Staten,Financial,Aandelen,5623689
FinecoBank Banca Fineco SpA,27.231.449,Italië,Financial,Aandelen,27231449
Fingrid OYJ,8.327.654,Finland,Utilities,Bedrijfsobligaties,8327654
Firmenich Productions Participations SAS,11.125.325,Zwitserland,Basic materials,Bedrijfsobligaties,11125325
First Citizens BancShares Inc/NC,3.144.354,Verenigde Staten,Financial,Aandelen,3144354
First Financial Holding Co Ltd,6.348.757,Taiwan,Financial,Aandelen,6348757
First Solar Inc,4.288.792,Verenigde Staten,Energy,Aandelen,4288792
FirstRand Ltd,13.206.797,Zuid-Africa,Financial,Aandelen,13206797
FIS Fabbrica Italiana Sintetici SpA,2.714.684,Italië,Basic materials,Bedrijfsobligaties,2714684
Fiserv Funding ULC,4.048.953,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4048953
Fiserv Inc,13.750.192,Verenigde Staten,Technology,Aandelen,13750192
Fiserv Inc,32.022.496,Verenigde Staten,Technology,Bedrijfsobligaties,32022496
Fisher & Paykel Healthcare Corp Ltd,3.091.632,Nieuw-Zeeland,"Consumer, non-cyclical",Aandelen,3091632
Flora Food Management BV,2.259.566,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,2259566
Flos B&b Italia SPA,1.948.102,Italië,"Consumer, cyclical",Bedrijfsobligaties,1948102
FLUVIUS System Operator CV,5.492.642,België,Utilities,Bedrijfsobligaties,5492642
Fnac Darty SA,2.145.038,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,2145038
Focus Media Information Technology Co Ltd,517.473,China,Communications,Aandelen,517473
Fomento Economico Mexicano SAB de CV,10.963.561,Mexico,"Consumer, non-cyclical",Aandelen,10963561
Ford Motor Co,8.915.340,Verenigde Staten,"Consumer, cyclical",Aandelen,8915340
Fortinet Inc,10.427.637,Verenigde Staten,Technology,Aandelen,10427637
Fortis Inc/Canada,4.762.591,Canada,Utilities,Aandelen,4762591
Fortive Corp,8.551.434,Verenigde Staten,Industrial,Bedrijfsobligaties,8551434
Fortive Corp,3.144.658,Verenigde Staten,Industrial,Aandelen,3144658
Fortrea Holdings Inc,944.940,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,944940
Fortum OYJ,17.387.294,Finland,Utilities,Bedrijfsobligaties,17387294
Fortune Electric Co Ltd,1.802.461,Taiwan,Industrial,Aandelen,1802461
Forvia SE,61.910.677,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,61910677
Foshan Haitian Flavouring & Food Co Ltd,768.566,China,"Consumer, non-cyclical",Aandelen,768566
Fox Corp,4.061.057,Verenigde Staten,Communications,Aandelen,4061057
Foxconn Industrial Internet Co Ltd,4.657.867,China,Industrial,Aandelen,4657867
Fresenius Medical Care AG,1.290.406,Duitsland,"Consumer, non-cyclical",Aandelen,1290406
Fresenius Medical Care AG,7.528.171,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,7528171
Fresenius SE & Co KGaA,8.711.123,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,8711123
Fresenius SE & Co KGaA,2.648.380,Duitsland,"Consumer, non-cyclical",Aandelen,2648380
Froneri Lux FinCo SARL,4.216.222,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,4216222
Frontier Communications Holdings LLC,9.919.057,Verenigde Staten,Communications,Bedrijfsobligaties,9919057
Fubon Financial Holding Co Ltd,14.042.406,Taiwan,Financial,Aandelen,14042406
Fuji Electric Co Ltd,2.154.640,Japan,Industrial,Aandelen,2154640
FUJIFILM Holdings Corp,6.645.871,Japan,"Consumer, non-cyclical",Aandelen,6645871
Fujikura Ltd,5.872.633,Japan,Industrial,Aandelen,5872633
Fujitsu Ltd,9.966.338,Japan,Technology,Aandelen,9966338
Futu Holdings Ltd,2.556.995,Hongkong,Financial,Aandelen,2556995
Fuyao Glass Industry Group Co Ltd,4.700.117,China,"Consumer, cyclical",Aandelen,4700117
Gamuda Bhd,3.398.521,Maleisië,Industrial,Aandelen,3398521
Gap Inc/The,1.200.887,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1200887
Garmin Ltd,7.168.250,Verenigde Staten,Industrial,Aandelen,7168250
Garrett Motion Holdings Inc / Garrett LX I Sarl,1.463.607,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1463607
Gartner Inc,3.747.296,Verenigde Staten,Technology,Aandelen,3747296
Gartner Inc,820.116,Verenigde Staten,Technology,Bedrijfsobligaties,820116
Gates Corp/DE,3.141.500,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3141500
Gatwick Funding Ltd,24.398.551,Verenigd Koninkrijk,Industrial,Bedrijfsobligaties,24398551
GE HealthCare Technologies Inc,6.844.135,Verenigde Staten,"Consumer, non-cyclical",Aandelen,6844135
GE Vernova Inc,32.064.288,Verenigde Staten,Industrial,Aandelen,32064288
GEA Group AG,1.220.358,Duitsland,Industrial,Aandelen,1220358
Geberit AG,2.816.553,Zwitserland,Industrial,Aandelen,2816553
Geely Automobile Holdings Ltd,9.291.703,China,"Consumer, cyclical",Aandelen,9291703
Gen Digital Inc,8.587.541,Verenigde Staten,Communications,Bedrijfsobligaties,8587541
Gen Digital Inc,2.783.331,Verenigde Staten,Communications,Aandelen,2783331
General Mills Inc,5.216.131,Verenigde Staten,"Consumer, non-cyclical",Aandelen,5216131
General Mills Inc,23.434.467,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,23434467
General Motors Co,11.249.873,Verenigde Staten,"Consumer, cyclical",Aandelen,11249873
General Motors Financial Co Inc,23.705.104,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,23705104
Generali,3.846.293,Italië,Financial,Aandelen,3846293
Generali,18.692.131,Italië,Financial,Bedrijfsobligaties,18692131
Genuine Parts Co,3.937.773,Verenigde Staten,"Consumer, cyclical",Aandelen,3937773
George Weston Ltd,2.020.038,Canada,"Consumer, non-cyclical",Aandelen,2020038
Gerdau SA,2.785.552,Brazilië,Basic materials,Aandelen,2785552
Getlink SE,1.912.376,Frankrijk,Industrial,Bedrijfsobligaties,1912376
GFL Environmental Inc,1.867.246,Verenigde Staten,Industrial,Aandelen,1867246
Giant Biogene Holding Co ltd,1.467.195,China,"Consumer, non-cyclical",Aandelen,1467195
Gigabyte Technology Co Ltd,3.097.567,Taiwan,Technology,Aandelen,3097567
Gildan Activewear Inc,1.609.918,Canada,"Consumer, cyclical",Aandelen,1609918
Gilead Sciences Inc,26.411.576,Verenigde Staten,"Consumer, non-cyclical",Aandelen,26411576
Givaudan Finance Europe BV,5.405.054,Zwitserland,Basic materials,Bedrijfsobligaties,5405054
Givaudan SA,4.269.690,Zwitserland,Basic materials,Aandelen,4269690
Gjensidige Forsikring ASA,650.469,Noorwegen,Financial,Aandelen,650469
GlaxoSmithKline Capital PLC,9.845.016,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,9845016
Global Payments Inc,3.938.840,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3938840
Global Payments Inc,7.748.323,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,7748323
Global Unichip Corp,2.319.915,Taiwan,Technology,Aandelen,2319915
Go Daddy Operating Co LLC / GD Finance Co Inc,10.183.939,Verenigde Staten,Communications,Bedrijfsobligaties,10183939
GoDaddy Inc,3.616.155,Verenigde Staten,Communications,Aandelen,3616155
Godrej Consumer Products Ltd,3.590.433,India,"Consumer, non-cyclical",Aandelen,3590433
GoerTek Inc,467.621,China,Industrial,Aandelen,467621
Gold Fields Ltd,24.106.111,Zuid-Africa,Basic materials,Aandelen,24106111
Goldman Sachs Group Inc/The,14.670.850,Verenigde Staten,Financial,Bedrijfsobligaties,14670850
Goldman Sachs Group Inc/The,14.670.850,Verenigde Staten,Financial,Bedrijfsobligaties,14670850
Goodyear Dunlop Tires Europe BV,3.233.621,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3233621
Goodyear Tire & Rubber Co/The,1.900.589,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1900589
Grab Holdings Ltd,3.435.606,Singapore,Communications,Aandelen,3435606
Graco Inc,2.633.471,Verenigde Staten,Industrial,Aandelen,2633471
Graham Holdings Co,650.060,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,650060
Grand City Properties Finance Sarl,1.311.812,Duitsland,Financial,Bedrijfsobligaties,1311812
Grand City Properties SA,29.666.329,Duitsland,Financial,Bedrijfsobligaties,29666329
Graphic Packaging Holding Co,6.766.290,Verenigde Staten,Industrial,Aandelen,6766290
Graphic Packaging International LLC,8.945.427,Verenigde Staten,Industrial,Bedrijfsobligaties,8945427
Gray Media Inc,3.663.127,Verenigde Staten,Communications,Bedrijfsobligaties,3663127
Great Wall Motor Co Ltd,3.507.527,China,"Consumer, cyclical",Aandelen,3507527
Great-West Lifeco Inc,5.245.080,Canada,Financial,Bedrijfsobligaties,5245080
Great-West Lifeco Inc,2.083.117,Canada,Financial,Aandelen,2083117
Griffon Corp,855.292,Verenigde Staten,Industrial,Bedrijfsobligaties,855292
Grifols SA,30.841.379,Spanje,"Consumer, non-cyclical",Bedrijfsobligaties,30841379
Grifols SA,492.963,Spanje,"Consumer, non-cyclical",Aandelen,492963
Group 1 Automotive Inc,9.188.531,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,9188531
Groupe Bruxelles Lambert NV,6.676.647,België,Financial,Bedrijfsobligaties,6676647
Gruenenthal GmbH,4.026.404,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,4026404
Grupo Aeroportuario del Centro Norte SAB de CV,2.443.433,Mexico,Industrial,Aandelen,2443433
Grupo Aeroportuario del Pacifico SAB de CV,5.500.706,Mexico,Industrial,Aandelen,5500706
Grupo Aeroportuario del Sureste SAB de CV,3.415.295,Mexico,Industrial,Aandelen,3415295
Grupo Cibest SA,5.564.139,Colombia,Financial,Aandelen,5564139
Grupo Financiero Banorte SAB de CV,15.093.339,Mexico,Financial,Aandelen,15093339
Grupo Mexico SAB de CV,17.633.879,Mexico,Basic materials,Aandelen,17633879
GSK Capital BV,13.231.449,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,13231449
GSK PLC,9.878.400,Verenigde Staten,"Consumer, non-cyclical",Aandelen,9878400
Guangzhou Tinci Materials Technology Co Ltd,409.804,China,Basic materials,Aandelen,409804
Gulf Bank KSCP,1.225.974,Koeweit,Financial,Aandelen,1225974
H & M Hennes & Mauritz AB,1.183.885,Zweden,"Consumer, cyclical",Aandelen,1183885
H World Group Ltd,5.135.892,China,"Consumer, cyclical",Aandelen,5135892
H&M Finance BV,2.832.771,Zweden,"Consumer, cyclical",Bedrijfsobligaties,2832771
Haci Omer Sabanci Holding AS,1.217.873,Turkije,Diversified,Aandelen,1217873
Haier Smart Home Co Ltd,5.810.133,China,"Consumer, cyclical",Aandelen,5810133
Haitian International Holdings Ltd,1.031.897,China,Industrial,Aandelen,1031897
Haleon Netherlands Capital BV,4.312.746,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4312746
Haleon UK Capital PLC,3.726.816,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,3726816
Hamburg Commercial Bank AG,8.306.220,Duitsland,Financial,Bedrijfsobligaties,8306220
Hana Financial Group Inc,10.180.380,Zuid-Korea,Financial,Aandelen,10180380
Hang Seng Bank Ltd,2.740.199,Hongkong,Financial,Aandelen,2740199
Hangzhou First Applied Material Co Ltd,269.649,China,Energy,Aandelen,269649
Hangzhou Tigermed Consulting Co Ltd,162.264,China,"Consumer, non-cyclical",Aandelen,162264
Hankook Tire & Technology Co Ltd,1.348.102,Zuid-Korea,"Consumer, cyclical",Aandelen,1348102
Hankyu Hanshin Holdings Inc,1.584.349,Japan,Industrial,Aandelen,1584349
