Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
ROBLOX Corp,13.077.296,Verenigde Staten,Technology,Aandelen,13077296
Roche Finance Europe BV,17.853.539,Zwitserland,"Consumer, non-cyclical",Bedrijfsobligaties,17853539
Roche Holding AG,61.957.900,Verenigde Staten,"Consumer, non-cyclical",Aandelen,61957900
Rockwell Automation Inc,8.673.178,Verenigde Staten,Industrial,Aandelen,8673178
ROCKWOOL A/S,494.609,Denemarken,Industrial,Aandelen,494609
Rogers Communications Inc,2.403.984,Canada,Communications,Aandelen,2403984
Rogers Communications Inc,7.519.996,Canada,Communications,Bedrijfsobligaties,7519996
Rollins Inc,3.725.301,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3725301
Roper Technologies Inc,3.534.973,Verenigde Staten,Technology,Bedrijfsobligaties,3534973
Roper Technologies Inc,14.113.898,Verenigde Staten,Technology,Aandelen,14113898
Rossini Sarl,4.671.163,Italië,"Consumer, non-cyclical",Bedrijfsobligaties,4671163
Royal Bank of Canada,43.269.212,Canada,Financial,Bedrijfsobligaties,43269212
Royal Bank of Canada,43.615.216,Canada,Financial,Aandelen,43615216
Royal Bank of Canada/London,4.272.628,Canada,Financial,Bedrijfsobligaties,4272628
Royal Caribbean Cruises Ltd,2.353.383,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2353383
Royal Schiphol Group NV,20.598.386,Nederland,Industrial,Bedrijfsobligaties,20598386
Royalty Pharma PLC,6.302.630,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,6302630
RPM International Inc,3.236.577,Verenigde Staten,Basic materials,Aandelen,3236577
RTE Reseau de Transport d'Electricite SADIR,36.798.403,Frankrijk,Utilities,Bedrijfsobligaties,36798403
Ryanair Holdings PLC,2.682.914,Italië,"Consumer, cyclical",Aandelen,2682914
Ryder System Inc,7.431.491,Verenigde Staten,Industrial,Bedrijfsobligaties,7431491
S&P Global Inc,38.412.640,Verenigde Staten,"Consumer, non-cyclical",Aandelen,38412640
S&P Global Inc,10.856.716,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,10856716
Saab AB,1.987.593,Zweden,Industrial,Aandelen,1987593
Sabra Health Care LP,6.816.416,Verenigde Staten,Financial,Bedrijfsobligaties,6816416
Sage Group PLC/The,1.896.757,Verenigd Koninkrijk,Technology,Aandelen,1896757
Sage Group PLC/The,10.106.958,Verenigd Koninkrijk,Technology,Bedrijfsobligaties,10106958
Sahara International Petrochemical Co,1.013.231,Saoedi-Arabië,Basic materials,Aandelen,1013231
Salesforce Inc,60.883.150,Verenigde Staten,Technology,Aandelen,60883150
Salesforce Inc,2.006.365,Verenigde Staten,Technology,Bedrijfsobligaties,2006365
Samhallsbyggnadsbolaget I Norden Holding AB,1.912.619,Zweden,Financial,Bedrijfsobligaties,1912619
Sampo Oyj,2.898.282,Finland,Financial,Aandelen,2898282
Samsara Inc,2.629.204,Verenigde Staten,Technology,Aandelen,2629204
Samsung Biologics Co Ltd,7.987.456,Zuid-Korea,"Consumer, non-cyclical",Aandelen,7987456
Samsung Electro-Mechanics Co Ltd,2.992.477,Zuid-Korea,Industrial,Aandelen,2992477
Samsung Electronics Co Ltd,90.200.626,Zuid-Korea,Technology,Aandelen,90200626
Samsung Fire & Marine Insurance Co Ltd,5.424.219,Zuid-Korea,Financial,Aandelen,5424219
Samsung Life Insurance Co Ltd,4.019.840,Zuid-Korea,Financial,Aandelen,4019840
Samsung SDS Co Ltd,3.099.144,Zuid-Korea,Technology,Aandelen,3099144
Samvardhana Motherson International Ltd,3.498.904,India,"Consumer, cyclical",Aandelen,3498904
Sandoz Finance BV,8.765.370,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,8765370
Sandoz Group AG,2.550.318,Zwitserland,"Consumer, non-cyclical",Aandelen,2550318
Sands China Ltd,1.221.417,Macau,"Consumer, cyclical",Aandelen,1221417
Sandvik AB,2.727.252,Zweden,Industrial,Aandelen,2727252
Sandvik AB,8.570.274,Zweden,Industrial,Bedrijfsobligaties,8570274
Sanlam Ltd,4.914.875,Zuid-Africa,Financial,Aandelen,4914875
Sanofi SA,44.239.279,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,44239279
Sanofi SA,33.500.000,Verenigde Staten,"Consumer, non-cyclical",Aandelen,33500000
Sanrio Co Ltd,2.005.455,Japan,"Consumer, cyclical",Aandelen,2005455
Santander Bank Polska SA,3.048.056,Polen,Financial,Aandelen,3048056
Santander Holdings USA Inc,6.957.180,Verenigde Staten,Financial,Bedrijfsobligaties,6957180
Santander UK Group Holdings PLC,8.961.498,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,8961498
Sany Heavy Industry Co Ltd,570.217,China,Industrial,Aandelen,570217
SAP SE,1.998.980,Duitsland,Technology,Bedrijfsobligaties,1998980
SAP SE,69.486.494,Duitsland,Technology,Aandelen,69486494
Saputo Inc,1.224.992,Canada,"Consumer, non-cyclical",Aandelen,1224992
Sartorius AG,754.056,Duitsland,Industrial,Aandelen,754056
Sartorius Finance BV,43.889.514,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,43889514
Sartorius Stedim Biotech,773.276,Frankrijk,"Consumer, non-cyclical",Aandelen,773276
Sasa Polyester Sanayi AS,569.195,Turkije,"Consumer, cyclical",Aandelen,569195
Saudi Awwal Bank,5.166.706,Saoedi-Arabië,Financial,Aandelen,5166706
SBA Communications Corp,5.709.318,Verenigde Staten,Financial,Bedrijfsobligaties,5709318
SBI Cards & Payment Services Ltd,1.739.203,India,Financial,Aandelen,1739203
SBI Holdings Inc,2.248.651,Japan,Financial,Aandelen,2248651
SCB X PCL,1.651.139,Thailand,Financial,Aandelen,1651139
Scentre Group Trust 1 / Scentre Group Trust 2,13.628.079,Australië,Financial,Bedrijfsobligaties,13628079
Schaeffler AG,50.006.473,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,50006473
Schindler Holding AG,2.632.868,Zwitserland,Industrial,Aandelen,2632868
Schneider Electric SE,12.736.643,Verenigde Staten,Industrial,Bedrijfsobligaties,12736643
Schneider Electric SE,35.295.927,Verenigde Staten,Industrial,Aandelen,35295927
Schroders PLC,414.986,Verenigd Koninkrijk,Financial,Aandelen,414986
Scottish Hydro Electric Transmission PLC,9.507.163,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,9507163
Scotts Miracle-Gro Co/The,6.066.844,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,6066844
Scout24 SE,1.161.515,Duitsland,Communications,Aandelen,1161515
SCREEN Holdings Co Ltd,1.532.797,Japan,Industrial,Aandelen,1532797
Scripps Escrow II Inc,1.097.262,Verenigde Staten,Communications,Bedrijfsobligaties,1097262
SD Guthrie Bhd,1.528.266,Maleisië,"Consumer, non-cyclical",Aandelen,1528266
Sealed Air Corp,2.542.874,Verenigde Staten,Industrial,Bedrijfsobligaties,2542874
Sealed Air Corp/Sealed Air Corp US,3.845.811,Verenigde Staten,Industrial,Bedrijfsobligaties,3845811
Seche Environnement SACA,5.016.403,Frankrijk,Industrial,Bedrijfsobligaties,5016403
Secom Co Ltd,3.555.051,Japan,"Consumer, non-cyclical",Aandelen,3555051
Securitas AB,808.519,Zweden,"Consumer, non-cyclical",Aandelen,808519
Segro Capital Sarl,9.941.404,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,9941404
Sekisui Chemical Co Ltd,1.588.242,Japan,"Consumer, cyclical",Aandelen,1588242
Sekisui House Ltd,3.059.914,Japan,"Consumer, cyclical",Aandelen,3059914
Select Medical Corp,10.055.366,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,10055366
Sembcorp Industries Ltd,1.116.086,Singapore,Utilities,Aandelen,1116086
Sempra,11.471.521,Verenigde Staten,Utilities,Aandelen,11471521
Sempra,1.676.110,Verenigde Staten,Utilities,Bedrijfsobligaties,1676110
Sensata Technologies BV,5.504.381,Verenigde Staten,Industrial,Bedrijfsobligaties,5504381
Sensata Technologies Inc,1.874.727,Verenigde Staten,Industrial,Bedrijfsobligaties,1874727
Service Corp International/US,15.792.655,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,15792655
ServiceNow Inc,49.403.192,Verenigde Staten,Technology,Aandelen,49403192
SES SA,28.744.301,Luxemburg,Communications,Bedrijfsobligaties,28744301
Seven & i Holdings Co Ltd,8.369.591,Japan,"Consumer, non-cyclical",Aandelen,8369591
Severn Trent PLC,1.122.900,Verenigd Koninkrijk,Utilities,Aandelen,1122900
Severn Trent Utilities Finance PLC,14.954.920,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,14954920
SF Holding Co Ltd,1.267.224,China,Industrial,Aandelen,1267224
SG Holdings Co Ltd,826.194,Japan,Industrial,Aandelen,826194
SG Micro Corp,274.426,China,Technology,Aandelen,274426
SGS Nederland Holding BV,7.493.616,Zwitserland,"Consumer, non-cyclical",Bedrijfsobligaties,7493616
SGS SA,11.482.720,Zwitserland,"Consumer, non-cyclical",Aandelen,11482720
Shandong Nanshan Aluminum Co Ltd,303.850,China,Basic materials,Aandelen,303850
Shandong Weigao Group Medical Polymer Co Ltd,1.359.826,China,"Consumer, non-cyclical",Aandelen,1359826
Shanghai Commercial & Savings Bank Ltd/The,3.384.841,Taiwan,Financial,Aandelen,3384841
Shanghai M&G Stationery Inc,207.828,China,"Consumer, cyclical",Aandelen,207828
Shenzhen Inovance Technology Co Ltd,485.163,China,Industrial,Aandelen,485163
Shenzhen Mindray Bio-Medical Electronics Co Ltd,1.544.426,China,"Consumer, non-cyclical",Aandelen,1544426
Shenzhen New Industries Biomedical Engineering Co Ltd,233.455,China,"Consumer, non-cyclical",Aandelen,233455
Shenzhen Salubris Pharmaceuticals Co Ltd,436.339,China,"Consumer, non-cyclical",Aandelen,436339
Shenzhen Transsion Holdings Co Ltd,358.142,China,Communications,Aandelen,358142
Shenzhou International Group Holdings Ltd,3.503.736,China,"Consumer, cyclical",Aandelen,3503736
Sherwin-Williams Co/The,19.038.147,Verenigde Staten,Basic materials,Aandelen,19038147
Sherwin-Williams Co/The,4.874.055,Verenigde Staten,Basic materials,Bedrijfsobligaties,4874055
Shimadzu Corp,1.367.228,Japan,Industrial,Aandelen,1367228
Shimano Inc,2.552.146,Japan,"Consumer, cyclical",Aandelen,2552146
Shin Kong Financial Holding Co Ltd,3.032.919,Taiwan,Financial,Aandelen,3032919
Shin-Etsu Chemical Co Ltd,13.973.481,Japan,Basic materials,Aandelen,13973481
Shinhan Financial Group Co Ltd,10.812.984,Zuid-Korea,Financial,Aandelen,10812984
Shionogi & Co Ltd,3.202.021,Japan,"Consumer, non-cyclical",Aandelen,3202021
Shiseido Co Ltd,1.648.310,Japan,"Consumer, non-cyclical",Aandelen,1648310
Shopify Inc,32.556.697,Canada,Communications,Aandelen,32556697
Shoprite Holdings Ltd,4.666.575,Zuid-Africa,"Consumer, non-cyclical",Aandelen,4666575
Shriram Finance Ltd,7.225.230,India,Financial,Aandelen,7225230
Siam Cement PCL/The,2.614.222,Thailand,Diversified,Aandelen,2614222
Sichuan Kelun Pharmaceutical Co Ltd,371.531,China,"Consumer, non-cyclical",Aandelen,371531
Siemens AG,58.394.189,Duitsland,Industrial,Aandelen,58394189
Siemens Energy AG,8.750.384,Duitsland,Industrial,Aandelen,8750384
Siemens Financieringsmaatschappij NV,61.986.142,Duitsland,Industrial,Bedrijfsobligaties,61986142
Siemens Healthineers AG,21.046.409,Duitsland,"Consumer, non-cyclical",Aandelen,21046409
Siemens Ltd,2.084.565,India,Industrial,Aandelen,2084565
SIG PLC,3.709.174,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,3709174
Sigma Healthcare Ltd,2.091.852,Australië,"Consumer, non-cyclical",Aandelen,2091852
Sika AG,15.302.195,Zwitserland,Industrial,Aandelen,15302195
Sika Capital BV,45.663.343,Nederland,Industrial,Bedrijfsobligaties,45663343
Silergy Corp,2.031.988,China,Industrial,Aandelen,2031988
Silfin NV,5.205.447,België,Basic materials,Bedrijfsobligaties,5205447
Silgan Holdings Inc,17.857.663,Verenigde Staten,Industrial,Bedrijfsobligaties,17857663
Sime Darby Bhd,721.693,Maleisië,"Consumer, cyclical",Aandelen,721693
Simmons Foods Inc/Simmons Prepared Foods Inc/Simmons Pet Food Inc/Simmons Feed,4.667.142,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4667142
Simon Property Group LP,9.566.536,Verenigde Staten,Financial,Bedrijfsobligaties,9566536
Sinclair Television Group Inc,1.774.268,Verenigde Staten,Communications,Bedrijfsobligaties,1774268
Singapore Airlines Ltd,1.943.078,Singapore,"Consumer, cyclical",Aandelen,1943078
Singapore Exchange Ltd,2.361.731,Singapore,Financial,Aandelen,2361731
Singapore Technologies Engineering Ltd,2.235.763,Singapore,Industrial,Aandelen,2235763
Singapore Telecommunications Ltd,5.210.183,Singapore,Communications,Aandelen,5210183
Sino Biopharmaceutical Ltd,4.564.618,Hongkong,"Consumer, non-cyclical",Aandelen,4564618
SinoPac Financial Holdings Co Ltd,4.901.431,Taiwan,Financial,Aandelen,4901431
Sirius XM Radio LLC,12.581.623,Verenigde Staten,Communications,Bedrijfsobligaties,12581623
Six Flags Entertainment Corp,6.473.881,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,6473881
Six Flags Entertainment Corp / Canada's Wonderland Co / Magnum Management Corp,4.393.451,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,4393451
Six Flags Entertainment Corp /Six Flags Theme Parks Inc/ Canada's Wonderland Co,4.927.991,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,4927991
SK Invictus Intermediate II Sarl,2.912.219,Verenigde Staten,Basic materials,Bedrijfsobligaties,2912219
SK Square Co Ltd,7.776.496,Zuid-Korea,Financial,Aandelen,7776496
SK Telecom Co Ltd,1.317.262,Zuid-Korea,Communications,Aandelen,1317262
Skandinaviska Enskilda Banken AB,3.083.229,Zweden,Financial,Aandelen,3083229
Skandinaviska Enskilda Banken AB,23.528.048,Zweden,Financial,Bedrijfsobligaties,23528048
Skanska AB,870.151,Zweden,Industrial,Aandelen,870151
SKF AB,881.111,Zweden,Industrial,Aandelen,881111
Skyworks Solutions Inc,6.163.068,Verenigde Staten,Technology,Bedrijfsobligaties,6163068
SMC Corp,4.818.611,Japan,Industrial,Aandelen,4818611
Smith & Nephew PLC,1.432.244,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,1432244
Smiths Group PLC,1.161.124,Verenigd Koninkrijk,Industrial,Aandelen,1161124
Smurfit Kappa Treasury ULC,5.092.113,Ierland,Industrial,Bedrijfsobligaties,5092113
Smyrna Ready Mix Concrete LLC,3.068.053,Verenigde Staten,Industrial,Bedrijfsobligaties,3068053
Snam SpA,32.428.055,Italië,Utilities,Bedrijfsobligaties,32428055
Snam SpA,1.368.137,Italië,Utilities,Aandelen,1368137
Snap Inc,896.280,Verenigde Staten,Communications,Bedrijfsobligaties,896280
Snap Inc,2.063.065,Verenigde Staten,Communications,Aandelen,2063065
Snap-on Inc,3.762.472,Verenigde Staten,Industrial,Aandelen,3762472
Snowflake Inc,16.493.041,Verenigde Staten,Technology,Aandelen,16493041
Sociedad Quimica y Minera de Chile SA,3.095.321,Chili,Basic materials,Aandelen,3095321
Societe Generale SA,19.974.873,Frankrijk,Financial,Bedrijfsobligaties,19974873
Societe Generale SA,4.598.899,Frankrijk,Financial,Aandelen,4598899
Sodexo SA,4.813.919,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,4813919
SoftBank Corp,10.350.707,Japan,Communications,Aandelen,10350707
SoftBank Group Corp,16.303.648,Japan,Communications,Aandelen,16303648
Solvay SA,15.503.107,België,Basic materials,Bedrijfsobligaties,15503107
Solventum Corp,2.589.808,Verenigde Staten,"Consumer, non-cyclical",Aandelen,2589808
Somnigroup International Inc,1.367.436,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1367436
Sompo Holdings Inc,6.270.594,Japan,Financial,Aandelen,6270594
Sona Blw Precision Forgings Ltd,1.610.962,India,"Consumer, cyclical",Aandelen,1610962
Sonic Automotive Inc,1.650.519,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1650519
Sonic Healthcare Ltd,1.888.828,Australië,"Consumer, non-cyclical",Aandelen,1888828
Sonova Holding AG,1.683.276,Zwitserland,"Consumer, non-cyclical",Aandelen,1683276
Sony Group Corp,37.223.720,Japan,"Consumer, cyclical",Aandelen,37223720
Sotera Health Holdings LLC,3.396.280,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,3396280
Sotheby's,5.570.023,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5570023
Southern California Gas Co,11.555.882,Verenigde Staten,Utilities,Bedrijfsobligaties,11555882
Southern Co Gas Capital Corp,5.858.547,Verenigde Staten,Utilities,Bedrijfsobligaties,5858547
Southern Co/The,942.276,Verenigde Staten,Utilities,Bedrijfsobligaties,942276
Southwestern Public Service Co,24.972,Verenigde Staten,Utilities,Bedrijfsobligaties,24972
SpareBank 1 Sor-Norge ASA,5.726.155,Noorwegen,Financial,Bedrijfsobligaties,5726155
SPIE SA,8.404.666,Frankrijk,Industrial,Bedrijfsobligaties,8404666
Spirax Group PLC,5.966.262,Verenigd Koninkrijk,Industrial,Aandelen,5966262
Spotify Technology SA,13.222.291,Verenigde Staten,Communications,Aandelen,13222291
Sprint Capital Corp,2.258.883,Verenigde Staten,Communications,Bedrijfsobligaties,2258883
SRF Ltd,2.916.975,India,Basic materials,Aandelen,2916975
SSE PLC,3.087.926,Verenigd Koninkrijk,Utilities,Aandelen,3087926
SSE PLC,1.536.663,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,1536663
Standard Bank Group Ltd,9.750.955,Zuid-Africa,Financial,Aandelen,9750955
Standard Chartered PLC,19.986.246,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,19986246
Standard Chartered PLC,3.742.503,Verenigd Koninkrijk,Financial,Aandelen,3742503
Stanley Black & Decker Inc,1.383.783,Verenigde Staten,Industrial,Bedrijfsobligaties,1383783
Stantec Inc,2.843.143,Canada,Industrial,Aandelen,2843143
Starbucks Corp,10.944.692,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,10944692
Starbucks Corp,24.174.287,Verenigde Staten,"Consumer, cyclical",Aandelen,24174287
State Bank of India,9.588.541,India,Financial,Aandelen,9588541
State Street Corp,1.091.118,Verenigde Staten,Financial,Bedrijfsobligaties,1091118
State Street Corp,7.129.042,Verenigde Staten,Financial,Aandelen,7129042
Statkraft AS,6.219.170,Noorwegen,Utilities,Bedrijfsobligaties,6219170
Stedin Holding NV,13.509.249,Nederland,Utilities,Bedrijfsobligaties,13509249
Steel Dynamics Inc,3.967.876,Verenigde Staten,Basic materials,Bedrijfsobligaties,3967876
Steel Dynamics Inc,4.230.540,Verenigde Staten,Basic materials,Aandelen,4230540
Stellantis NV,2.244.870,Verenigde Staten,"Consumer, cyclical",Aandelen,2244870
Stena International SA,5.814.582,Zweden,Diversified,Bedrijfsobligaties,5814582
STERIS PLC,5.422.012,Verenigde Staten,"Consumer, non-cyclical",Aandelen,5422012
STMicroelectronics NV,2.311.405,Singapore,Technology,Aandelen,2311405
Stora Enso OYJ,719.869,Finland,Industrial,Aandelen,719869
Straumann Holding AG,1.626.921,Zwitserland,"Consumer, non-cyclical",Aandelen,1626921
Stryker Corp,31.573.893,Verenigde Staten,"Consumer, non-cyclical",Aandelen,31573893
Stryker Corp,32.382.523,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,32382523
Subaru Corp,2.391.521,Japan,"Consumer, cyclical",Aandelen,2391521
Suburban Propane Partners LP/Suburban Energy Finance Corp,3.241.256,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3241256
Sudzucker International Finance BV,1.291.205,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,1291205
Sumitomo Electric Industries Ltd,3.605.061,Japan,"Consumer, cyclical",Aandelen,3605061
Sumitomo Metal Mining Co Ltd,1.457.117,Japan,Basic materials,Aandelen,1457117
Sumitomo Mitsui Financial Group Inc,21.758.124,Japan,Financial,Aandelen,21758124
Sumitomo Mitsui Financial Group Inc,16.258.444,Japan,Financial,Bedrijfsobligaties,16258444
Sumitomo Mitsui Trust Group Inc,4.012.054,Japan,Financial,Aandelen,4012054
Summer BC Holdco B SARL,2.230.187,Luxemburg,Communications,Bedrijfsobligaties,2230187
Sun Life Financial Inc,8.798.744,Canada,Financial,Aandelen,8798744
Suncorp Group Ltd,3.597.685,Australië,Financial,Aandelen,3597685
Sundaram Finance Ltd,2.030.048,India,Financial,Aandelen,2030048
Sungrow Power Supply Co Ltd,586.554,China,Energy,Aandelen,586554
Sunny Optical Technology Group Co Ltd,3.355.099,China,Industrial,Aandelen,3355099
Sunrise FinCo I BV,7.639.401,Nederland,Communications,Bedrijfsobligaties,7639401
Suntory Beverage & Food Ltd,1.035.883,Japan,"Consumer, non-cyclical",Aandelen,1035883
Sunway Bhd,1.431.444,Maleisië,Financial,Aandelen,1431444
SUPCON Technology Co Ltd,197.324,China,Industrial,Aandelen,197324
Supreme Industries Ltd,2.212.160,India,Basic materials,Aandelen,2212160
Suzano SA,3.887.091,Brazilië,Basic materials,Aandelen,3887091
Suzhou Dongshan Precision Manufacturing Co Ltd,503.825,China,Industrial,Aandelen,503825
Suzlon Energy Ltd,4.673.624,India,Industrial,Aandelen,4673624
Suzuki Motor Corp,4.459.353,Japan,"Consumer, cyclical",Aandelen,4459353
Svenska Cellulosa AB SCA,879.111,Zweden,Industrial,Aandelen,879111
Svenska Handelsbanken AB,2.160.690,Zweden,Financial,Aandelen,2160690
Svenska Handelsbanken AB,31.750.118,Zweden,Financial,Bedrijfsobligaties,31750118
Swatch Group AG/The,538.176,Zwitserland,"Consumer, cyclical",Aandelen,538176
Swedbank AB,2.508.795,Zweden,Financial,Aandelen,2508795
Swedbank AB,5.481.685,Zweden,Financial,Bedrijfsobligaties,5481685
Swedish Orphan Biovitrum AB,655.243,Zweden,"Consumer, non-cyclical",Aandelen,655243
Swiss Life Finance I Ltd,22.884.886,Zwitserland,Financial,Bedrijfsobligaties,22884886
Swiss Life Holding AG,3.242.698,Zwitserland,Financial,Aandelen,3242698
Swiss Re AG,5.833.884,Verenigde Staten,Financial,Aandelen,5833884
Swisscom AG,2.045.673,Zwitserland,Communications,Aandelen,2045673
Swisscom Finance BV,40.967.423,Zwitserland,Communications,Bedrijfsobligaties,40967423
Sydney Airport Finance Co Pty Ltd,39.499.900,Australië,Industrial,Bedrijfsobligaties,39499900
Syensqo SA,625.072,België,Basic materials,Aandelen,625072
Syensqo SA,18.029.330,België,Basic materials,Bedrijfsobligaties,18029330
Symrise AG,18.393.950,Duitsland,Basic materials,Aandelen,18393950
Synchrony Financial,6.025.448,Verenigde Staten,Financial,Aandelen,6025448
Synchrony Financial,13.606.298,Verenigde Staten,Financial,Bedrijfsobligaties,13606298
Synopsys Inc,18.429.139,Verenigde Staten,Technology,Aandelen,18429139
Synovus Bank/Columbus GA,2.638.940,Verenigde Staten,Financial,Bedrijfsobligaties,2638940
Synthomer PLC,7.549.591,Verenigd Koninkrijk,Basic materials,Bedrijfsobligaties,7549591
Sysco Corp,16.180.560,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,16180560
Sysco Corp,8.632.431,Verenigde Staten,"Consumer, non-cyclical",Aandelen,8632431
Sysmex Corp,2.029.802,Japan,"Consumer, non-cyclical",Aandelen,2029802
T Rowe Price Group Inc,4.905.112,Verenigde Staten,Financial,Aandelen,4905112
T-Mobile US Inc,25.262.644,Verenigde Staten,Communications,Aandelen,25262644
T-Mobile USA Inc,1.249.093,Verenigde Staten,Communications,Bedrijfsobligaties,1249093
T&D Holdings Inc,2.488.412,Japan,Financial,Aandelen,2488412
TAG Immobilien AG,3.949.838,Duitsland,Financial,Bedrijfsobligaties,3949838
Taisei Corp,2.105.490,Japan,Industrial,Aandelen,2105490
Taishin Financial Holding Co Ltd,3.404.861,Taiwan,Financial,Aandelen,3404861
Taiwan Business Bank,2.260.036,Taiwan,Financial,Aandelen,2260036
Taiwan Cooperative Financial Holding Co Ltd,4.837.519,Taiwan,Financial,Aandelen,4837519
Taiwan High Speed Rail Corp,1.235.763,Taiwan,Industrial,Aandelen,1235763
Taiwan Mobile Co Ltd,4.641.512,Taiwan,Communications,Aandelen,4641512
Taiwan Semiconductor Manufacturing Co Ltd,83.308.667,Taiwan,Technology,Aandelen,83308667
Takeda Pharmaceutical Co Ltd,11.357.613,Japan,"Consumer, non-cyclical",Aandelen,11357613
Takeda Pharmaceutical Co Ltd,57.837.541,Japan,"Consumer, non-cyclical",Bedrijfsobligaties,57837541
Talanx AG,5.262.990,Duitsland,Financial,Bedrijfsobligaties,5262990
Talanx AG,922.061,Duitsland,Financial,Aandelen,922061
Target Corp,4.040.691,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,4040691
Target Corp,10.351.338,Verenigde Staten,"Consumer, cyclical",Aandelen,10351338
Tata Communications Ltd,1.546.220,India,Communications,Aandelen,1546220
Tata Consultancy Services Ltd,20.242.050,India,Technology,Aandelen,20242050
Tata Consumer Products Ltd,4.590.827,India,"Consumer, non-cyclical",Aandelen,4590827
Tata Elxsi Ltd,1.234.178,India,Technology,Aandelen,1234178
Tata Motors Ltd,10.347.158,India,"Consumer, cyclical",Aandelen,10347158
TE Connectivity PLC,11.779.958,Zwitserland,Industrial,Aandelen,11779958
TeamSystem SpA,1.435.009,Italië,Technology,Bedrijfsobligaties,1435009
Tech Mahindra Ltd,5.733.106,India,Technology,Aandelen,5733106
Techem Verwaltungsgesellschaft 675 mbH,1.231.166,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,1231166
Techtronic Industries Co Ltd,3.764.919,Hongkong,Industrial,Aandelen,3764919
TEGNA Inc,2.301.721,Verenigde Staten,Communications,Bedrijfsobligaties,2301721
Tele2 AB,6.097.927,Zweden,Communications,Bedrijfsobligaties,6097927
Tele2 AB,894.026,Zweden,Communications,Aandelen,894026
Telecom Italia Capital SA,2.410.742,Italië,Communications,Bedrijfsobligaties,2410742
Telecom Italia Finance SA,9.406.959,Italië,Communications,Bedrijfsobligaties,9406959
Telecom Italia SpA/Milano,591.159,Italië,Communications,Aandelen,591159
Telecom Italia SpA/Milano,23.887.824,Italië,Communications,Bedrijfsobligaties,23887824
Teledyne Technologies Inc,5.504.763,Verenigde Staten,Industrial,Aandelen,5504763
Teleflex Inc,9.951.204,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,9951204
Telefonaktiebolaget LM Ericsson,2.640.624,Zweden,Communications,Aandelen,2640624
Telefonica Brasil SA,3.028.683,Brazilië,Communications,Aandelen,3028683
Telefonica Emisiones SAU,32.244.459,Spanje,Communications,Bedrijfsobligaties,32244459
Telefonica Europe BV,66.871.898,Spanje,Communications,Bedrijfsobligaties,66871898
Telefonica SA,2.167.600,Spanje,Communications,Aandelen,2167600
Telenet Finance Luxembourg Notes Sarl,8.573.589,België,Communications,Bedrijfsobligaties,8573589
Telenor ASA,1.056.490,Noorwegen,Communications,Aandelen,1056490
Telenor ASA,23.969.380,Noorwegen,Communications,Bedrijfsobligaties,23969380
Teleperformance SE,16.569.808,Frankrijk,Technology,Bedrijfsobligaties,16569808
Teleperformance SE,589.740,Frankrijk,Technology,Aandelen,589740
Telia Co AB,14.621.332,Zweden,Communications,Bedrijfsobligaties,14621332
Telia Co AB,949.836,Zweden,Communications,Aandelen,949836
Telkom Indonesia Persero Tbk PT,5.170.688,Indonesië,Communications,Aandelen,5170688
Telstra Group Ltd,2.995.417,Australië,Communications,Aandelen,2995417
