Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
Michaels Cos Inc/The,2.571.940,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2571940
Microchip Technology Inc,6.771.265,Verenigde Staten,Technology,Aandelen,6771265
Micron Technology Inc,74.630.621,Verenigde Staten,Technology,Aandelen,74630621
Microsoft Corp,334.153.442,Verenigde Staten,Technology,Aandelen,334153442
Microsoft Corp,15.069.545,Verenigde Staten,Technology,Bedrijfsobligaties,15069545
Midea Group Co Ltd,3.637.300,China,"Consumer, cyclical",Aandelen,3637300
Millicom International Cellular SA,3.264.199,Guatemala,Communications,Bedrijfsobligaties,3264199
MINEBEA MITSUMI Inc,1.421.675,Japan,Industrial,Aandelen,1421675
MINISO Group Holding Ltd,1.272.320,China,"Consumer, cyclical",Aandelen,1272320
Minor International PCL,1.240.647,Thailand,"Consumer, cyclical",Aandelen,1240647
Mirae Asset Securities Co Ltd,4.518.197,Zuid-Korea,Financial,Aandelen,4518197
MISC Bhd,1.789.763,Maleisië,Industrial,Aandelen,1789763
Mitsubishi Chemical Group Corp,1.908.315,Japan,Basic materials,Aandelen,1908315
Mitsubishi Electric Corp,14.803.165,Japan,Industrial,Aandelen,14803165
Mitsubishi HC Capital Inc,1.929.873,Japan,Financial,Aandelen,1929873
Mitsubishi Heavy Industries Ltd,21.121.508,Japan,Industrial,Aandelen,21121508
Mitsubishi UFJ Financial Group Inc,46.508.332,Japan,Financial,Aandelen,46508332
Mizuho Financial Group Inc,22.683.853,Japan,Financial,Aandelen,22683853
Mizuho Financial Group Inc,7.271.021,Japan,Financial,Bedrijfsobligaties,7271021
MKS Inc,18.289.893,Verenigde Staten,Technology,Bedrijfsobligaties,18289893
MMS USA Holdings Inc,14.314.945,Frankrijk,Communications,Bedrijfsobligaties,14314945
Molina Healthcare Inc,10.320.086,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,10320086
Molnlycke Holding AB,5.290.266,Zweden,"Consumer, non-cyclical",Bedrijfsobligaties,5290266
Molson Coors Beverage Co,21.562.663,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,21562663
Mondelez International Holdings Netherlands BV,4.815.132,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4815132
Mondelez International Inc,45.696.932,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,45696932
Mondi Finance Europe GmbH,7.149.177,Oostenrijk,Basic materials,Bedrijfsobligaties,7149177
Mondi Finance PLC,18.657.317,Oostenrijk,Basic materials,Bedrijfsobligaties,18657317
Moneta Money Bank AS,1.398.065,Tsjechië,Financial,Aandelen,1398065
MongoDB Inc,4.016.973,Verenigde Staten,Technology,Aandelen,4016973
Monitchem HoldCo 3 SA,4.536.416,Luxemburg,Basic materials,Bedrijfsobligaties,4536416
Monolithic Power Systems Inc,10.203.778,Verenigde Staten,Technology,Aandelen,10203778
MonotaRO Co Ltd,671.569,Japan,Communications,Aandelen,671569
Montage Technology Co Ltd,648.494,China,Technology,Aandelen,648494
Moody's Corp,24.249.321,Verenigde Staten,"Consumer, non-cyclical",Aandelen,24249321
Moody's Corp,24.826.874,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,24826874
Moog Inc,2.343.108,Verenigde Staten,Industrial,Bedrijfsobligaties,2343108
Morgan Stanley,29.243.324,Verenigde Staten,Financial,Bedrijfsobligaties,29243324
Morgan Stanley,58.278.519,Verenigde Staten,Financial,Aandelen,58278519
Motability Operations Group PLC,43.675.260,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,43675260
Motion Finco Sarl,6.342.952,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,6342952
Mouwasat Medical Services Co,667.481,Saoedi-Arabië,"Consumer, non-cyclical",Aandelen,667481
Mowi ASA,1.234.693,Noorwegen,"Consumer, non-cyclical",Aandelen,1234693
Mphasis Ltd,843.257,India,Technology,Aandelen,843257
MPT Operating Partnership LP / MPT Finance Corp,12.767.005,Verenigde Staten,Financial,Bedrijfsobligaties,12767005
MR DIY Group M Bhd,780.045,Maleisië,"Consumer, cyclical",Aandelen,780045
MRF Ltd,1.519.111,India,"Consumer, cyclical",Aandelen,1519111
MS&AD Insurance Group Holdings Inc,8.066.046,Japan,Financial,Aandelen,8066046
MSA Safety Inc,4.604.744,Verenigde Staten,Industrial,Aandelen,4604744
MSD Netherlands Capital BV,6.513.987,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,6513987
MTN Group Ltd,11.080.192,Zuid-Africa,Communications,Aandelen,11080192
MTR Corp Ltd,1.649.713,Hongkong,Industrial,Aandelen,1649713
MTU Aero Engines AG,4.624.504,Duitsland,Industrial,Bedrijfsobligaties,4624504
MTU Aero Engines AG,2.262.380,Duitsland,Industrial,Aandelen,2262380
Muenchener Rueckversicherungs-Gesellschaft AG in Muenchen,28.968.477,Duitsland,Financial,Aandelen,28968477
Multiversity SpA,1.594.251,Italië,"Consumer, non-cyclical",Bedrijfsobligaties,1594251
Mundys SpA,32.996.025,Italië,"Consumer, non-cyclical",Bedrijfsobligaties,32996025
Murata Manufacturing Co Ltd,8.906.377,Japan,Industrial,Aandelen,8906377
Murphy Oil USA Inc,9.264.591,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,9264591
Nan Ya Plastics Corp,6.566.285,Taiwan,Basic materials,Aandelen,6566285
Nasdaq Inc,19.322.102,Verenigde Staten,Financial,Bedrijfsobligaties,19322102
Nasdaq Inc,19.255.118,Verenigde Staten,Financial,Aandelen,19255118
Naspers Ltd,21.897.112,Zuid-Africa,Communications,Aandelen,21897112
National Australia Bank Ltd,21.563.062,Australië,Financial,Aandelen,21563062
National Australia Bank Ltd,851.056,Australië,Financial,Bedrijfsobligaties,851056
National Bank of Canada,3.342.015,Canada,Financial,Bedrijfsobligaties,3342015
National Bank of Canada,9.824.508,Canada,Financial,Aandelen,9824508
National Bank of Greece SA,7.319.961,Griekenland,Financial,Aandelen,7319961
National Bank of Kuwait SAKP,13.573.759,Koeweit,Financial,Aandelen,13573759
National Grid Electricity Transmission PLC,7.951.997,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,7951997
National Grid North America Inc,9.245.740,Verenigde Staten,Utilities,Bedrijfsobligaties,9245740
National Grid PLC,27.706.188,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,27706188
National Grid PLC,9.645.890,Verenigd Koninkrijk,Utilities,Aandelen,9645890
National Mentor Holdings Inc,4.377.028,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4377028
Nationwide Building Society,46.235.133,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,46235133
Natixis Corporate & Investment Banking Luxembourg SA,2.677.269,Frankrijk,Financial,Bedrijfsobligaties,2677269
Naturgy Finance BV,5.780.053,Spanje,Utilities,Bedrijfsobligaties,5780053
NatWest Group PLC,24.796.758,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,24796758
NatWest Group PLC,32.441.682,Verenigd Koninkrijk,Financial,Aandelen,32441682
NatWest Markets PLC,8.127.731,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,8127731
NAVER Corp,10.309.255,Zuid-Korea,Communications,Aandelen,10309255
NCL Corp Ltd,4.093.329,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,4093329
NEC Corp,7.366.638,Japan,Technology,Aandelen,7366638
Nedbank Group Ltd,4.043.745,Zuid-Africa,Financial,Aandelen,4043745
Nederlandse Gasunie NV,25.947.014,Nederland,Utilities,Bedrijfsobligaties,25947014
Nemetschek SE,5.814.409,Duitsland,Technology,Aandelen,5814409
Neogen Food Safety Corp,3.010.620,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,3010620
NESCO Holdings II Inc,2.830.110,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,2830110
Nestle Finance International Ltd,24.772.461,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,24772461
Nestle India Ltd,4.796.306,India,"Consumer, non-cyclical",Aandelen,4796306
Nestle Malaysia Bhd,873.229,Maleisië,"Consumer, non-cyclical",Aandelen,873229
NetApp Inc,4.299.367,Verenigde Staten,Technology,Aandelen,4299367
NetEase Inc,21.006.502,China,Technology,Aandelen,21006502
Netflix Inc,81.303.579,Verenigde Staten,Communications,Aandelen,81303579
Network Finance Co Pty Ltd,2.629.836,Australië,Utilities,Bedrijfsobligaties,2629836
New Gold Inc,1.390.296,Canada,Basic materials,Bedrijfsobligaties,1390296
New Immo Holding SA,27.947.180,Frankrijk,Financial,Bedrijfsobligaties,27947180
New Oriental Education & Technology Group Inc,4.239.097,China,"Consumer, non-cyclical",Aandelen,4239097
Newell Brands Inc,7.319.422,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,7319422
Newmont Corp,24.120.622,Verenigde Staten,Basic materials,Aandelen,24120622
News Corp,1.770.740,Verenigde Staten,Communications,Aandelen,1770740
News Corp,2.970.674,Verenigde Staten,Communications,Bedrijfsobligaties,2970674
Nexans SA,7.643.427,Frankrijk,Industrial,Bedrijfsobligaties,7643427
Nexstar Media Inc,10.077.286,Verenigde Staten,Communications,Bedrijfsobligaties,10077286
Next PLC,2.318.697,Verenigd Koninkrijk,"Consumer, cyclical",Aandelen,2318697
NH Investment & Securities Co Ltd,1.696.983,Zuid-Korea,Financial,Aandelen,1696983
NHPC Ltd,1.003.802,India,Utilities,Aandelen,1003802
Nibe Industrier AB,709.394,Zweden,Industrial,Aandelen,709394
Nidda Healthcare Holding GmbH,3.125.561,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,3125561
Nidec Corp,2.576.237,Japan,Industrial,Aandelen,2576237
Ningbo Deye Technology Co Ltd,683.754,China,Energy,Aandelen,683754
Nintendo Co Ltd,15.160.881,Japan,"Consumer, cyclical",Aandelen,15160881
Nippon Paint Holdings Co Ltd,1.477.852,Japan,Basic materials,Aandelen,1477852
Nippon Yusen KK,3.961.688,Japan,Industrial,Aandelen,3961688
Nissan Motor Co Ltd,27.582.372,Japan,"Consumer, cyclical",Bedrijfsobligaties,27582372
Nissan Motor Co Ltd,1.158.484,Japan,"Consumer, cyclical",Aandelen,1158484
Nitto Denko Corp,3.381.535,Japan,Basic materials,Aandelen,3381535
NJJ Continental SA,16.038.146,Luxemburg,Communications,Bedrijfsobligaties,16038146
NN Group NV,2.468.277,Nederland,Financial,Aandelen,2468277
NN Group NV,6.235.281,Nederland,Financial,Bedrijfsobligaties,6235281
Nokia OYJ,4.928.262,Finland,Communications,Aandelen,4928262
Nomura Holdings Inc,5.659.940,Japan,Financial,Aandelen,5659940
Nomura Research Institute Ltd,2.554.720,Japan,Technology,Aandelen,2554720
Nongfu Spring Co Ltd,6.695.066,China,"Consumer, non-cyclical",Aandelen,6695066
Norddeutsche Landesbank-Girozentrale,8.024.312,Duitsland,Financial,Bedrijfsobligaties,8024312
Nordea Bank Abp,32.554.079,Finland,Financial,Bedrijfsobligaties,32554079
Nordea Bank Abp,6.247.911,Finland,Financial,Aandelen,6247911
Nordson Corp,12.130.184,Verenigde Staten,Industrial,Aandelen,12130184
Northern Trust Corp,5.303.224,Verenigde Staten,Financial,Aandelen,5303224
Novartis AG,79.089.317,Verenigde Staten,"Consumer, non-cyclical",Aandelen,79089317
Novartis Finance SA,31.671.464,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,31671464
Novatek Microelectronics Corp,2.596.221,Taiwan,Technology,Aandelen,2596221
Novo Nordisk A/S,26.406.763,Denemarken,"Consumer, non-cyclical",Aandelen,26406763
Novo Nordisk Finance Netherlands BV,81.440.980,Denemarken,"Consumer, non-cyclical",Bedrijfsobligaties,81440980
Novonesis Novozymes B,8.319.028,Denemarken,Basic materials,Aandelen,8319028
NRG Energy Inc,10.061.625,Verenigde Staten,Utilities,Bedrijfsobligaties,10061625
NTT Finance Corp,33.217.448,Japan,Communications,Bedrijfsobligaties,33217448
NTT Inc,7.291.608,Japan,Communications,Aandelen,7291608
NU Holdings Ltd/Cayman Islands,26.887.939,Brazilië,Financial,Aandelen,26887939
Nutrien Ltd,7.212.413,Canada,Basic materials,Aandelen,7212413
nVent Electric PLC,12.764.323,Verenigde Staten,Industrial,Aandelen,12764323
NVIDIA Corp,451.007.300,Verenigde Staten,Technology,Aandelen,451007300
NVR Inc,3.803.365,Verenigde Staten,"Consumer, cyclical",Aandelen,3803365
NXP Semiconductors NV,9.729.552,Nederland,Technology,Aandelen,9729552
Nykredit Realkredit A/S,43.601.349,Denemarken,Financial,Bedrijfsobligaties,43601349
O'Reilly Automotive Inc,15.664.499,Verenigde Staten,"Consumer, cyclical",Aandelen,15664499
OAK-Eagle Acquireco Inc,7.349.561,Verenigde Staten,Technology,Bedrijfsobligaties,7349561
Obayashi Corp,3.788.713,Japan,Industrial,Aandelen,3788713
Obic Co Ltd,1.933.318,Japan,Technology,Aandelen,1933318
Odido Holding BV,2.546.936,Nederland,Communications,Bedrijfsobligaties,2546936
OI European Group BV,6.773.216,Verenigde Staten,Industrial,Bedrijfsobligaties,6773216
Okta Inc,2.489.660,Verenigde Staten,Technology,Aandelen,2489660
Olympus Corp,2.617.209,Japan,"Consumer, non-cyclical",Aandelen,2617209
Olympus Water US Holding Corp,4.457.343,Verenigde Staten,Basic materials,Bedrijfsobligaties,4457343
Omnicom Group Inc,2.775.136,Verenigde Staten,Communications,Aandelen,2775136
OmniVision Integrated Circuits Group Inc,439.030,China,Technology,Aandelen,439030
ON Semiconductor Corp,5.165.553,Verenigde Staten,Technology,Aandelen,5165553
One 97 Communications Ltd,2.315.752,India,"Consumer, non-cyclical",Aandelen,2315752
OP Corporate Bank plc,18.144.530,Finland,Financial,Bedrijfsobligaties,18144530
Opal Bidco SAS,5.949.883,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,5949883
Open Text Corp,1.118.734,Canada,Technology,Aandelen,1118734
Open Text Corp,10.548.601,Canada,Technology,Bedrijfsobligaties,10548601
Open Text Holdings Inc,5.439.896,Canada,Technology,Bedrijfsobligaties,5439896
Opmobility,3.039.729,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,3039729
Option Care Health Inc,4.875.192,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4875192
Oracle Corp,59.877.549,Verenigde Staten,Technology,Aandelen,59877549
Oracle Corp Japan,511.809,Japan,Technology,Aandelen,511809
Oracle Financial Services Software Ltd,779.871,India,Technology,Aandelen,779871
Orange SA,62.889.887,Frankrijk,Communications,Bedrijfsobligaties,62889887
Orange SA,4.483.635,Frankrijk,Communications,Aandelen,4483635
Organon & Co / Organon Foreign Debt Co-Issuer BV,20.334.144,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,20334144
Oriental Land Co Ltd/Japan,4.585.346,Japan,"Consumer, cyclical",Aandelen,4585346
ORIX Corp,8.356.783,Japan,Financial,Aandelen,8356783
Orkla ASA,1.008.381,Noorwegen,"Consumer, non-cyclical",Aandelen,1008381
Orsted AS,465.258,Denemarken,Utilities,Aandelen,465258
Orsted AS,33.898.694,Denemarken,Utilities,Bedrijfsobligaties,33898694
Otis Worldwide Corp,5.984.705,Verenigde Staten,Industrial,Aandelen,5984705
OTP Bank Nyrt,12.763.307,Hongarije,Financial,Aandelen,12763307
Otsuka Corp,1.087.737,Japan,Technology,Aandelen,1087737
Otsuka Holdings Co Ltd,7.586.124,Japan,"Consumer, non-cyclical",Aandelen,7586124
Outfront Media Capital LLC / Outfront Media Capital Corp,20.042.485,Verenigde Staten,Communications,Bedrijfsobligaties,20042485
OUTsurance Group Ltd,1.762.925,Zuid-Africa,Financial,Aandelen,1762925
Oversea-Chinese Banking Corp Ltd,14.266.829,Singapore,Financial,Aandelen,14266829
OVH Groupe SA,4.689.804,Frankrijk,Technology,Bedrijfsobligaties,4689804
Owens-Brockway Glass Container Inc,1.300.591,Verenigde Staten,Industrial,Bedrijfsobligaties,1300591
PACCAR Financial Europe BV,23.471.505,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,23471505
PACCAR Inc,12.259.921,Verenigde Staten,"Consumer, cyclical",Aandelen,12259921
Page Industries Ltd,873.717,India,"Consumer, cyclical",Aandelen,873717
Palo Alto Networks Inc,35.498.594,Verenigde Staten,Communications,Aandelen,35498594
Pan Pacific International Holdings Corp,2.862.817,Japan,"Consumer, cyclical",Aandelen,2862817
Panasonic Holdings Corp,9.391.124,Japan,"Consumer, cyclical",Aandelen,9391124
Pandora A/S,668.791,Denemarken,"Consumer, cyclical",Aandelen,668791
Papa John's International Inc,2.884.017,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,2884017
Paprec Holding SA,6.742.396,Frankrijk,Industrial,Bedrijfsobligaties,6742396
Paramount Global,2.284.917,Verenigde Staten,Communications,Bedrijfsobligaties,2284917
Parker-Hannifin Corp,6.742.322,Verenigde Staten,Industrial,Bedrijfsobligaties,6742322
Parker-Hannifin Corp,22.859.622,Verenigde Staten,Industrial,Aandelen,22859622
Patrick Industries Inc,10.803.888,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,10803888
Pattern Energy Operations LP / Pattern Energy Operations Inc,4.841.972,Verenigde Staten,Utilities,Bedrijfsobligaties,4841972
Paychex Inc,5.810.948,Verenigde Staten,Technology,Aandelen,5810948
PayPal Holdings Inc,8.277.773,Verenigde Staten,"Consumer, non-cyclical",Aandelen,8277773
PB Fintech Ltd,3.015.157,India,Financial,Aandelen,3015157
Pearson PLC,908.740,Verenigd Koninkrijk,Communications,Aandelen,908740
Pebblebrook Hotel LP / PEB Finance Corp,3.535.217,Verenigde Staten,Financial,Bedrijfsobligaties,3535217
Pediatrix Medical Group Inc,5.462.494,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,5462494
Pentair PLC,13.638.438,Verenigde Staten,Industrial,Aandelen,13638438
Pepkor Holdings Ltd,2.363.927,Zuid-Africa,"Consumer, cyclical",Aandelen,2363927
PepsiCo Inc,49.869.939,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,49869939
PepsiCo Inc,42.098.119,Verenigde Staten,"Consumer, non-cyclical",Aandelen,42098119
Performance Food Group Inc,11.694.344,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,11694344
Perimeter Holdings LLC,1.569.264,Verenigde Staten,Basic materials,Bedrijfsobligaties,1569264
Pernod Ricard SA,20.286.362,Frankrijk,"Consumer, non-cyclical",Bedrijfsobligaties,20286362
Pernod Ricard SA,1.740.940,Frankrijk,"Consumer, non-cyclical",Aandelen,1740940
Perrigo Finance Unlimited Co,3.370.340,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,3370340
Persistent Systems Ltd,2.411.763,India,Technology,Aandelen,2411763
Petronas Dagangan Bhd,486.868,Maleisië,Energy,Aandelen,486868
Pfizer Inc,31.248.468,Verenigde Staten,"Consumer, non-cyclical",Aandelen,31248468
Pfizer Netherlands International Finance BV,24.449.777,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,24449777
PG&E Corp,6.964.503,Verenigde Staten,Utilities,Bedrijfsobligaties,6964503
PharmaEssentia Corp,3.169.999,Taiwan,"Consumer, non-cyclical",Aandelen,3169999
Phinia Inc,3.412.272,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3412272
PI Industries Ltd,1.238.135,India,Basic materials,Aandelen,1238135
Pidilite Industries Ltd,2.248.935,India,Industrial,Aandelen,2248935
Ping An Bank Co Ltd,897.854,China,Financial,Aandelen,897854
Ping An Insurance Group Co of China Ltd,30.917.191,China,Financial,Aandelen,30917191
Pinnacle Bidco PLC,1.571.192,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,1571192
Pinterest Inc,2.077.361,Verenigde Staten,Communications,Aandelen,2077361
Piraeus Bank SA,5.163.499,Griekenland,Financial,Aandelen,5163499
PNC Financial Services Group Inc/The,16.276.785,Verenigde Staten,Financial,Aandelen,16276785
Pop Mart International Group Ltd,5.471.536,China,"Consumer, cyclical",Aandelen,5471536
Porto Seguro SA,1.083.790,Brazilië,Financial,Aandelen,1083790
Post Holdings Inc,19.326.587,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,19326587
Poste Italiane SpA,1.248.338,Italië,Industrial,Aandelen,1248338
Power Corp of Canada,5.258.183,Canada,Financial,Aandelen,5258183
Power Grid Corp of India Ltd,8.023.073,India,Utilities,Aandelen,8023073
Powszechna Kasa Oszczednosci Bank Polski SA,11.523.858,Polen,Financial,Aandelen,11523858
Powszechny Zaklad Ubezpieczen SA,6.008.531,Polen,Financial,Aandelen,6008531
PPG Industries Inc,4.681.403,Verenigde Staten,Basic materials,Aandelen,4681403
PPG Industries Inc,18.796.895,Verenigde Staten,Basic materials,Bedrijfsobligaties,18796895
President Chain Store Corp,2.608.491,Taiwan,"Consumer, cyclical",Aandelen,2608491
Press Metal Aluminium Holdings Bhd,3.765.543,Maleisië,Basic materials,Aandelen,3765543
Prestige Brands Inc,13.332.173,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,13332173
Primo Water Holdings Inc / Triton Water Holdings Inc,7.072.912,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,7072912
Principal Financial Group Inc,3.991.290,Verenigde Staten,Financial,Aandelen,3991290
Pro Medicus Ltd,1.127.446,Australië,Technology,Aandelen,1127446
Procter & Gamble Co/The,38.169.185,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,38169185
Procter & Gamble Co/The,107.908.414,Verenigde Staten,"Consumer, non-cyclical",Aandelen,107908414
Progressive Corp/The,39.434.482,Verenigde Staten,Financial,Aandelen,39434482
Project Grand UK PLC,1.553.357,Verenigd Koninkrijk,Industrial,Bedrijfsobligaties,1553357
Prologis Euro Finance LLC,34.664.152,Verenigde Staten,Financial,Bedrijfsobligaties,34664152
Prologis International Funding II SA,8.458.365,Luxemburg,Financial,Bedrijfsobligaties,8458365
Prosus NV,6.963.582,China,Communications,Aandelen,6963582
Proximus SADP,10.177.483,België,Communications,Bedrijfsobligaties,10177483
Prudential Financial Inc,6.760.976,Verenigde Staten,Financial,Aandelen,6760976
Prudential PLC,4.203.181,Hongkong,Financial,Aandelen,4203181
Prysmian SpA,15.392.295,Italië,Industrial,Aandelen,15392295
Prysmian SpA,12.886.094,Italië,Industrial,Bedrijfsobligaties,12886094
PTC Inc,3.335.196,Verenigde Staten,Technology,Aandelen,3335196
PTC Inc,8.575.735,Verenigde Staten,Technology,Bedrijfsobligaties,8575735
Public Bank Bhd,9.051.327,Maleisië,Financial,Aandelen,9051327
Public Service Enterprise Group Inc,7.866.946,Verenigde Staten,Utilities,Aandelen,7866946
Publicis Groupe SA,2.220.409,Frankrijk,Communications,Aandelen,2220409
Publicis Groupe SA,6.555.356,Frankrijk,Communications,Bedrijfsobligaties,6555356
PulteGroup Inc,4.793.000,Verenigde Staten,"Consumer, cyclical",Aandelen,4793000
Punjab National Bank,1.231.458,India,Financial,Aandelen,1231458
Q-Park Holding I BV,3.018.106,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,3018106
Qantas Airways Ltd,1.062.636,Australië,"Consumer, cyclical",Aandelen,1062636
QBE Insurance Group Ltd,5.416.218,Australië,Financial,Aandelen,5416218
QIAGEN NV,951.527,Verenigde Staten,"Consumer, non-cyclical",Aandelen,951527
QL Resources Bhd,924.514,Maleisië,"Consumer, non-cyclical",Aandelen,924514
Qnity Electronics Inc,8.521.834,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,8521834
QUALCOMM Inc,44.380.704,Verenigde Staten,Technology,Aandelen,44380704
Quanta Computer Inc,10.599.918,Taiwan,Technology,Aandelen,10599918
Quanta Services Inc,16.082.731,Verenigde Staten,"Consumer, non-cyclical",Aandelen,16082731
Quest Diagnostics Inc,4.187.835,Verenigde Staten,"Consumer, non-cyclical",Aandelen,4187835
Quikrete Holdings Inc,4.712.765,Verenigde Staten,Industrial,Bedrijfsobligaties,4712765
QXO Building Products Inc,10.870.497,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,10870497
Raiffeisen Bank International AG,20.416.869,Oostenrijk,Financial,Bedrijfsobligaties,20416869
Raiffeisen Schweiz Genossenschaft,41.492.850,Zwitserland,Financial,Bedrijfsobligaties,41492850
Rakuten Group Inc,6.760.972,Japan,Communications,Bedrijfsobligaties,6760972
Rakuten Group Inc,1.692.329,Japan,Communications,Aandelen,1692329
Randstad NV,5.212.306,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,5212306
Randstad NV,324.365,Nederland,"Consumer, non-cyclical",Aandelen,324365
Rational AG,415.496,Duitsland,"Consumer, cyclical",Aandelen,415496
Raymond James Financial Inc,5.524.564,Verenigde Staten,Financial,Aandelen,5524564
RB Global Inc,9.888.975,Canada,"Consumer, cyclical",Aandelen,9888975
RCI Banque SA,1.351.727,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,1351727
REA Group Ltd,1.439.142,Australië,Financial,Aandelen,1439142
Realtek Semiconductor Corp,2.971.616,Taiwan,Technology,Aandelen,2971616
REC Ltd,2.226.057,India,Financial,Aandelen,2226057
Reckitt Benckiser Group PLC,5.170.636,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,5170636
Reckitt Benckiser Treasury Services Nederland BV,4.954.090,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,4954090
Reckitt Benckiser Treasury Services PLC,53.543.720,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,53543720
Recruit Holdings Co Ltd,14.301.387,Japan,"Consumer, non-cyclical",Aandelen,14301387
Reddit Inc,1.780.998,Verenigde Staten,Communications,Aandelen,1780998
Redeia Corp SA,793.680,Spanje,Utilities,Aandelen,793680
Regeneron Pharmaceuticals Inc,16.303.764,Verenigde Staten,"Consumer, non-cyclical",Aandelen,16303764
Regions Financial Corp,4.675.054,Verenigde Staten,Financial,Aandelen,4675054
Reinet Investments SCA,2.583.073,Luxemburg,Financial,Aandelen,2583073
Reliance Inc,3.063.467,Verenigde Staten,Basic materials,Aandelen,3063467
RELX Finance BV,8.842.434,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,8842434
RELX PLC,12.677.771,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,12677771
Ren Finance BV,5.143.689,Portugal,Utilities,Bedrijfsobligaties,5143689
Renesas Electronics Corp,5.667.973,Japan,Technology,Aandelen,5667973
Rentokil Initial PLC,1.389.969,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,1389969
Rentokil Initial PLC,1.812.657,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,1812657
Republic Services Inc,19.206.355,Verenigde Staten,Industrial,Aandelen,19206355
Resideo Funding Inc,5.180.540,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,5180540
ResMed Inc,6.412.350,Verenigde Staten,"Consumer, non-cyclical",Aandelen,6412350
Resona Holdings Inc,5.589.326,Japan,Financial,Aandelen,5589326
Restaurant Brands International Inc,4.390.579,Canada,"Consumer, cyclical",Aandelen,4390579
Reworld Holding Corp,2.317.645,Verenigde Staten,Industrial,Bedrijfsobligaties,2317645
Rexel SA,999.898,Frankrijk,"Consumer, cyclical",Aandelen,999898
Rexel SA,25.460.148,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,25460148
RHB Bank Bhd,2.072.331,Maleisië,Financial,Aandelen,2072331
Rheinmetall AG,8.782.560,Duitsland,Industrial,Aandelen,8782560
RHP Hotel Properties LP / RHP Finance Corp,12.939.537,Verenigde Staten,Financial,Bedrijfsobligaties,12939537
