Bedrijfsnaam Aflopend sorteren,Bedrag in €,Land,Sector,Type,Bedrag in € (num)
Rogers Communications Inc,4.498.294,Canada,Communications,Bedrijfsobligaties,4498294
Rollins Inc,3.273.925,Verenigde Staten,"Consumer, non-cyclical",Aandelen,3273925
Roper Technologies Inc,9.142.135,Verenigde Staten,Technology,Aandelen,9142135
Rossini Sarl,4.649.357,Italië,"Consumer, non-cyclical",Bedrijfsobligaties,4649357
Royal Bank of Canada,46.492.341,Canada,Financial,Aandelen,46492341
Royal Bank of Canada,38.783.144,Canada,Financial,Bedrijfsobligaties,38783144
Royal Bank of Canada/London,3.630.749,Canada,Financial,Bedrijfsobligaties,3630749
Royal Schiphol Group NV,20.704.645,Nederland,Industrial,Bedrijfsobligaties,20704645
RPM International Inc,2.719.080,Verenigde Staten,Basic materials,Aandelen,2719080
RTE Reseau de Transport d'Electricite SADIR,35.899.726,Frankrijk,Utilities,Bedrijfsobligaties,35899726
Rumo SA,1.636.611,Brazilië,Industrial,Aandelen,1636611
Ryanair Holdings PLC,3.380.372,Italië,"Consumer, cyclical",Aandelen,3380372
S&P Global Inc,61.346.535,Verenigde Staten,"Consumer, non-cyclical",Aandelen,61346535
Saab AB,2.136.398,Zweden,Industrial,Aandelen,2136398
Sage Group PLC/The,1.636.302,Verenigd Koninkrijk,Technology,Aandelen,1636302
Sage Group PLC/The,10.206.891,Verenigd Koninkrijk,Technology,Bedrijfsobligaties,10206891
Sahara International Petrochemical Co,1.079.662,Saoedi-Arabië,Basic materials,Aandelen,1079662
Salesforce Inc,60.188.896,Verenigde Staten,Technology,Aandelen,60188896
Salik Co PJSC,1.264.798,Verenigde Arabische Emiraten,"Consumer, non-cyclical",Aandelen,1264798
Sampo Oyj,3.359.667,Finland,Financial,Aandelen,3359667
Samsara Inc,1.889.449,Verenigde Staten,Technology,Aandelen,1889449
Samsung Biologics Co Ltd,8.311.426,Zuid-Korea,"Consumer, non-cyclical",Aandelen,8311426
Samsung Electro-Mechanics Co Ltd,4.521.516,Zuid-Korea,Industrial,Aandelen,4521516
Samsung Electronics Co Ltd,106.136.817,Zuid-Korea,Technology,Aandelen,106136817
Samsung Fire & Marine Insurance Co Ltd,6.252.988,Zuid-Korea,Financial,Aandelen,6252988
Samsung Life Insurance Co Ltd,5.116.480,Zuid-Korea,Financial,Aandelen,5116480
Samsung SDS Co Ltd,2.385.191,Zuid-Korea,Technology,Aandelen,2385191
Samvardhana Motherson International Ltd,3.877.348,India,"Consumer, cyclical",Aandelen,3877348
Samyang Foods Co Ltd,1.776.809,Zuid-Korea,"Consumer, non-cyclical",Aandelen,1776809
Sandoz Finance BV,8.648.871,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,8648871
Sandoz Group AG,3.490.291,Zwitserland,"Consumer, non-cyclical",Aandelen,3490291
Sandvik AB,8.667.168,Zweden,Industrial,Bedrijfsobligaties,8667168
Sandvik AB,3.976.432,Zweden,Industrial,Aandelen,3976432
Sanlam Ltd,5.851.978,Zuid-Africa,Financial,Aandelen,5851978
Sanofi SA,34.926.369,Verenigde Staten,"Consumer, non-cyclical",Aandelen,34926369
Sanofi SA,57.288.007,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,57288007
Sanrio Co Ltd,1.340.836,Japan,"Consumer, cyclical",Aandelen,1340836
Santander Bank Polska SA,3.383.562,Polen,Financial,Aandelen,3383562
Santander UK Group Holdings PLC,5.184.547,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,5184547
Sany Heavy Industry Co Ltd,687.921,China,Industrial,Aandelen,687921
SAP SE,58.958.466,Duitsland,Technology,Aandelen,58958466
SAP SE,2.019.153,Duitsland,Technology,Bedrijfsobligaties,2019153
Saputo Inc,1.408.553,Canada,"Consumer, non-cyclical",Aandelen,1408553
Sartorius AG,862.975,Duitsland,Industrial,Aandelen,862975
Sartorius Finance BV,49.416.443,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,49416443
Sartorius Stedim Biotech,823.620,Frankrijk,"Consumer, non-cyclical",Aandelen,823620
Saudi Arabian Mining Co,12.694.123,Saoedi-Arabië,Basic materials,Aandelen,12694123
Saudi Awwal Bank,4.961.400,Saoedi-Arabië,Financial,Aandelen,4961400
SBA Communications Corp,5.778.842,Verenigde Staten,Financial,Bedrijfsobligaties,5778842
SBI Cards & Payment Services Ltd,1.499.583,India,Financial,Aandelen,1499583
SBI Holdings Inc,2.838.027,Japan,Financial,Aandelen,2838027
SBI Life Insurance Co Ltd,5.403.686,India,Financial,Aandelen,5403686
SCB X PCL,2.013.341,Thailand,Financial,Aandelen,2013341
Scentre Group Trust 1 / Scentre Group Trust 2,13.803.298,Australië,Financial,Bedrijfsobligaties,13803298
Scentre Management Ltd,7.634.562,Australië,Financial,Bedrijfsobligaties,7634562
Schaeffler AG,49.303.202,Duitsland,"Consumer, cyclical",Bedrijfsobligaties,49303202
Schindler Holding AG,2.713.333,Zwitserland,Industrial,Aandelen,2713333
Schneider Electric SE,36.193.985,Verenigde Staten,Industrial,Bedrijfsobligaties,36193985
Schneider Electric SE,51.974.679,Verenigde Staten,Industrial,Aandelen,51974679
Schroders PLC,449.446,Verenigd Koninkrijk,Financial,Aandelen,449446
Scottish Hydro Electric Transmission PLC,25.369.110,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,25369110
Scotts Miracle-Gro Co/The,6.298.182,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,6298182
Scout24 SE,851.050,Duitsland,Communications,Aandelen,851050
SCREEN Holdings Co Ltd,1.904.077,Japan,Industrial,Aandelen,1904077
Scripps Escrow II Inc,998.347,Verenigde Staten,Communications,Bedrijfsobligaties,998347
Sealed Air Corp,2.544.664,Verenigde Staten,Industrial,Bedrijfsobligaties,2544664
Sealed Air Corp/Sealed Air Corp US,3.816.271,Verenigde Staten,Industrial,Bedrijfsobligaties,3816271
Seche Environnement SACA,12.523.894,Frankrijk,Industrial,Bedrijfsobligaties,12523894
Secom Co Ltd,3.578.313,Japan,"Consumer, non-cyclical",Aandelen,3578313
Securitas AB,891.412,Zweden,"Consumer, non-cyclical",Aandelen,891412
Sekisui Chemical Co Ltd,1.530.136,Japan,"Consumer, cyclical",Aandelen,1530136
Sekisui House Ltd,3.218.882,Japan,"Consumer, cyclical",Aandelen,3218882
Select Medical Corp,7.235.463,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,7235463
Sembcorp Industries Ltd,1.030.337,Singapore,Utilities,Aandelen,1030337
Sempra,10.998.944,Verenigde Staten,Utilities,Aandelen,10998944
Sensata Technologies BV,5.189.387,Verenigde Staten,Industrial,Bedrijfsobligaties,5189387
Sensata Technologies Inc,3.115.964,Verenigde Staten,Industrial,Bedrijfsobligaties,3115964
Service Corp International/US,16.007.350,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,16007350
ServiceNow Inc,36.334.771,Verenigde Staten,Technology,Aandelen,36334771
SES SA,38.430.649,Luxemburg,Communications,Bedrijfsobligaties,38430649
Seven & i Holdings Co Ltd,7.712.787,Japan,"Consumer, non-cyclical",Aandelen,7712787
Severn Trent PLC,1.159.328,Verenigd Koninkrijk,Utilities,Aandelen,1159328
Severn Trent Utilities Finance PLC,14.848.231,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,14848231
SF Holding Co Ltd,1.020.653,China,Industrial,Aandelen,1020653
SG Holdings Co Ltd,728.862,Japan,Industrial,Aandelen,728862
SG Micro Corp,265.285,China,Technology,Aandelen,265285
SGS Finance BV,4.742.963,Nederland,"Consumer, non-cyclical",Bedrijfsobligaties,4742963
SGS Nederland Holding BV,7.563.455,Zwitserland,"Consumer, non-cyclical",Bedrijfsobligaties,7563455
SGS SA,17.640.706,Zwitserland,"Consumer, non-cyclical",Aandelen,17640706
Shandong Nanshan Aluminum Co Ltd,437.427,China,Basic materials,Aandelen,437427
Shandong Weigao Group Medical Polymer Co Ltd,1.126.209,China,"Consumer, non-cyclical",Aandelen,1126209
Shanghai Commercial & Savings Bank Ltd/The,2.752.157,Taiwan,Financial,Aandelen,2752157
Shenzhen Inovance Technology Co Ltd,580.079,China,Industrial,Aandelen,580079
Shenzhen Mindray Bio-Medical Electronics Co Ltd,1.341.254,China,"Consumer, non-cyclical",Aandelen,1341254
Shenzhen New Industries Biomedical Engineering Co Ltd,237.275,China,"Consumer, non-cyclical",Aandelen,237275
Shenzhen Salubris Pharmaceuticals Co Ltd,468.160,China,"Consumer, non-cyclical",Aandelen,468160
Shenzhen Transsion Holdings Co Ltd,304.688,China,Communications,Aandelen,304688
Shenzhou International Group Holdings Ltd,3.887.723,China,"Consumer, cyclical",Aandelen,3887723
Sherwin-Williams Co/The,27.280.653,Verenigde Staten,Basic materials,Aandelen,27280653
Shimadzu Corp,1.535.074,Japan,Industrial,Aandelen,1535074
Shimano Inc,1.922.161,Japan,"Consumer, cyclical",Aandelen,1922161
Shin-Etsu Chemical Co Ltd,13.568.968,Japan,Basic materials,Aandelen,13568968
Shinhan Financial Group Co Ltd,13.139.490,Zuid-Korea,Financial,Aandelen,13139490
Shionogi & Co Ltd,3.291.803,Japan,"Consumer, non-cyclical",Aandelen,3291803
Shiseido Co Ltd,1.394.599,Japan,"Consumer, non-cyclical",Aandelen,1394599
Shopify Inc,37.796.367,Canada,Communications,Aandelen,37796367
Shoprite Holdings Ltd,4.923.297,Zuid-Africa,"Consumer, non-cyclical",Aandelen,4923297
Shriram Finance Ltd,9.352.604,India,Financial,Aandelen,9352604
Siam Cement PCL/The,2.943.241,Thailand,Diversified,Aandelen,2943241
Sichuan Biokin Pharmaceutical Co Ltd,256.165,China,"Consumer, non-cyclical",Aandelen,256165
Sichuan Kelun Pharmaceutical Co Ltd,311.121,China,"Consumer, non-cyclical",Aandelen,311121
Sichuan Kelun-Biotech Biopharmaceutical Co Ltd,1.287.125,China,"Consumer, non-cyclical",Aandelen,1287125
Siemens AG,55.936.468,Duitsland,Industrial,Aandelen,55936468
Siemens Energy AG,23.174.110,Duitsland,Industrial,Aandelen,23174110
Siemens Financieringsmaatschappij NV,60.791.980,Duitsland,Industrial,Bedrijfsobligaties,60791980
Siemens Healthineers AG,13.810.519,Duitsland,"Consumer, non-cyclical",Aandelen,13810519
Siemens Ltd,1.872.940,India,Industrial,Aandelen,1872940
SIG PLC,4.256.509,Verenigd Koninkrijk,"Consumer, cyclical",Bedrijfsobligaties,4256509
Sigma Healthcare Ltd,2.212.567,Australië,"Consumer, non-cyclical",Aandelen,2212567
Sika AG,9.748.486,Zwitserland,Industrial,Aandelen,9748486
Sika Capital BV,49.215.213,Nederland,Industrial,Bedrijfsobligaties,49215213
Silfin NV,5.063.539,België,Basic materials,Bedrijfsobligaties,5063539
Silgan Holdings Inc,26.966.041,Verenigde Staten,Industrial,Bedrijfsobligaties,26966041
Simmons Foods Inc/Simmons Prepared Foods Inc/Simmons Pet Food Inc/Simmons Feed,4.759.056,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,4759056
Simply Good Foods Co/The,1.449.156,Verenigde Staten,"Consumer, non-cyclical",Aandelen,1449156
Sinclair Television Group Inc,2.380.113,Verenigde Staten,Communications,Bedrijfsobligaties,2380113
Singapore Airlines Ltd,1.878.452,Singapore,"Consumer, cyclical",Aandelen,1878452
Singapore Exchange Ltd,2.664.686,Singapore,Financial,Aandelen,2664686
Singapore Technologies Engineering Ltd,2.455.729,Singapore,Industrial,Aandelen,2455729
Singapore Telecommunications Ltd,6.344.122,Singapore,Communications,Aandelen,6344122
Sino Biopharmaceutical Ltd,5.147.803,China,"Consumer, non-cyclical",Aandelen,5147803
SinoPac Financial Holdings Co Ltd,5.947.030,Taiwan,Financial,Aandelen,5947030
Sirius XM Radio LLC,12.799.280,Verenigde Staten,Communications,Bedrijfsobligaties,12799280
Six Flags Entertainment Corp,3.431.504,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3431504
Six Flags Entertainment Corp /Six Flags Theme Parks Inc/ Canada's Wonderland Co,4.817.556,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,4817556
SK Hynix Inc,95.886.877,Zuid-Korea,Technology,Aandelen,95886877
SK Invictus Intermediate II Sarl,3.400.843,Verenigde Staten,Basic materials,Bedrijfsobligaties,3400843
SK Square Co Ltd,14.003.260,Zuid-Korea,Financial,Aandelen,14003260
SK Telecom Co Ltd,1.825.134,Zuid-Korea,Communications,Aandelen,1825134
Skandinaviska Enskilda Banken AB,3.841.093,Zweden,Financial,Aandelen,3841093
Skandinaviska Enskilda Banken AB,18.105.294,Zweden,Financial,Bedrijfsobligaties,18105294
Skanska AB,1.052.893,Zweden,Industrial,Aandelen,1052893
SKF AB,1.030.784,Zweden,Industrial,Aandelen,1030784
SMC Corp,4.792.526,Japan,Industrial,Aandelen,4792526
Smith & Nephew PLC,1.585.547,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,1585547
Smiths Group PLC,1.214.506,Verenigd Koninkrijk,Industrial,Aandelen,1214506
Smurfit Kappa Treasury ULC,6.091.921,Ierland,Industrial,Bedrijfsobligaties,6091921
Snam SpA,15.324.357,Italië,Utilities,Bedrijfsobligaties,15324357
Snam SpA,1.532.052,Italië,Utilities,Aandelen,1532052
Snap Inc,1.680.432,Verenigde Staten,Communications,Aandelen,1680432
Snap-on Inc,3.482.530,Verenigde Staten,Industrial,Aandelen,3482530
Snowflake Inc,13.305.231,Verenigde Staten,Technology,Aandelen,13305231
Sociedad Quimica y Minera de Chile SA,5.817.863,Chili,Basic materials,Aandelen,5817863
Societe Generale SA,6.648.866,Frankrijk,Financial,Aandelen,6648866
Societe Generale SA,20.744.226,Frankrijk,Financial,Bedrijfsobligaties,20744226
Sodexo SA,4.837.602,Frankrijk,"Consumer, cyclical",Bedrijfsobligaties,4837602
SoftBank Corp,9.470.893,Japan,Communications,Aandelen,9470893
SoftBank Group Corp,25.937.868,Japan,Communications,Aandelen,25937868
Solvay SA,15.699.113,België,Basic materials,Bedrijfsobligaties,15699113
Solventum Corp,2.180.559,Verenigde Staten,"Consumer, non-cyclical",Aandelen,2180559
Somnigroup International Inc,1.404.934,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1404934
Sompo Holdings Inc,7.304.461,Japan,Financial,Aandelen,7304461
Sonic Automotive Inc,1.671.719,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,1671719
Sonic Healthcare Ltd,1.680.062,Australië,"Consumer, non-cyclical",Aandelen,1680062
Sonova Holding AG,1.515.246,Zwitserland,"Consumer, non-cyclical",Aandelen,1515246
Sony Financial Group Inc,1.558.833,Japan,Financial,Aandelen,1558833
Sony Group Corp,38.194.186,Japan,"Consumer, cyclical",Aandelen,38194186
Sotera Health Holdings LLC,3.422.390,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,3422390
Southern Copper Corp,7.048.592,Peru,Basic materials,Aandelen,7048592
SpareBank 1 Sor-Norge ASA,5.788.796,Noorwegen,Financial,Bedrijfsobligaties,5788796
SPIE SA,8.563.985,Frankrijk,Industrial,Bedrijfsobligaties,8563985
Spirax Group PLC,6.727.130,Verenigd Koninkrijk,Industrial,Aandelen,6727130
Spotify Technology SA,10.188.693,Verenigde Staten,Communications,Aandelen,10188693
Sprint Capital Corp,1.152.157,Verenigde Staten,Communications,Bedrijfsobligaties,1152157
SSE PLC,1.514.055,Verenigd Koninkrijk,Utilities,Bedrijfsobligaties,1514055
SSE PLC,3.708.680,Verenigd Koninkrijk,Utilities,Aandelen,3708680
Standard Bank Group Ltd,13.340.738,Zuid-Africa,Financial,Aandelen,13340738
Standard Chartered PLC,18.602.396,Verenigd Koninkrijk,Financial,Bedrijfsobligaties,18602396
Standard Chartered PLC,5.658.665,Verenigd Koninkrijk,Financial,Aandelen,5658665
Stantec Inc,6.002.419,Canada,Industrial,Aandelen,6002419
Starbucks Corp,28.251.023,Verenigde Staten,"Consumer, cyclical",Aandelen,28251023
Starwood Property Trust Inc,2.712.898,Verenigde Staten,Financial,Bedrijfsobligaties,2712898
State Bank of India,11.423.652,India,Financial,Aandelen,11423652
State Street Corp,7.170.603,Verenigde Staten,Financial,Aandelen,7170603
Statkraft AS,6.156.910,Noorwegen,Utilities,Bedrijfsobligaties,6156910
Stedin Holding NV,9.811.119,Nederland,Utilities,Bedrijfsobligaties,9811119
Steel Dynamics Inc,4.817.808,Verenigde Staten,Basic materials,Aandelen,4817808
Stellantis NV,2.562.502,Verenigde Staten,"Consumer, cyclical",Aandelen,2562502
Stena International SA,5.870.047,Zweden,Diversified,Bedrijfsobligaties,5870047
STERIS PLC,14.415.098,Verenigde Staten,"Consumer, non-cyclical",Aandelen,14415098
STMicroelectronics NV,2.040.918,Singapore,Technology,Aandelen,2040918
StoneCo Ltd,1.972.084,Brazilië,"Consumer, non-cyclical",Aandelen,1972084
Stora Enso OYJ,835.450,Finland,Industrial,Aandelen,835450
Straumann Holding AG,1.506.007,Zwitserland,"Consumer, non-cyclical",Aandelen,1506007
Stryker Corp,27.789.890,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,27789890
Stryker Corp,23.235.116,Verenigde Staten,"Consumer, non-cyclical",Aandelen,23235116
Subaru Corp,3.100.126,Japan,"Consumer, cyclical",Aandelen,3100126
Suburban Propane Partners LP/Suburban Energy Finance Corp,3.278.766,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3278766
Sudzucker International Finance BV,1.270.983,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,1270983
Sumitomo Electric Industries Ltd,7.005.668,Japan,"Consumer, cyclical",Aandelen,7005668
Sumitomo Metal Mining Co Ltd,2.465.598,Japan,Basic materials,Aandelen,2465598
Sumitomo Mitsui Financial Group Inc,10.138.745,Japan,Financial,Bedrijfsobligaties,10138745
Sumitomo Mitsui Financial Group Inc,28.728.000,Japan,Financial,Aandelen,28728000
Sumitomo Mitsui Trust Group Inc,4.730.573,Japan,Financial,Aandelen,4730573
Summer BC Holdco B SARL,3.043.032,Luxemburg,Communications,Bedrijfsobligaties,3043032
Sun Life Financial Inc,6.841.414,Canada,Financial,Aandelen,6841414
Sun Pharmaceutical Industries Ltd,10.115.452,India,"Consumer, non-cyclical",Aandelen,10115452
SunCoke Energy Inc,1.067.310,Verenigde Staten,Energy,Bedrijfsobligaties,1067310
Suncorp Group Ltd,3.118.524,Australië,Financial,Aandelen,3118524
Sundaram Finance Ltd,1.976.918,India,Financial,Aandelen,1976918
Sungrow Power Supply Co Ltd,2.050.667,China,Energy,Aandelen,2050667
Sunny Optical Technology Group Co Ltd,2.777.950,China,Industrial,Aandelen,2777950
Sunrise FinCo I BV,10.633.630,Nederland,Communications,Bedrijfsobligaties,10633630
Suntory Beverage & Food Ltd,1.034.814,Japan,"Consumer, non-cyclical",Aandelen,1034814
Sunway Bhd,1.789.551,Maleisië,Financial,Aandelen,1789551
SUPCON Technology Co Ltd,222.177,China,Industrial,Aandelen,222177
Supreme Industries Ltd,1.611.214,India,Basic materials,Aandelen,1611214
Suzano SA,3.961.259,Brazilië,Basic materials,Aandelen,3961259
Suzhou Dongshan Precision Manufacturing Co Ltd,800.370,China,Industrial,Aandelen,800370
Suzlon Energy Ltd,3.466.592,India,Industrial,Aandelen,3466592
Suzuki Motor Corp,5.652.080,Japan,"Consumer, cyclical",Aandelen,5652080
Svenska Cellulosa AB SCA,924.046,Zweden,Industrial,Aandelen,924046
Svenska Handelsbanken AB,2.431.218,Zweden,Financial,Aandelen,2431218
Svenska Handelsbanken AB,40.490.392,Zweden,Financial,Bedrijfsobligaties,40490392
Swatch Group AG/The,704.281,Zwitserland,"Consumer, cyclical",Aandelen,704281
Swedbank AB,3.391.079,Zweden,Financial,Aandelen,3391079
Swedish Orphan Biovitrum AB,808.439,Zweden,"Consumer, non-cyclical",Aandelen,808439
Swiggy Ltd,2.188.107,India,Communications,Aandelen,2188107
Swiss Life Finance I Ltd,25.381.674,Zwitserland,Financial,Bedrijfsobligaties,25381674
Swiss Life Holding AG,3.802.183,Zwitserland,Financial,Aandelen,3802183
Swiss Re AG,5.784.722,Verenigde Staten,Financial,Aandelen,5784722
Swisscom AG,2.151.708,Zwitserland,Communications,Aandelen,2151708
Swisscom Finance BV,56.296.782,Zwitserland,Communications,Bedrijfsobligaties,56296782
Sydney Airport Finance Co Pty Ltd,31.346.635,Australië,Industrial,Bedrijfsobligaties,31346635
Syensqo SA,22.269.978,België,Basic materials,Bedrijfsobligaties,22269978
Syensqo SA,672.779,België,Basic materials,Aandelen,672779
Symrise AG,10.018.114,Duitsland,Basic materials,Aandelen,10018114
Symrise AG,8.097.960,Duitsland,Basic materials,Bedrijfsobligaties,8097960
Synchrony Financial,6.246.115,Verenigde Staten,Financial,Aandelen,6246115
Synopsys Inc,16.600.680,Verenigde Staten,Technology,Aandelen,16600680
Synthomer PLC,8.304.747,Verenigd Koninkrijk,Basic materials,Bedrijfsobligaties,8304747
Sysco Corp,6.938.261,Verenigde Staten,"Consumer, non-cyclical",Aandelen,6938261
Sysmex Corp,1.191.507,Japan,"Consumer, non-cyclical",Aandelen,1191507
T Rowe Price Group Inc,4.345.560,Verenigde Staten,Financial,Aandelen,4345560
T-Mobile US Inc,35.707.690,Verenigde Staten,Communications,Aandelen,35707690
T&D Holdings Inc,2.731.538,Japan,Financial,Aandelen,2731538
TAG Immobilien AG,4.035.845,Duitsland,Financial,Bedrijfsobligaties,4035845
Taisei Corp,3.578.016,Japan,Industrial,Aandelen,3578016
Taiwan Business Bank,2.320.383,Taiwan,Financial,Aandelen,2320383
Taiwan Cooperative Financial Holding Co Ltd,4.968.639,Taiwan,Financial,Aandelen,4968639
Taiwan High Speed Rail Corp,1.138.156,Taiwan,Industrial,Aandelen,1138156
Taiwan Mobile Co Ltd,4.069.287,Taiwan,Communications,Aandelen,4069287
Taiwan Semiconductor Manufacturing Co Ltd,93.541.507,Taiwan,Technology,Aandelen,93541507
Takeda Pharmaceutical Co Ltd,11.805.870,Japan,"Consumer, non-cyclical",Aandelen,11805870
Takeda Pharmaceutical Co Ltd,40.157.861,Japan,"Consumer, non-cyclical",Bedrijfsobligaties,40157861
TAL Education Group,2.627.058,China,"Consumer, non-cyclical",Aandelen,2627058
Talanx AG,974.469,Duitsland,Financial,Aandelen,974469
Talanx AG,5.104.042,Duitsland,Financial,Bedrijfsobligaties,5104042
Target Corp,8.502.406,Verenigde Staten,"Consumer, cyclical",Aandelen,8502406
Tata Consultancy Services Ltd,14.146.160,India,Technology,Aandelen,14146160
Tata Consumer Products Ltd,4.749.104,India,"Consumer, non-cyclical",Aandelen,4749104
Tata Motors Passenger Vehicles Limited,4.918.072,India,"Consumer, cyclical",Aandelen,4918072
TE Connectivity PLC,13.075.844,Zwitserland,Industrial,Aandelen,13075844
TeamSystem SpA,1.464.186,Italië,Technology,Bedrijfsobligaties,1464186
Tech Mahindra Ltd,4.547.015,India,Technology,Aandelen,4547015
Techem Verwaltungsgesellschaft 675 mbH,3.205.984,Duitsland,"Consumer, non-cyclical",Bedrijfsobligaties,3205984
Techtronic Industries Co Ltd,4.130.485,Hongkong,Industrial,Aandelen,4130485
Teco Electric and Machinery Co Ltd,1.891.615,Taiwan,Industrial,Aandelen,1891615
TEGNA Inc,2.350.436,Verenigde Staten,Communications,Bedrijfsobligaties,2350436
Tele2 AB,5.953.886,Zweden,Communications,Bedrijfsobligaties,5953886
Tele2 AB,1.049.690,Zweden,Communications,Aandelen,1049690
Telecom Italia Capital SA,2.453.918,Italië,Communications,Bedrijfsobligaties,2453918
Telecom Italia Finance SA,9.641.245,Italië,Communications,Bedrijfsobligaties,9641245
Telecom Italia SpA/Milano,24.909.418,Italië,Communications,Bedrijfsobligaties,24909418
Telecom Italia SpA/Milano,725.603,Italië,Communications,Aandelen,725603
Teledyne Technologies Inc,4.579.154,Verenigde Staten,Industrial,Aandelen,4579154
Teleflex Inc,10.026.454,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,10026454
Telefonaktiebolaget LM Ericsson,3.129.629,Zweden,Communications,Aandelen,3129629
Telefonica Brasil SA,3.230.744,Brazilië,Communications,Aandelen,3230744
Telefonica Emisiones SAU,23.049.324,Spanje,Communications,Bedrijfsobligaties,23049324
Telefonica Europe BV,72.237.248,Spanje,Communications,Bedrijfsobligaties,72237248
Telefonica SA,1.729.297,Spanje,Communications,Aandelen,1729297
Telenet Finance Luxembourg Notes Sarl,8.650.591,België,Communications,Bedrijfsobligaties,8650591
Telenor ASA,24.106.972,Noorwegen,Communications,Bedrijfsobligaties,24106972
Telenor ASA,1.024.269,Noorwegen,Communications,Aandelen,1024269
Teleperformance SE,13.648.659,Frankrijk,Technology,Bedrijfsobligaties,13648659
Telia Co AB,1.137.743,Zweden,Communications,Aandelen,1137743
Telia Co AB,14.789.962,Zweden,Communications,Bedrijfsobligaties,14789962
Telkom Indonesia Persero Tbk PT,6.298.648,Indonesië,Communications,Aandelen,6298648
Telstra Group Ltd,3.188.495,Australië,Communications,Aandelen,3188495
Telstra Group Ltd,7.791.746,Australië,Communications,Bedrijfsobligaties,7791746
TELUS Corp,1.178.743,Canada,Communications,Aandelen,1178743
TELUS Corp,3.136.549,Canada,Communications,Bedrijfsobligaties,3136549
Tencent Holdings Ltd,82.111.614,China,Communications,Aandelen,82111614
Tencent Music Entertainment Group,6.079.012,China,Communications,Aandelen,6079012
Tenet Healthcare Corp,22.045.521,Verenigde Staten,"Consumer, non-cyclical",Bedrijfsobligaties,22045521
Tenneco Inc,3.079.720,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,3079720
TenneT Holding BV,27.830.972,Nederland,Utilities,Bedrijfsobligaties,27830972
Tennet Netherlands BV,53.032.791,Nederland,Utilities,Bedrijfsobligaties,53032791
Teollisuuden Voima Oyj,13.496.034,Finland,Utilities,Bedrijfsobligaties,13496034
Teradyne Inc,6.018.662,Verenigde Staten,Technology,Aandelen,6018662
Terega SA,6.387.686,Frankrijk,Utilities,Bedrijfsobligaties,6387686
Terex Corp,3.190.610,Verenigde Staten,Industrial,Bedrijfsobligaties,3190610
Terna - Rete Elettrica Nazionale,37.028.454,Italië,Utilities,Bedrijfsobligaties,37028454
Terna - Rete Elettrica Nazionale,1.711.179,Italië,Utilities,Aandelen,1711179
TerraForm Power Operating LLC,4.077.326,Verenigde Staten,Energy,Bedrijfsobligaties,4077326
Terumo Corp,4.643.848,Japan,"Consumer, non-cyclical",Aandelen,4643848
Tesco Corporate Treasury Services PLC,72.587.726,Verenigd Koninkrijk,"Consumer, non-cyclical",Bedrijfsobligaties,72587726
Tesco PLC,4.573.307,Verenigd Koninkrijk,"Consumer, non-cyclical",Aandelen,4573307
Tesla Inc,250.443.246,Verenigde Staten,"Consumer, cyclical",Aandelen,250443246
Texas Instruments Inc,39.897.899,Verenigde Staten,Technology,Aandelen,39897899
Thermo Fisher Scientific Inc,75.198.001,Verenigde Staten,"Consumer, non-cyclical",Aandelen,75198001
Thomson Reuters Corp,3.980.270,Verenigde Staten,Communications,Aandelen,3980270
Thor Industries Inc,9.050.413,Verenigde Staten,"Consumer, cyclical",Bedrijfsobligaties,9050413
Tianqi Lithium Corp,696.362,China,Basic materials,Aandelen,696362
TIM SA/Brazil,1.992.511,Brazilië,Communications,Aandelen,1992511
Timken Co/The,11.231.568,Verenigde Staten,Industrial,Bedrijfsobligaties,11231568
Tingyi Cayman Islands Holding Corp,1.746.323,China,"Consumer, non-cyclical",Aandelen,1746323
TIS Inc,1.713.409,Japan,Technology,Aandelen,1713409
Titan Co Ltd,9.646.598,India,"Consumer, cyclical",Aandelen,9646598
TMBThanachart Bank PCL,868.772,Thailand,Financial,Aandelen,868772
TMX Group Ltd,1.936.685,Canada,Financial,Aandelen,1936685
