Bedrijfsnaam,Bedrag in euro's
BedrijfsnaamArdagh Metal Packaging Finance USA LLC / Ardagh Metal Packaging Finance PLC,Bedrag in euro's19.419.961
BedrijfsnaamAroundtown Finance Sarl,Bedrag in euro's23.479.230
BedrijfsnaamAroundtown SA,Bedrag in euro's7.143.342
BedrijfsnaamArsenal AIC Parent LLC,Bedrag in euro's2.439.710
BedrijfsnaamAsbury Automotive Group Inc,Bedrag in euro's17.643.572
BedrijfsnaamASGN Inc,Bedrag in euro's4.380.365
BedrijfsnaamAshland Services BV,Bedrag in euro's9.616.803
BedrijfsnaamAtos SE,Bedrag in euro's17.854.433
BedrijfsnaamATS Corp,Bedrag in euro's2.151.282
BedrijfsnaamAvantor Funding Inc,Bedrag in euro's16.883.541
BedrijfsnaamAvient Corp,Bedrag in euro's9.805.800
BedrijfsnaamAvis Budget Finance Plc,Bedrag in euro's11.819.020
BedrijfsnaamAxalta Coating Systems Dutch Holding B BV,Bedrag in euro's4.530.188
BedrijfsnaamAxon Enterprise Inc,Bedrag in euro's12.047.383
BedrijfsnaamAzelis Finance NV,Bedrag in euro's17.984.959
BedrijfsnaamBall Corp,Bedrag in euro's40.049.108
BedrijfsnaamBath & Body Works Inc,Bedrag in euro's8.796.944
BedrijfsnaamBayer AG,Bedrag in euro's45.405.275
BedrijfsnaamBCP V Modular Services Finance II PLC,Bedrag in euro's9.039.165
BedrijfsnaamBE Semiconductor Industries NV,Bedrag in euro's7.716.299
BedrijfsnaamBeach Acquisition Bidco LLC,Bedrag in euro's5.410.824
BedrijfsnaamBeazer Homes USA Inc,Bedrag in euro's2.805.531
BedrijfsnaamBelden Inc,Bedrag in euro's11.605.891
BedrijfsnaamBell Telephone Co of Canada or Bell Canada,Bedrag in euro's9.556.608
BedrijfsnaamBellis Acquisition Co PLC,Bedrag in euro's4.396.897
BedrijfsnaamBellRing Brands Inc,Bedrag in euro's3.134.990
BedrijfsnaamBelron UK Finance PLC,Bedrag in euro's33.627.219
BedrijfsnaamBetclic Everest Group SAS,Bedrag in euro's2.699.348
BedrijfsnaamBiffa Group Holdings Ltd,Bedrag in euro's3.316.600
BedrijfsnaamBig River Steel LLC / BRS Finance Corp,Bedrag in euro's9.733.581
BedrijfsnaamBioMarin Pharmaceutical Inc,Bedrag in euro's6.509.150
BedrijfsnaamBlackstone Mortgage Trust Inc,Bedrag in euro's8.527.272
BedrijfsnaamBombardier Inc,Bedrag in euro's15.150.178
BedrijfsnaamBoots Group Finco LP,Bedrag in euro's7.850.246
BedrijfsnaamBoyd Gaming Corp,Bedrag in euro's24.404.359
BedrijfsnaamBrandywine Operating Partnership LP,Bedrag in euro's2.944.253
BedrijfsnaamBrightstar Lottery Holdings BV,Bedrag in euro's8.706.454
BedrijfsnaamBrightstar Lottery PLC,Bedrag in euro's4.765.208
BedrijfsnaamBrightstar Lottery PLC/ Brightstar Global Solutions Corp,Bedrag in euro's1.287.339
BedrijfsnaamBrink's Co/The,Bedrag in euro's5.150.602
BedrijfsnaamBristow Group Inc,Bedrag in euro's887.806
BedrijfsnaamBritish Telecommunications PLC,Bedrag in euro's10.020.864
BedrijfsnaamBrookfield Residential Properties Inc / Brookfield Residential US LLC,Bedrag in euro's1.738.347
BedrijfsnaamBuckeye Partners LP,Bedrag in euro's1.156.170
BedrijfsnaamBuilders FirstSource Inc,Bedrag in euro's14.234.194
BedrijfsnaamCAB SELAS,Bedrag in euro's384.661
BedrijfsnaamCable One Inc,Bedrag in euro's3.395.272
BedrijfsnaamCACI International Inc,Bedrag in euro's10.369.668
BedrijfsnaamCalifornia Buyer Ltd / Atlantica Sustainable Infrastructure PLC,Bedrag in euro's2.290.040
BedrijfsnaamCapstone Borrower Inc,Bedrag in euro's4.184.820
BedrijfsnaamCarnival Corp,Bedrag in euro's24.211.217
BedrijfsnaamCarnival PLC,Bedrag in euro's24.108.663
BedrijfsnaamCarpenter Technology Corp,Bedrag in euro's4.613.647
BedrijfsnaamCascades Inc/Cascades USA Inc,Bedrag in euro's868.944
BedrijfsnaamCCO Holdings LLC / CCO Holdings Capital Corp,Bedrag in euro's72.209.157
BedrijfsnaamCelanese US Holdings LLC,Bedrag in euro's60.549.797
BedrijfsnaamCelsa Opco SA,Bedrag in euro's4.141.927
BedrijfsnaamCentral Garden & Pet Co,Bedrag in euro's2.164.888
BedrijfsnaamCentrient Holding BV,Bedrag in euro's6.035.458
BedrijfsnaamCentury Aluminum Co,Bedrag in euro's5.725.186
BedrijfsnaamCentury Communities Inc,Bedrag in euro's2.100.185
BedrijfsnaamChampion Iron Canada Inc,Bedrag in euro's2.738.499
BedrijfsnaamChampions Financing Inc,Bedrag in euro's1.182.097
BedrijfsnaamCharles River Laboratories International Inc,Bedrag in euro's5.880.412
BedrijfsnaamChart Industries Inc,Bedrag in euro's3.212.810
BedrijfsnaamCheplapharm Arzneimittel GmbH,Bedrag in euro's1.925.082
BedrijfsnaamCHS/Community Health Systems Inc,Bedrag in euro's10.104.376
BedrijfsnaamChurchill Downs Inc,Bedrag in euro's35.080.284
BedrijfsnaamCiena Corp,Bedrag in euro's5.083.764
BedrijfsnaamCinemark USA Inc,Bedrag in euro's5.325.311
BedrijfsnaamCirsa Finance International Sarl,Bedrag in euro's4.814.129
BedrijfsnaamCitycon Oyj,Bedrag in euro's3.451.742
BedrijfsnaamCitycon Treasury BV,Bedrag in euro's2.619.018
BedrijfsnaamClarios Global LP / Clarios US Finance Co,Bedrag in euro's13.009.415
BedrijfsnaamClarivate Science Holdings Corp,Bedrag in euro's21.961.426
BedrijfsnaamClean Harbors Inc,Bedrag in euro's4.987.609
BedrijfsnaamClear Channel Outdoor Holdings Inc,Bedrag in euro's10.456.876
BedrijfsnaamClearway Energy Operating LLC,Bedrag in euro's18.945.581
BedrijfsnaamCleveland-Cliffs Inc,Bedrag in euro's7.958.705
BedrijfsnaamClue Opco LLC,Bedrag in euro's2.630.815
BedrijfsnaamCogent Communications Group Inc / Cogent Communications Finance Inc,Bedrag in euro's4.257.642
BedrijfsnaamColumbus McKinnon Corp/NY,Bedrag in euro's7.274.096
BedrijfsnaamCommercial Metals Co,Bedrag in euro's8.979.441
BedrijfsnaamCompass Minerals International Inc,Bedrag in euro's1.922.508
BedrijfsnaamCompoSecure Holdings LLC,Bedrag in euro's1.931.269
BedrijfsnaamConcentra Health Services Inc,Bedrag in euro's11.446.445
BedrijfsnaamConnect Finco SARL / Connect US Finco LLC,Bedrag in euro's2.607.882
BedrijfsnaamConstellium SE,Bedrag in euro's16.742.590
BedrijfsnaamContourGlobal Power Holdings SA,Bedrag in euro's1.832.930
BedrijfsnaamCoty Inc,Bedrag in euro's255.886
BedrijfsnaamCougar JV Subsidiary LLC,Bedrag in euro's2.336.937
BedrijfsnaamCrown Americas LLC,Bedrag in euro's5.955.397
BedrijfsnaamCrown European Holdings SA,Bedrag in euro's36.522.536
BedrijfsnaamCVS Health Corp,Bedrag in euro's5.121.038
BedrijfsnaamCyprium Corp / Cyprium Holdings Luxembourg Sarl,Bedrag in euro's7.633.866
BedrijfsnaamDarling Global Finance BV,Bedrag in euro's14.072.175
BedrijfsnaamDarling Ingredients Inc,Bedrag in euro's7.870.330
BedrijfsnaamDaVita Inc,Bedrag in euro's17.377.894
BedrijfsnaamDBS Bank Ltd,Bedrag in euro's1.562.142
BedrijfsnaamDeuce Finco Plc,Bedrag in euro's1.702.522
BedrijfsnaamDeutsche Lufthansa AG,Bedrag in euro's1.979.745
BedrijfsnaamDiscovery Communications LLC,Bedrag in euro's9.699.867
BedrijfsnaamDometic Group AB,Bedrag in euro's3.913.985
BedrijfsnaamDufry One BV,Bedrag in euro's42.570.688
BedrijfsnaamDye & Durham Ltd,Bedrag in euro's2.990.548
BedrijfsnaamDynamo Newco II GmbH,Bedrag in euro's3.756.472
BedrijfsnaamEC Finance PLC,Bedrag in euro's1.932.746
BedrijfsnaamEdgewell Personal Care Co,Bedrag in euro's8.459.637
BedrijfsnaamEDP SA,Bedrag in euro's83.852.303
BedrijfsnaameDreams ODIGEO SA,Bedrag in euro's864.559
BedrijfsnaamElectricite de France SA,Bedrag in euro's95.164.349
BedrijfsnaamElia Group SA/NV,Bedrag in euro's11.052.141
BedrijfsnaamElior Group SA,Bedrag in euro's4.833.621
BedrijfsnaamEmeria SASU,Bedrag in euro's4.114.251
BedrijfsnaamEMRLD Borrower LP / Emerald Co-Issuer Inc,Bedrag in euro's217.652
BedrijfsnaamEncompass Health Corp,Bedrag in euro's13.028.994
BedrijfsnaamEnergizer Holdings Inc,Bedrag in euro's1.691.407
BedrijfsnaamEnergy Transfer LP,Bedrag in euro's10.434.885
BedrijfsnaamEnerSys,Bedrag in euro's12.700.189
BedrijfsnaamEnpro Inc,Bedrag in euro's12.802.259
BedrijfsnaamEntain PLC,Bedrag in euro's12.346.664
BedrijfsnaamEntegris Inc,Bedrag in euro's2.955.254
BedrijfsnaamEquipmentShare.com Inc,Bedrag in euro's3.417.257
BedrijfsnaamEramet SA,Bedrag in euro's3.727.926
BedrijfsnaamEsab Corp,Bedrag in euro's4.378.843
BedrijfsnaamEskom Holdings,Bedrag in euro's6.598
BedrijfsnaamEssendi SA,Bedrag in euro's2.309.661
BedrijfsnaamEurofins Scientific SE,Bedrag in euro's11.222.599
BedrijfsnaamEUSHI Finance Inc,Bedrag in euro's1.142.440
BedrijfsnaamEutelsat Communications SACA,Bedrag in euro's15.760.523
BedrijfsnaamEutelsat SA,Bedrag in euro's4.301.594
BedrijfsnaamExcelerate Energy LP,Bedrag in euro's5.724.330
BedrijfsnaamFair Isaac Corp,Bedrag in euro's9.692.645
BedrijfsnaamFIS Fabbrica Italiana Sintetici SpA,Bedrag in euro's5.241.840
BedrijfsnaamFlash Compute LLC,Bedrag in euro's978.867
BedrijfsnaamFlora Food Management BV,Bedrag in euro's2.517.003
BedrijfsnaamFlos B&b Italia SPA,Bedrag in euro's1.148.775
BedrijfsnaamFMC Corp,Bedrag in euro's1.469.327
BedrijfsnaamFMG Resources August 2006 Pty Ltd,Bedrag in euro's2.606.072
BedrijfsnaamFnac Darty SA,Bedrag in euro's2.837.018
BedrijfsnaamFortrea Holdings Inc,Bedrag in euro's468.043
BedrijfsnaamForvia SE,Bedrag in euro's74.999.496
BedrijfsnaamFroneri Lux FinCo SARL,Bedrag in euro's5.598.867
BedrijfsnaamGarrett Motion Holdings Inc / Garrett LX I Sarl,Bedrag in euro's2.100.043
BedrijfsnaamGates Corp/DE,Bedrag in euro's7.066.814
BedrijfsnaamGen Digital Inc,Bedrag in euro's4.793.374
BedrijfsnaamGenesee & Wyoming Inc,Bedrag in euro's903.289
BedrijfsnaamGenesis Energy LP / Genesis Energy Finance Corp,Bedrag in euro's13.167.561
BedrijfsnaamGENMAB A/S/GENMAB FINANCE LLC,Bedrag in euro's7.905.947
BedrijfsnaamGetlink SE,Bedrag in euro's2.162.283
BedrijfsnaamGFL Environmental Holdings US Inc,Bedrag in euro's3.961.439
BedrijfsnaamGlobal Infrastructure Solutions Inc,Bedrag in euro's2.683.035
BedrijfsnaamGlobal Medical Response Inc,Bedrag in euro's3.601.308
BedrijfsnaamGlobal Partners LP / GLP Finance Corp,Bedrag in euro's3.649.575
BedrijfsnaamGo Daddy Operating Co LLC / GD Finance Co Inc,Bedrag in euro's6.610.727
BedrijfsnaamGoat Holdco LLC,Bedrag in euro's3.121.363
BedrijfsnaamGoodyear Dunlop Tires Europe BV,Bedrag in euro's3.857.242
BedrijfsnaamGoodyear Tire & Rubber Co/The,Bedrag in euro's3.477.552
BedrijfsnaamGrand City Properties Finance Sarl,Bedrag in euro's10.354.309
BedrijfsnaamGrand City Properties SA,Bedrag in euro's12.459.791
BedrijfsnaamGraphic Packaging International LLC,Bedrag in euro's2.591.453
BedrijfsnaamGray Media Inc,Bedrag in euro's4.771.287
BedrijfsnaamGrifols SA,Bedrag in euro's41.772.978
BedrijfsnaamGroup 1 Automotive Inc,Bedrag in euro's11.344.810
BedrijfsnaamGruenenthal GmbH,Bedrag in euro's1.554.143
BedrijfsnaamHawaiian Electric Co Inc,Bedrag in euro's3.042.053
BedrijfsnaamHB Fuller Co,Bedrag in euro's639.574
BedrijfsnaamHealthEquity Inc,Bedrag in euro's1.954.713
BedrijfsnaamHeimstaden AB,Bedrag in euro's5.548.122
BedrijfsnaamHeimstaden Bostad AB,Bedrag in euro's3.933.318
BedrijfsnaamHenkel AG & Co KGaA,Bedrag in euro's18.099.638
BedrijfsnaamHerc Holdings Inc,Bedrag in euro's17.531.038
BedrijfsnaamHess Midstream Operations LP,Bedrag in euro's5.722.988
BedrijfsnaamHilton Domestic Operating Co Inc,Bedrag in euro's44.170.573
BedrijfsnaamHilton Grand Vacations Borrower LLC/Hilton Grand Vacations Borrower Inc,Bedrag in euro's4.781.581
BedrijfsnaamHilton Worldwide Finance LLC / Hilton Worldwide Finance Corp,Bedrag in euro's2.296.834
BedrijfsnaamHolding d'Infrastructures des Metiers de l'Environnement SAS,Bedrag in euro's9.816.298
BedrijfsnaamHologic Inc,Bedrag in euro's16.604.795
BedrijfsnaamHoward Hughes Corp/The,Bedrag in euro's1.606.217
BedrijfsnaamHT Troplast GmbH,Bedrag in euro's3.062.299
BedrijfsnaamIAMGOLD Corp,Bedrag in euro's753.571
BedrijfsnaamIglo Foods BondCo Plc,Bedrag in euro's3.482.350
BedrijfsnaamIHO Verwaltungs GmbH,Bedrag in euro's18.321.225
BedrijfsnaamIliad Holding SAS,Bedrag in euro's9.186.548
Bedrijfsnaamiliad SA,Bedrag in euro's63.430.854
BedrijfsnaamINEOS Quattro Finance 2 Plc,Bedrag in euro's3.112.654
BedrijfsnaamInfrastrutture Wireless Italiane SpA,Bedrag in euro's22.608.174
BedrijfsnaamIngevity Corp,Bedrag in euro's1.729.896
BedrijfsnaamInsight Enterprises Inc,Bedrag in euro's6.101.624
BedrijfsnaamInstalled Building Products Inc,Bedrag in euro's3.044.469
BedrijfsnaamInsulet Corp,Bedrag in euro's6.855.594
BedrijfsnaamIQVIA Inc,Bedrag in euro's60.846.334
BedrijfsnaamIren SpA,Bedrag in euro's8.716.532
BedrijfsnaamIron Mountain Inc,Bedrag in euro's31.120.148
BedrijfsnaamJames Hardie International Finance DAC,Bedrag in euro's3.439.836
BedrijfsnaamJazz Securities DAC,Bedrag in euro's18.689.142
BedrijfsnaamJELD-WEN Inc,Bedrag in euro's1.006.550
BedrijfsnaamK Hovnanian Enterprises Inc,Bedrag in euro's2.817.289
BedrijfsnaamKaiser Aluminum Corp,Bedrag in euro's5.215.314
BedrijfsnaamKapla Holding SAS,Bedrag in euro's3.243.107
BedrijfsnaamKB Home,Bedrag in euro's3.337.204
BedrijfsnaamKFC Holding Co/Pizza Hut Holdings LLC/Taco Bell of America LLC,Bedrag in euro's10.477.989
BedrijfsnaamKinetik Holdings LP,Bedrag in euro's13.637.221
BedrijfsnaamKnife River Corp,Bedrag in euro's6.823.937
BedrijfsnaamKodiak Gas Services LLC,Bedrag in euro's10.501.775
BedrijfsnaamKoninklijke KPN NV,Bedrag in euro's11.232.621
BedrijfsnaamKorn Ferry,Bedrag in euro's5.728.233
BedrijfsnaamLamar Media Corp,Bedrag in euro's8.762.793
BedrijfsnaamLamb Weston Holdings Inc,Bedrag in euro's6.508.657
BedrijfsnaamLand O'Lakes Capital Trust I,Bedrag in euro's857.822
BedrijfsnaamLCM Investments Holdings II LLC,Bedrag in euro's1.233.178
BedrijfsnaamLevel 3 Financing Inc,Bedrag in euro's10.143.582
BedrijfsnaamLGI Homes Inc,Bedrag in euro's2.073.379
BedrijfsnaamLife Time Inc,Bedrag in euro's1.118.067
BedrijfsnaamLifePoint Health Inc,Bedrag in euro's10.440.678
BedrijfsnaamLight & Wonder International Inc,Bedrag in euro's19.748.268
BedrijfsnaamLindblad Expeditions LLC,Bedrag in euro's3.364.196
BedrijfsnaamLithia Motors Inc,Bedrag in euro's7.888.222
BedrijfsnaamLive Nation Entertainment Inc,Bedrag in euro's20.571.034
BedrijfsnaamLottomatica Group Spa,Bedrag in euro's21.604.243
BedrijfsnaamLoxam SAS,Bedrag in euro's24.559.652
BedrijfsnaamLsf12 Helix Parent LLC,Bedrag in euro's4.503.297
BedrijfsnaamM/I Homes Inc,Bedrag in euro's2.873.887
BedrijfsnaamMacy's Retail Holdings LLC,Bedrag in euro's2.856.827
BedrijfsnaamMadison IAQ LLC,Bedrag in euro's2.215.818
BedrijfsnaamMagallanes Inc,Bedrag in euro's20.810.154
BedrijfsnaamMagnera Corp,Bedrag in euro's4.912.578
BedrijfsnaamMahle GmbH,Bedrag in euro's1.866.289
BedrijfsnaamManitowoc Co Inc/The,Bedrag in euro's4.623.528
BedrijfsnaamMasterbrand Inc,Bedrag in euro's4.953.916
BedrijfsnaamMatch Group Holdings II LLC,Bedrag in euro's8.263.459
BedrijfsnaamMauser Packaging Solutions Holding Co,Bedrag in euro's5.315.317
BedrijfsnaamMcGraw-Hill Education Inc,Bedrag in euro's2.939.944
BedrijfsnaamMehilainen Yhtiot Oy,Bedrag in euro's4.340.119
BedrijfsnaamMercer International Inc,Bedrag in euro's1.729.389
BedrijfsnaamMerlin Entertainments Group US Holdings Inc,Bedrag in euro's1.743.368
BedrijfsnaamMichaels Cos Inc/The,Bedrag in euro's6.028.118
BedrijfsnaamMillicom International Cellular SA,Bedrag in euro's3.178.299
BedrijfsnaamMineral Resources Ltd,Bedrag in euro's20.120.566
BedrijfsnaamMKS Inc,Bedrag in euro's21.311.592
BedrijfsnaamMolina Healthcare Inc,Bedrag in euro's11.202.962
BedrijfsnaamMonitchem HoldCo 3 SA,Bedrag in euro's6.015.138
BedrijfsnaamMoog Inc,Bedrag in euro's1.735.635
BedrijfsnaamMotion Finco Sarl,Bedrag in euro's8.140.625
BedrijfsnaamMPT Operating Partnership LP / MPT Finance Corp,Bedrag in euro's20.029.431
BedrijfsnaamMultiversity SpA,Bedrag in euro's2.226.890
BedrijfsnaamMundys SpA,Bedrag in euro's37.798.865
BedrijfsnaamMurphy Oil USA Inc,Bedrag in euro's13.051.822
BedrijfsnaamNational Bank of Canada,Bedrag in euro's5.769.829
BedrijfsnaamNaturgy Finance BV,Bedrag in euro's3.077.685
BedrijfsnaamNCL Corp Ltd,Bedrag in euro's10.141.246
BedrijfsnaamNCL Finance Ltd,Bedrag in euro's1.584.026
BedrijfsnaamNeogen Food Safety Corp,Bedrag in euro's3.566.427
BedrijfsnaamNESCO Holdings II Inc,Bedrag in euro's3.352.592
BedrijfsnaamNew Gold Inc,Bedrag in euro's1.529.326
BedrijfsnaamNew Immo Holding SA,Bedrag in euro's31.768.558
BedrijfsnaamNewell Brands Inc,Bedrag in euro's12.697.317
BedrijfsnaamNexans SA,Bedrag in euro's4.942.447
BedrijfsnaamNexstar Media Inc,Bedrag in euro's11.927.742
BedrijfsnaamNidda Healthcare Holding GmbH,Bedrag in euro's4.175.750
BedrijfsnaamNissan Motor Acceptance Co LLC,Bedrag in euro's4.305.115
BedrijfsnaamNissan Motor Co Ltd,Bedrag in euro's38.070.820
BedrijfsnaamNJJ Continental SA,Bedrag in euro's19.681.575
BedrijfsnaamNoble Finance II LLC,Bedrag in euro's1.666.079
BedrijfsnaamNordstrom Inc,Bedrag in euro's3.916.730
BedrijfsnaamNovelis Corp,Bedrag in euro's11.276.997
BedrijfsnaamNovelis Sheet Ingot GmbH,Bedrag in euro's7.732.193
BedrijfsnaamNRG Energy Inc,Bedrag in euro's22.648.630
BedrijfsnaamOAK-Eagle Acquireco Inc,Bedrag in euro's17.159.393
BedrijfsnaamOdido Holding BV,Bedrag in euro's3.185.878
BedrijfsnaamOI European Group BV,Bedrag in euro's7.672.279
BedrijfsnaamOlympus Water US Holding Corp,Bedrag in euro's10.157.321
BedrijfsnaamOpal Bidco SAS,Bedrag in euro's5.060.719
BedrijfsnaamOpen Text Corp,Bedrag in euro's9.972.039
BedrijfsnaamOpen Text Holdings Inc,Bedrag in euro's8.592.492
BedrijfsnaamOpmobility,Bedrag in euro's3.843.977
BedrijfsnaamOrganon & Co / Organon Foreign Debt Co-Issuer BV,Bedrag in euro's24.893.412
BedrijfsnaamOrsted AS,Bedrag in euro's26.333.926
BedrijfsnaamOutfront Media Capital LLC / Outfront Media Capital Corp,Bedrag in euro's18.375.712
BedrijfsnaamOVH Groupe SA,Bedrag in euro's6.375.202
BedrijfsnaamOwens-Brockway Glass Container Inc,Bedrag in euro's891.422
BedrijfsnaamPapa John's International Inc,Bedrag in euro's2.183.613
BedrijfsnaamPaprec Holding SA,Bedrag in euro's8.401.802
BedrijfsnaamPark Intermediate Holdings LLC / PK Domestic Property LLC / PK Finance Co-Issuer,Bedrag in euro's7.405.208
BedrijfsnaamPatrick Industries Inc,Bedrag in euro's4.543.302
BedrijfsnaamPBF Holding Co LLC / PBF Finance Corp,Bedrag in euro's1.214.418
BedrijfsnaamPebblebrook Hotel LP / PEB Finance Corp,Bedrag in euro's7.267.332
BedrijfsnaamPerformance Food Group Inc,Bedrag in euro's20.148.914
BedrijfsnaamPerimeter Holdings LLC,Bedrag in euro's2.503.041
BedrijfsnaamPerrigo Finance Unlimited Co,Bedrag in euro's4.794.974
BedrijfsnaamPetco Health & Wellness Co Inc,Bedrag in euro's2.336.677
BedrijfsnaamPetSmart Inc / PetSmart Finance Corp,Bedrag in euro's1.290.661
BedrijfsnaamPG&E Corp,Bedrag in euro's13.016.473
BedrijfsnaamPhinia Inc,Bedrag in euro's6.370.222
BedrijfsnaamPinnacle Bidco PLC,Bedrag in euro's1.053.389
BedrijfsnaamPlaytech Plc,Bedrag in euro's1.577.116
BedrijfsnaamPost Holdings Inc,Bedrag in euro's20.747.950
BedrijfsnaamPrestige Brands Inc,Bedrag in euro's15.573.979
BedrijfsnaamPrimo Water Holdings Inc / Triton Water Holdings Inc,Bedrag in euro's8.310.522
BedrijfsnaamProject Grand UK PLC,Bedrag in euro's2.039.761
BedrijfsnaamPrysmian SpA,Bedrag in euro's15.834.030
BedrijfsnaamPTC Inc,Bedrag in euro's16.322.382
BedrijfsnaamPublic Power Corp SA,Bedrag in euro's10.646.544
BedrijfsnaamQ-Park Holding I BV,Bedrag in euro's3.703.030
BedrijfsnaamQnity Electronics Inc,Bedrag in euro's6.719.219
BedrijfsnaamQuikrete Holdings Inc,Bedrag in euro's1.772.722
BedrijfsnaamQXO Building Products Inc,Bedrag in euro's15.646.238
BedrijfsnaamRakuten Group Inc,Bedrag in euro's11.515.479
BedrijfsnaamRCI Banque SA,Bedrag in euro's1.455.706
BedrijfsnaamResideo Funding Inc,Bedrag in euro's9.086.537
BedrijfsnaamReworld Holding Corp,Bedrag in euro's1.717.540
BedrijfsnaamRexel SA,Bedrag in euro's26.112.828
BedrijfsnaamRHP Hotel Properties LP / RHP Finance Corp,Bedrag in euro's22.816.713
BedrijfsnaamRitchie Bros Holdings Inc,Bedrag in euro's16.909.128
BedrijfsnaamRogers Communications Inc,Bedrag in euro's15.077.330
BedrijfsnaamRossini Sarl,Bedrag in euro's7.651.268
BedrijfsnaamRoyal Bank of Canada,Bedrag in euro's4.874.995
BedrijfsnaamRoyal Bank of Canada/London,Bedrag in euro's2.267.001
BedrijfsnaamSamhallsbyggnadsbolaget I Norden Holding AB,Bedrag in euro's9.282.303
BedrijfsnaamSBA Communications Corp,Bedrag in euro's1.653.843
BedrijfsnaamSchaeffler AG,Bedrag in euro's59.114.620
BedrijfsnaamScotts Miracle-Gro Co/The,Bedrag in euro's8.402.657
BedrijfsnaamSealed Air Corp,Bedrag in euro's4.012.034
BedrijfsnaamSealed Air Corp/Sealed Air Corp US,Bedrag in euro's2.911.189
BedrijfsnaamSeaWorld Parks & Entertainment Inc,Bedrag in euro's3.919.329
BedrijfsnaamSeche Environnement SACA,Bedrag in euro's4.986.347
BedrijfsnaamSelect Medical Corp,Bedrag in euro's6.424.125
BedrijfsnaamSensata Technologies BV,Bedrag in euro's7.163.496
BedrijfsnaamSensata Technologies Inc,Bedrag in euro's7.469.981
BedrijfsnaamService Corp International/US,Bedrag in euro's13.282.934
BedrijfsnaamSES Financing Sarl,Bedrag in euro's1.087.396
BedrijfsnaamSES SA,Bedrag in euro's35.532.627
BedrijfsnaamSIG PLC,Bedrag in euro's4.919.412
BedrijfsnaamSilgan Holdings Inc,Bedrag in euro's23.503.613
BedrijfsnaamSinclair Television Group Inc,Bedrag in euro's3.654.298
BedrijfsnaamSirius XM Radio LLC,Bedrag in euro's17.899.039
BedrijfsnaamSix Flags Entertainment Corp,Bedrag in euro's2.281.715
BedrijfsnaamSix Flags Entertainment Corp / Canada's Wonderland Co / Magnum Management Corp,Bedrag in euro's1.784.556
BedrijfsnaamSix Flags Entertainment Corp /Six Flags Theme Parks Inc/ Canada's Wonderland Co,Bedrag in euro's9.071.287
BedrijfsnaamSix Flags Entertainment Corp/Canada's Wonderland Co/Millennium Operations LLC,Bedrag in euro's894.169
