Bedrijfsnaam,Bedrag in euro's
BedrijfsnaamVerizon Communications Inc,Bedrag in euro's79.646.566
BedrijfsnaamVesteda Finance BV,Bedrag in euro's35.051.577
BedrijfsnaamVIA Outlets BV,Bedrag in euro's14.005.800
BedrijfsnaamVicinity Centres Trust,Bedrag in euro's32.245.600
BedrijfsnaamVier Gas Transport GmbH,Bedrag in euro's36.006.239
BedrijfsnaamVirgin Money UK PLC,Bedrag in euro's16.571.316
BedrijfsnaamVisa Inc,Bedrag in euro's119.656.075
BedrijfsnaamViterra Finance BV,Bedrag in euro's34.701.139
BedrijfsnaamVolvo Treasury AB,Bedrag in euro's95.210.356
BedrijfsnaamVonovia SE,Bedrag in euro's43.086.906
BedrijfsnaamWesfarmers Ltd,Bedrag in euro's32.927.121
BedrijfsnaamWestpac Securities NZ Ltd/London,Bedrag in euro's36.649.589
BedrijfsnaamWintershall Dea Finance BV,Bedrag in euro's19.921.098
BedrijfsnaamWMG Acquisition Corp,Bedrag in euro's4.201.264
BedrijfsnaamWolters Kluwer NV,Bedrag in euro's83.390.493
BedrijfsnaamWoolworths Group Ltd,Bedrag in euro's48.274.271
BedrijfsnaamWorldline SA/France,Bedrag in euro's18.349.686
BedrijfsnaamWorley US Finance Sub Ltd,Bedrag in euro's31.110.871
BedrijfsnaamWP Carey Inc,Bedrag in euro's16.720.330
BedrijfsnaamWPC Eurobond BV,Bedrag in euro's35.882.228
BedrijfsnaamWPP Finance 2013,Bedrag in euro's9.692.275
BedrijfsnaamWPP Finance SA,Bedrag in euro's13.959.826
BedrijfsnaamYorkshire Building Society,Bedrag in euro's17.740.818
BedrijfsnaamZimmer Biomet Holdings Inc,Bedrag in euro's32.577.119
BedrijfsnaamZuercher Kantonalbank,Bedrag in euro's27.448.267
Bedrijfsnaam3i Group PLC,Bedrag in euro's29.539.796
