Bedrijfsnaam,Bedrag in euro's
BedrijfsnaamAstrazeneca Finance LLC,Bedrag in euro's9.483.261
BedrijfsnaamAstraZeneca PLC,Bedrag in euro's26.737.455
BedrijfsnaamAT&T Inc,Bedrag in euro's76.963.117
BedrijfsnaamAtlas Copco Finance DAC,Bedrag in euro's10.219.515
BedrijfsnaamAurizon Network Pty Ltd,Bedrag in euro's15.716.259
BedrijfsnaamAusgrid Finance Pty Ltd,Bedrag in euro's18.880.152
BedrijfsnaamAusNet Services Holdings Pty Ltd,Bedrag in euro's32.964.750
BedrijfsnaamAustralia & New Zealand Banking Group Ltd,Bedrag in euro's17.123.989
BedrijfsnaamAustralia Pacific Airports Melbourne Pty Ltd,Bedrag in euro's33.847.409
BedrijfsnaamAutoroutes du Sud de la France SA,Bedrag in euro's66.426.756
BedrijfsnaamAvery Dennison Corp,Bedrag in euro's14.283.383
BedrijfsnaamAXA SA,Bedrag in euro's32.865.411
BedrijfsnaamAyvens Bank NV,Bedrag in euro's20.084.325
BedrijfsnaamAyvens SA,Bedrag in euro's34.715.887
BedrijfsnaamBanco Santander SA,Bedrag in euro's72.236.229
BedrijfsnaamBank of America Corp,Bedrag in euro's65.722.507
BedrijfsnaamBank of Montreal,Bedrag in euro's20.139.423
BedrijfsnaamBank of New Zealand,Bedrag in euro's38.772.289
BedrijfsnaamBanque Federative du Credit Mutuel SA,Bedrag in euro's83.938.626
BedrijfsnaamBarclays PLC,Bedrag in euro's36.685.871
BedrijfsnaamBASF SE,Bedrag in euro's26.523.399
BedrijfsnaamBayer AG,Bedrag in euro's51.432.374
BedrijfsnaamBecton Dickinson & Co,Bedrag in euro's19.232.370
BedrijfsnaamBecton Dickinson Euro Finance Sarl,Bedrag in euro's80.713.203
BedrijfsnaamBelfius Bank SA,Bedrag in euro's39.539.883
BedrijfsnaamBG Energy Capital PLC,Bedrag in euro's30.365.992
BedrijfsnaamBHP Billiton Finance Ltd,Bedrag in euro's45.481.550
BedrijfsnaamBlackrock Inc,Bedrag in euro's30.715.056
BedrijfsnaamBlackstone Property Partners Europe Holdings Sarl,Bedrag in euro's18.611.861
BedrijfsnaamBMW Finance NV,Bedrag in euro's20.845.151
BedrijfsnaamBMW International Investment BV,Bedrag in euro's29.806.417
BedrijfsnaamBMW US Capital LLC,Bedrag in euro's23.093.189
BedrijfsnaamBNG Bank NV,Bedrag in euro's364.056
BedrijfsnaamBNP Paribas SA,Bedrag in euro's22.790.850
BedrijfsnaamBooking Holdings Inc,Bedrag in euro's80.217.744
BedrijfsnaamBorgWarner Inc,Bedrag in euro's30.449.256
BedrijfsnaamBP Capital Markets BV,Bedrag in euro's44.240.648
BedrijfsnaamBP Capital Markets PLC,Bedrag in euro's35.230.691
BedrijfsnaamBPCE SA,Bedrag in euro's34.941.592
BedrijfsnaamBrambles Finance PLC,Bedrag in euro's59.344.231
BedrijfsnaamBrambles USA Inc,Bedrag in euro's4.959.759
BedrijfsnaamBrisbane Airport Corp Pty Ltd,Bedrag in euro's9.104.703
BedrijfsnaamBritish Telecommunications PLC,Bedrag in euro's38.981.959
BedrijfsnaamBT Finance PLC,Bedrag in euro's6.853.925
BedrijfsnaamBunge Finance Europe BV,Bedrag in euro's19.194.279
BedrijfsnaamBunzl Finance PLC,Bedrag in euro's20.802.312
BedrijfsnaamCadent Finance PLC,Bedrag in euro's21.301.138
BedrijfsnaamCanadian Imperial Bank of Commerce,Bedrag in euro's2.403.426
BedrijfsnaamCapgemini SE,Bedrag in euro's49.365.825
BedrijfsnaamCargill Inc,Bedrag in euro's16.853.559
BedrijfsnaamCarlsberg Breweries A/S,Bedrag in euro's89.550.198
BedrijfsnaamCarrefour SA,Bedrag in euro's31.779.571
BedrijfsnaamCarrier Global Corp,Bedrag in euro's18.373.354
BedrijfsnaamCBRE Open-Ended Funds SCA SICAV-SIF,Bedrag in euro's43.842.260
BedrijfsnaamCCEP Finance Ireland DAC,Bedrag in euro's11.391.482
BedrijfsnaamCellnex Finance Co SA,Bedrag in euro's36.267.593
BedrijfsnaamCencora Inc,Bedrag in euro's30.691.622
BedrijfsnaamChorus Ltd,Bedrag in euro's16.876.329
BedrijfsnaamChubb INA Holdings Inc,Bedrag in euro's67.970.469
BedrijfsnaamCie de Saint-Gobain SA,Bedrag in euro's60.467.526
BedrijfsnaamCIMIC Finance Ltd,Bedrag in euro's36.046.386
BedrijfsnaamCitigroup Inc,Bedrag in euro's34.760.956
BedrijfsnaamClearstream Europe AG,Bedrag in euro's11.437.939
BedrijfsnaamCloverie PLC for Zurich Insurance Co Ltd,Bedrag in euro's28.733.209
BedrijfsnaamCNH Industrial Finance Europe SA,Bedrag in euro's12.449.656
BedrijfsnaamCNH Industrial NV,Bedrag in euro's35.751.104
BedrijfsnaamCoca-Cola Co/The,Bedrag in euro's103.064.309
BedrijfsnaamCoca-Cola Europacific Partners PLC,Bedrag in euro's115.225.914
BedrijfsnaamCoca-Cola HBC Finance BV,Bedrag in euro's60.466.887
BedrijfsnaamCoentreprise de Transport d'Electricite SA,Bedrag in euro's27.874.062
BedrijfsnaamCofinimmo SA,Bedrag in euro's12.852.648
BedrijfsnaamColgate-Palmolive Co,Bedrag in euro's47.337.420
BedrijfsnaamColonial SFL Socimi SA,Bedrag in euro's10.418.643
BedrijfsnaamColoplast Finance BV,Bedrag in euro's26.304.119
BedrijfsnaamComcast Corp,Bedrag in euro's73.623.224
BedrijfsnaamCommonwealth Bank of Australia,Bedrag in euro's1.601.061
BedrijfsnaamCompass Group Finance Netherlands BV,Bedrag in euro's14.753.698
BedrijfsnaamCompass Group PLC,Bedrag in euro's21.704.737
BedrijfsnaamComputershare US Inc,Bedrag in euro's30.711.627
BedrijfsnaamCooperatieve Rabobank UA,Bedrag in euro's44.706.479
BedrijfsnaamCorning Inc,Bedrag in euro's18.727.068
BedrijfsnaamCoty Inc,Bedrag in euro's1.060.401
BedrijfsnaamCoty Inc/HFC Prestige Products Inc/HFC Prestige International US LLC,Bedrag in euro's2.259.744
BedrijfsnaamCredit Agricole SA,Bedrag in euro's90.969.169
BedrijfsnaamCredit Agricole SA/London,Bedrag in euro's6.036.710
BedrijfsnaamCredit Mutuel Arkea SA,Bedrag in euro's14.108.839
BedrijfsnaamCrelan SA,Bedrag in euro's35.981.150
BedrijfsnaamCRH SMW Finance DAC,Bedrag in euro's66.856.035
BedrijfsnaamDaimler International Finance BV,Bedrag in euro's67.802.423
BedrijfsnaamDaimler Truck International Finance BV,Bedrag in euro's53.304.037
BedrijfsnaamDanaher Corp,Bedrag in euro's7.123.736
BedrijfsnaamDanone SA,Bedrag in euro's53.434.006
BedrijfsnaamDanske Bank A/S,Bedrag in euro's84.802.822
BedrijfsnaamDassault Systemes SE,Bedrag in euro's21.835.615
BedrijfsnaamDeutsche Bahn AG,Bedrag in euro's65.717.056
BedrijfsnaamDeutsche Bank AG,Bedrag in euro's40.975.935
BedrijfsnaamDeutsche Boerse AG,Bedrag in euro's80.853.440
BedrijfsnaamDeutsche Telekom AG,Bedrag in euro's38.090.156
BedrijfsnaamDH Europe Finance II Sarl,Bedrag in euro's62.298.946
BedrijfsnaamDiageo Capital BV,Bedrag in euro's21.352.404
BedrijfsnaamDiageo Finance PLC,Bedrag in euro's37.894.873
BedrijfsnaamDigital Dutch Finco BV,Bedrag in euro's39.390.639
BedrijfsnaamDigital Euro Finco LLC,Bedrag in euro's16.039.870
BedrijfsnaamDigital Intrepid Holding BV,Bedrag in euro's4.926.344
BedrijfsnaamDNB Bank ASA,Bedrag in euro's103.779.911
BedrijfsnaamDover Corp,Bedrag in euro's46.004.082
BedrijfsnaamDSM BV,Bedrag in euro's10.255.012
BedrijfsnaamDSV A/S,Bedrag in euro's9.409.088
BedrijfsnaamDSV Panalpina Finance BV,Bedrag in euro's57.161.118
BedrijfsnaamDXC Capital Funding DAC,Bedrag in euro's21.733.962
BedrijfsnaamE.ON SE,Bedrag in euro's24.795.789
BedrijfsnaamEaton Capital ULC,Bedrag in euro's23.034.010
BedrijfsnaamEDP Finance BV,Bedrag in euro's40.218.992
BedrijfsnaamEDP Servicios Financieros Espana SA,Bedrag in euro's19.575.791
BedrijfsnaamElectricite de France SA,Bedrag in euro's42.206.059
BedrijfsnaamEli Lilly & Co,Bedrag in euro's57.032.558
BedrijfsnaamElia Transmission Belgium SA,Bedrag in euro's44.181.954
BedrijfsnaamElis SA,Bedrag in euro's7.912.874
BedrijfsnaamEllevio AB,Bedrag in euro's19.907.338
BedrijfsnaamELM BV for Swiss Prime Site AG,Bedrag in euro's9.686.654
BedrijfsnaamEmerson Electric Co,Bedrag in euro's26.768.539
BedrijfsnaamEnBW International Finance BV,Bedrag in euro's35.279.307
BedrijfsnaamEnel Finance International NV,Bedrag in euro's82.231.372
BedrijfsnaamEnel SpA,Bedrag in euro's3.553.559
BedrijfsnaamEnexis Holding NV,Bedrag in euro's46.929.008
BedrijfsnaamEngie SA,Bedrag in euro's110.677.149
BedrijfsnaamEQT AB,Bedrag in euro's28.368.031
BedrijfsnaamEquinix Europe 2 Financing Corp LLC,Bedrag in euro's18.307.730
BedrijfsnaamEquitable Financial Life Global Funding,Bedrag in euro's36.710.746
BedrijfsnaamEssilorLuxottica SA,Bedrag in euro's45.258.570
BedrijfsnaamEssity AB,Bedrag in euro's9.717.123
BedrijfsnaamEssity Capital BV,Bedrag in euro's43.243.167
BedrijfsnaamEuroclear Bank SA,Bedrag in euro's13.647.352
BedrijfsnaamEurofins Scientific SE,Bedrag in euro's44.080.064
BedrijfsnaamEurogrid GmbH,Bedrag in euro's80.732.672
BedrijfsnaamEuronext NV,Bedrag in euro's7.293.234
BedrijfsnaamEWE AG,Bedrag in euro's16.713.420
BedrijfsnaamExperian Europe DAC,Bedrag in euro's9.981.541
BedrijfsnaamExperian Finance PLC,Bedrag in euro's23.857.390
BedrijfsnaamFedEx Corp,Bedrag in euro's34.351.776
BedrijfsnaamFerrovial Emisiones SA,Bedrag in euro's13.278.473
BedrijfsnaamFidelity National Information Services Inc,Bedrag in euro's60.301.695
BedrijfsnaamFingrid OYJ,Bedrag in euro's23.165.626
BedrijfsnaamFirmenich Productions Participations SAS,Bedrag in euro's11.837.473
BedrijfsnaamFiserv Funding ULC,Bedrag in euro's10.974.150
BedrijfsnaamFiserv Inc,Bedrag in euro's51.494.101
BedrijfsnaamFlutter Treasury DAC,Bedrag in euro's4.130.982
BedrijfsnaamFLUVIUS System Operator CV,Bedrag in euro's16.355.571
BedrijfsnaamFortive Corp,Bedrag in euro's24.628.017
BedrijfsnaamFortum OYJ,Bedrag in euro's14.053.785
BedrijfsnaamFresenius Medical Care AG,Bedrag in euro's27.178.018
BedrijfsnaamGatwick Funding Ltd,Bedrag in euro's40.758.398
BedrijfsnaamGeneral Mills Inc,Bedrag in euro's59.759.574
BedrijfsnaamGeneral Motors Financial Co Inc,Bedrag in euro's21.022.886
BedrijfsnaamGivaudan Finance Europe BV,Bedrag in euro's15.674.393
BedrijfsnaamGlaxoSmithKline Capital PLC,Bedrag in euro's23.631.440
BedrijfsnaamGlobal Payments Inc,Bedrag in euro's23.214.830
BedrijfsnaamGoldman Sachs Group Inc/The,Bedrag in euro's5.783.983
BedrijfsnaamGrand City Properties SA,Bedrag in euro's15.076.519
BedrijfsnaamGreat-West Lifeco Inc,Bedrag in euro's13.540.895
BedrijfsnaamGroupe Bruxelles Lambert NV,Bedrag in euro's19.753.852
BedrijfsnaamGSK Capital BV,Bedrag in euro's21.704.035
BedrijfsnaamHaleon Netherlands Capital BV,Bedrag in euro's12.538.081
BedrijfsnaamHaleon UK Capital PLC,Bedrag in euro's11.134.498
BedrijfsnaamHCA Inc,Bedrag in euro's1.988.741
BedrijfsnaamHeathrow Funding Ltd,Bedrag in euro's32.872.556
BedrijfsnaamHeidelberg Materials AG,Bedrag in euro's5.588.765
BedrijfsnaamHeidelberg Materials Finance Luxembourg SA,Bedrag in euro's22.973.067
BedrijfsnaamHeineken NV,Bedrag in euro's78.277.820
BedrijfsnaamHenkel AG & Co KGaA,Bedrag in euro's16.452.844
BedrijfsnaamHighland Holdings Sarl,Bedrag in euro's66.774.530
BedrijfsnaamHolcim Finance Luxembourg SA,Bedrag in euro's82.549.269
BedrijfsnaamHuhtamaki OYJ,Bedrag in euro's3.761.640
BedrijfsnaamIberdrola Finanzas SA,Bedrag in euro's22.896.786
BedrijfsnaamICG PLC,Bedrag in euro's43.502.779
BedrijfsnaamIDS Financing PLC,Bedrag in euro's42.466.086
BedrijfsnaamIHG Finance LLC,Bedrag in euro's56.960.783
BedrijfsnaamIllinois Tool Works Inc,Bedrag in euro's88.044.269
BedrijfsnaamIMCD NV,Bedrag in euro's54.732.862
BedrijfsnaamIn'li SA,Bedrag in euro's27.756.357
BedrijfsnaamInfineon Technologies AG,Bedrag in euro's50.441.651
BedrijfsnaamInforma PLC,Bedrag in euro's43.347.227
BedrijfsnaamING Bank NV,Bedrag in euro's9.603.048
BedrijfsnaamING Groep NV,Bedrag in euro's128.263.027
BedrijfsnaamInternational Business Machines Corp,Bedrag in euro's114.681.504
BedrijfsnaamInternational Flavors & Fragrances Inc,Bedrag in euro's24.275.301
BedrijfsnaamInvestor AB,Bedrag in euro's73.697.046
BedrijfsnaamISS Global A/S,Bedrag in euro's25.441.595
BedrijfsnaamItalgas SpA,Bedrag in euro's25.970.638
BedrijfsnaamIWG US Finance LLC,Bedrag in euro's13.120.050
BedrijfsnaamJAB Holdings BV,Bedrag in euro's18.528.555
BedrijfsnaamJCDecaux SE,Bedrag in euro's8.596.217
BedrijfsnaamJDE Peet's NV,Bedrag in euro's64.695.696
BedrijfsnaamJH North America Holdings Inc,Bedrag in euro's4.506.506
BedrijfsnaamJohn Deere Bank SA,Bedrag in euro's47.823.621
BedrijfsnaamJohn Deere Capital Corp,Bedrag in euro's12.039.285
BedrijfsnaamJohnson & Johnson,Bedrag in euro's89.233.580
BedrijfsnaamJohnson Controls International plc / Tyco Fire & Security Finance SCA,Bedrag in euro's26.746.521
BedrijfsnaamJPMorgan Chase & Co,Bedrag in euro's131.578.627
BedrijfsnaamJyske Bank A/S,Bedrag in euro's54.901.408
BedrijfsnaamKBC Group NV,Bedrag in euro's87.616.223
BedrijfsnaamKBC IFIMA SA,Bedrag in euro's23.650.616
BedrijfsnaamKerry Group Financial Services,Bedrag in euro's34.481.216
BedrijfsnaamKingspan Securities Ireland DAC,Bedrag in euro's21.896.374
BedrijfsnaamKnorr-Bremse AG,Bedrag in euro's10.419.011
BedrijfsnaamKojamo Oyj,Bedrag in euro's10.764.554
BedrijfsnaamKoninklijke Ahold Delhaize NV,Bedrag in euro's74.934.215
BedrijfsnaamKoninklijke KPN NV,Bedrag in euro's32.109.975
BedrijfsnaamKraft Heinz Foods Co,Bedrag in euro's47.643.347
BedrijfsnaamKreditanstalt fuer Wiederaufbau,Bedrag in euro's906.66
BedrijfsnaamL'Oreal SA,Bedrag in euro's71.002.286
BedrijfsnaamLa Poste SA,Bedrag in euro's45.973.670
BedrijfsnaamLansforsakringar Bank AB,Bedrag in euro's73.369.633
BedrijfsnaamLANXESS AG,Bedrag in euro's7.070.695
BedrijfsnaamLEG Immobilien SE,Bedrag in euro's22.518.476
BedrijfsnaamLinde PLC,Bedrag in euro's95.732.393
BedrijfsnaamLKQ Dutch Bond BV,Bedrag in euro's22.119.059
BedrijfsnaamLloyds Banking Group PLC,Bedrag in euro's20.154.533
BedrijfsnaamLondon Stock Exchange Group PLC,Bedrag in euro's29.873.289
BedrijfsnaamLonza Finance International NV,Bedrag in euro's61.830.823
BedrijfsnaamLouis Dreyfus Co Finance BV,Bedrag in euro's29.302.617
BedrijfsnaamLseg Netherlands BV,Bedrag in euro's56.784.509
BedrijfsnaamLunar Funding V for Swisscom AG,Bedrag in euro's21.935.606
BedrijfsnaamMagnum Icc Finance BV,Bedrag in euro's29.886.254
BedrijfsnaamManchester Airport Group Funding PLC,Bedrag in euro's28.255.925
BedrijfsnaamManpowerGroup Inc,Bedrag in euro's26.983.507
BedrijfsnaamMarsh & McLennan Cos Inc,Bedrag in euro's39.091.332
BedrijfsnaamMassMutual Global Funding II,Bedrag in euro's32.457.411
BedrijfsnaamMattel Inc,Bedrag in euro's1.710.079
BedrijfsnaamMcDonald's Corp,Bedrag in euro's57.010.178
BedrijfsnaamMedtronic Inc,Bedrag in euro's25.904.893
BedrijfsnaamMerck & Co Inc,Bedrag in euro's38.614.869
BedrijfsnaamMerlin Properties Socimi SA,Bedrag in euro's5.127.829
BedrijfsnaamMetropolitan Life Global Funding I,Bedrag in euro's101.405.969
BedrijfsnaamMicrosoft Corp,Bedrag in euro's46.916.072
BedrijfsnaamMolnlycke Holding AB,Bedrag in euro's15.777.944
BedrijfsnaamMolson Coors Beverage Co,Bedrag in euro's24.791.539
BedrijfsnaamMondelez International Inc,Bedrag in euro's87.368.261
BedrijfsnaamMondi Finance Europe GmbH,Bedrag in euro's10.181.116
BedrijfsnaamMondi Finance PLC,Bedrag in euro's55.979.745
BedrijfsnaamMoody's Corp,Bedrag in euro's58.377.937
BedrijfsnaamMorgan Stanley,Bedrag in euro's94.974.452
BedrijfsnaamMotability Operations Group PLC,Bedrag in euro's106.601.524
BedrijfsnaamMSD Netherlands Capital BV,Bedrag in euro's18.506.485
BedrijfsnaamMTU Aero Engines AG,Bedrag in euro's13.975.739
BedrijfsnaamNasdaq Inc,Bedrag in euro's58.323.028
BedrijfsnaamNational Australia Bank Ltd,Bedrag in euro's1.881.272
BedrijfsnaamNational Grid Electricity Transmission PLC,Bedrag in euro's17.843.164
BedrijfsnaamNational Grid North America Inc,Bedrag in euro's26.470.957
BedrijfsnaamNational Grid PLC,Bedrag in euro's32.471.536
BedrijfsnaamNationwide Building Society,Bedrag in euro's89.381.726
BedrijfsnaamNatixis Corporate & Investment Banking Luxembourg SA,Bedrag in euro's4.650.709
BedrijfsnaamNatWest Group PLC,Bedrag in euro's61.454.926
BedrijfsnaamNederlandse Gasunie NV,Bedrag in euro's73.027.075
BedrijfsnaamNeste Oyj,Bedrag in euro's62.128.379
BedrijfsnaamNestle Finance International Ltd,Bedrag in euro's68.960.477
BedrijfsnaamNews Corp,Bedrag in euro's4.448.202
BedrijfsnaamNordea Bank Abp,Bedrag in euro's76.050.298
BedrijfsnaamNovartis Finance SA,Bedrag in euro's64.548.842
BedrijfsnaamNovo Nordisk Finance Netherlands BV,Bedrag in euro's156.126.719
BedrijfsnaamNTT Finance Corp,Bedrag in euro's46.880.639
BedrijfsnaamNykredit Realkredit A/S,Bedrag in euro's63.008.854
BedrijfsnaamOP Corporate Bank plc,Bedrag in euro's33.440.117
BedrijfsnaamOrange SA,Bedrag in euro's69.048.299
BedrijfsnaamOrigin Energy Finance Ltd,Bedrag in euro's17.137.996
BedrijfsnaamPACCAR Financial Europe BV,Bedrag in euro's66.231.805
BedrijfsnaamParker-Hannifin Corp,Bedrag in euro's20.059.827
BedrijfsnaamPepsiCo Inc,Bedrag in euro's78.354.378
BedrijfsnaamPernod Ricard SA,Bedrag in euro's46.054.559
BedrijfsnaamPfizer Netherlands International Finance BV,Bedrag in euro's36.779.327
BedrijfsnaamPPG Industries Inc,Bedrag in euro's55.405.945
BedrijfsnaamProcter & Gamble Co/The,Bedrag in euro's79.550.933
BedrijfsnaamPrologis Euro Finance LLC,Bedrag in euro's67.824.289
BedrijfsnaamPrologis International Funding II SA,Bedrag in euro's25.514.724
BedrijfsnaamProximus SADP,Bedrag in euro's29.991.935
BedrijfsnaamPublicis Groupe SA,Bedrag in euro's18.388.994
BedrijfsnaamRaiffeisen Schweiz Genossenschaft,Bedrag in euro's41.491.567
BedrijfsnaamRandstad NV,Bedrag in euro's16.077.529
BedrijfsnaamReckitt Benckiser Treasury Services Nederland BV,Bedrag in euro's15.105.681
BedrijfsnaamReckitt Benckiser Treasury Services PLC,Bedrag in euro's78.834.826
BedrijfsnaamRELX Finance BV,Bedrag in euro's27.559.377
BedrijfsnaamRentokil Initial PLC,Bedrag in euro's4.139.730
BedrijfsnaamRepsol International Finance BV,Bedrag in euro's1.929.914
BedrijfsnaamRoche Finance Europe BV,Bedrag in euro's52.190.991
BedrijfsnaamRoyal Bank of Canada,Bedrag in euro's76.455.423
BedrijfsnaamRoyal Schiphol Group NV,Bedrag in euro's47.251.946
BedrijfsnaamRTE Reseau de Transport d'Electricite SADIR,Bedrag in euro's63.307.161
BedrijfsnaamRWE AG,Bedrag in euro's24.365.324
BedrijfsnaamSage Group PLC/The,Bedrag in euro's30.199.772
BedrijfsnaamSandoz Finance BV,Bedrag in euro's25.736.181
BedrijfsnaamSandvik AB,Bedrag in euro's20.465.784
BedrijfsnaamSanofi SA,Bedrag in euro's96.119.961
BedrijfsnaamSantander UK Group Holdings PLC,Bedrag in euro's15.459.377
BedrijfsnaamSartorius Finance BV,Bedrag in euro's94.913.705
BedrijfsnaamScentre Group Trust 1 / Scentre Group Trust 2,Bedrag in euro's19.989.845
BedrijfsnaamScentre Management Ltd,Bedrag in euro's9.524.599
BedrijfsnaamSchneider Electric SE,Bedrag in euro's45.702.581
BedrijfsnaamScottish Hydro Electric Transmission PLC,Bedrag in euro's41.621.815
BedrijfsnaamSES SA,Bedrag in euro's42.856.185
BedrijfsnaamSGS Finance BV,Bedrag in euro's12.210.815
BedrijfsnaamSGS Nederland Holding BV,Bedrag in euro's20.751.019
BedrijfsnaamShell International Finance BV,Bedrag in euro's92.515.554
BedrijfsnaamSiemens Financieringsmaatschappij NV,Bedrag in euro's80.204.339
BedrijfsnaamSika Capital BV,Bedrag in euro's95.392.256
BedrijfsnaamSilfin NV,Bedrag in euro's14.759.676
BedrijfsnaamSkandinaviska Enskilda Banken AB,Bedrag in euro's38.543.850
BedrijfsnaamSmurfit Kappa Treasury ULC,Bedrag in euro's16.578.595
BedrijfsnaamSnam SpA,Bedrag in euro's35.869.662
BedrijfsnaamSociete Generale SA,Bedrag in euro's21.092.278
BedrijfsnaamSpareBank 1 Sor-Norge ASA,Bedrag in euro's15.471.872
BedrijfsnaamSprint Capital Corp,Bedrag in euro's2.304.313
BedrijfsnaamSSE PLC,Bedrag in euro's4.138.417
BedrijfsnaamStandard Chartered PLC,Bedrag in euro's23.799.718
BedrijfsnaamStatkraft AS,Bedrag in euro's17.957.872
BedrijfsnaamStedin Holding NV,Bedrag in euro's29.568.854
BedrijfsnaamStryker Corp,Bedrag in euro's47.441.957
BedrijfsnaamSumitomo Mitsui Financial Group Inc,Bedrag in euro's28.682.030
BedrijfsnaamSvenska Handelsbanken AB,Bedrag in euro's80.895.423
BedrijfsnaamSwiss Life Finance I Ltd,Bedrag in euro's19.082.333
BedrijfsnaamSwisscom Finance BV,Bedrag in euro's91.106.720
BedrijfsnaamSydney Airport Finance Co Pty Ltd,Bedrag in euro's60.705.324
BedrijfsnaamSyensqo SA,Bedrag in euro's17.509.219
BedrijfsnaamSymrise AG,Bedrag in euro's22.594.308
BedrijfsnaamTAG Immobilien AG,Bedrag in euro's11.470.295
BedrijfsnaamTakeda Pharmaceutical Co Ltd,Bedrag in euro's70.686.048
BedrijfsnaamTele2 AB,Bedrag in euro's17.553.700
BedrijfsnaamTelefonica Emisiones SAU,Bedrag in euro's24.992.373
BedrijfsnaamTelenor ASA,Bedrag in euro's54.577.067
BedrijfsnaamTeleperformance SE,Bedrag in euro's38.945.100
BedrijfsnaamTelia Co AB,Bedrag in euro's20.392.168
BedrijfsnaamTennet Netherlands BV,Bedrag in euro's116.463.743
BedrijfsnaamTerega SA,Bedrag in euro's18.234.699
BedrijfsnaamTerna - Rete Elettrica Nazionale,Bedrag in euro's52.610.176
BedrijfsnaamTesco Corporate Treasury Services PLC,Bedrag in euro's93.014.443
BedrijfsnaamTimken Co/The,Bedrag in euro's33.179.493
BedrijfsnaamToronto-Dominion Bank/The,Bedrag in euro's51.924.845
BedrijfsnaamToyota Finance Australia Ltd,Bedrag in euro's25.381.533
BedrijfsnaamToyota Motor Credit Corp,Bedrag in euro's26.677.063
BedrijfsnaamToyota Motor Finance Netherlands BV,Bedrag in euro's65.141.133
BedrijfsnaamTransmission Finance DAC,Bedrag in euro's20.873.974
BedrijfsnaamTransurban Finance Co Pty Ltd,Bedrag in euro's72.169.255
BedrijfsnaamTyco Electronics Group SA,Bedrag in euro's26.784.715
BedrijfsnaamUBS AG/London,Bedrag in euro's56.663.831
BedrijfsnaamUBS Group AG,Bedrag in euro's79.573.613
BedrijfsnaamUnilever Capital Corp,Bedrag in euro's40.809.474
BedrijfsnaamUnilever Finance Netherlands BV,Bedrag in euro's56.530.973
BedrijfsnaamUnited Parcel Service Inc,Bedrag in euro's5.650.410
BedrijfsnaamUniversal Music Group NV,Bedrag in euro's25.175.982
BedrijfsnaamUpjohn Finance BV,Bedrag in euro's16.489.418
BedrijfsnaamUPM-Kymmene OYJ,Bedrag in euro's24.526.876
BedrijfsnaamVallourec SACA,Bedrag in euro's1.951.220
BedrijfsnaamVattenfall AB,Bedrag in euro's7.356.138
