Bedrijfsnaam,Bedrag in euro's
BedrijfsnaamColonial SFL Socimi SA,Bedrag in euro's17.461.826
BedrijfsnaamColoplast Finance BV,Bedrag in euro's27.113.392
BedrijfsnaamComcast Corp,Bedrag in euro's85.707.671
BedrijfsnaamCommonwealth Bank of Australia,Bedrag in euro's1.281.838
BedrijfsnaamCompass Group Finance Netherlands BV,Bedrag in euro's15.087.384
BedrijfsnaamCompass Group PLC,Bedrag in euro's26.523.093
BedrijfsnaamComputershare US Inc,Bedrag in euro's32.333.693
BedrijfsnaamCooperatieve Rabobank UA,Bedrag in euro's45.620.904
BedrijfsnaamCorning Inc,Bedrag in euro's19.504.778
BedrijfsnaamCredit Agricole SA,Bedrag in euro's104.034.381
BedrijfsnaamCredit Agricole SA/London,Bedrag in euro's6.069.903
BedrijfsnaamCredit Mutuel Arkea SA,Bedrag in euro's14.802.480
BedrijfsnaamCrelan SA,Bedrag in euro's38.706.583
BedrijfsnaamCRH SMW Finance DAC,Bedrag in euro's82.199.071
BedrijfsnaamDaimler International Finance BV,Bedrag in euro's80.090.733
BedrijfsnaamDaimler Truck International Finance BV,Bedrag in euro's54.693.641
BedrijfsnaamDanaher Corp,Bedrag in euro's7.154.324
BedrijfsnaamDanone SA,Bedrag in euro's81.111.730
BedrijfsnaamDanske Bank A/S,Bedrag in euro's71.539.272
BedrijfsnaamDassault Systemes SE,Bedrag in euro's22.931.877
BedrijfsnaamDeutsche Bahn AG,Bedrag in euro's68.700.354
BedrijfsnaamDeutsche Bank AG,Bedrag in euro's41.401.594
BedrijfsnaamDeutsche Boerse AG,Bedrag in euro's93.764.100
BedrijfsnaamDeutsche Telekom AG,Bedrag in euro's39.886.113
BedrijfsnaamDH Europe Finance II Sarl,Bedrag in euro's57.266.032
BedrijfsnaamDiageo Capital BV,Bedrag in euro's22.348.953
BedrijfsnaamDiageo Finance PLC,Bedrag in euro's38.500.761
BedrijfsnaamDigital Dutch Finco BV,Bedrag in euro's43.270.548
BedrijfsnaamDigital Euro Finco LLC,Bedrag in euro's15.777.671
BedrijfsnaamDigital Intrepid Holding BV,Bedrag in euro's4.841.453
BedrijfsnaamDNB Bank ASA,Bedrag in euro's111.488.395
BedrijfsnaamDover Corp,Bedrag in euro's61.039.137
BedrijfsnaamDSM BV,Bedrag in euro's28.268.059
BedrijfsnaamDSV A/S,Bedrag in euro's9.393.879
BedrijfsnaamDSV Panalpina Finance BV,Bedrag in euro's57.687.762
BedrijfsnaamDXC Capital Funding DAC,Bedrag in euro's21.735.652
BedrijfsnaamE.ON SE,Bedrag in euro's25.875.998
BedrijfsnaamEaton Capital ULC,Bedrag in euro's35.607.582
BedrijfsnaamEdenred SE,Bedrag in euro's14.815.137
BedrijfsnaamEDP Finance BV,Bedrag in euro's8.431.419
BedrijfsnaamEDP SA,Bedrag in euro's11.497.504
BedrijfsnaamEDP Servicios Financieros Espana SA,Bedrag in euro's26.334.454
BedrijfsnaamElectricite de France SA,Bedrag in euro's44.808.373
BedrijfsnaamEli Lilly & Co,Bedrag in euro's57.603.832
BedrijfsnaamElia Transmission Belgium SA,Bedrag in euro's45.584.172
BedrijfsnaamElis SA,Bedrag in euro's3.237.557
BedrijfsnaamEllevio AB,Bedrag in euro's21.298.730
BedrijfsnaamELM BV for Swiss Prime Site AG,Bedrag in euro's10.145.539
BedrijfsnaamEmerson Electric Co,Bedrag in euro's27.560.866
BedrijfsnaamEnBW International Finance BV,Bedrag in euro's36.830.270
BedrijfsnaamEnel Finance International NV,Bedrag in euro's114.235.127
BedrijfsnaamEnel SpA,Bedrag in euro's3.150.551
BedrijfsnaamEnexis Holding NV,Bedrag in euro's60.541.924
BedrijfsnaamEngie SA,Bedrag in euro's115.898.012
BedrijfsnaamEQT AB,Bedrag in euro's29.434.664
BedrijfsnaamEquinix Europe 2 Financing Corp LLC,Bedrag in euro's18.906.232
BedrijfsnaamEquitable Financial Life Global Funding,Bedrag in euro's38.209.808
BedrijfsnaamEssilorLuxottica SA,Bedrag in euro's47.045.451
BedrijfsnaamEssity AB,Bedrag in euro's10.027.613
BedrijfsnaamEssity Capital BV,Bedrag in euro's44.452.962
BedrijfsnaamEuroclear Bank SA,Bedrag in euro's14.420.365
BedrijfsnaamEurofins Scientific SE,Bedrag in euro's40.028.701
BedrijfsnaamEurogrid GmbH,Bedrag in euro's85.086.149
BedrijfsnaamEuronext NV,Bedrag in euro's11.212.023
BedrijfsnaamEWE AG,Bedrag in euro's17.400.167
BedrijfsnaamExperian Europe DAC,Bedrag in euro's10.519.164
BedrijfsnaamExperian Finance PLC,Bedrag in euro's24.602.719
BedrijfsnaamExperian Finance US Inc,Bedrag in euro's15.199.265
BedrijfsnaamFedEx Corp,Bedrag in euro's34.198.430
BedrijfsnaamFerrovial Emisiones SA,Bedrag in euro's13.508.728
BedrijfsnaamFidelity National Information Services Inc,Bedrag in euro's82.223.233
BedrijfsnaamFingrid OYJ,Bedrag in euro's23.432.907
BedrijfsnaamFirmenich Productions Participations SAS,Bedrag in euro's11.879.485
BedrijfsnaamFiserv Funding ULC,Bedrag in euro's11.685.400
BedrijfsnaamFiserv Inc,Bedrag in euro's53.118.677
BedrijfsnaamFlutter Treasury DAC,Bedrag in euro's1.733.084
BedrijfsnaamFLUVIUS System Operator CV,Bedrag in euro's25.249.549
BedrijfsnaamFortive Corp,Bedrag in euro's24.436.456
BedrijfsnaamFortum OYJ,Bedrag in euro's14.795.136
BedrijfsnaamFresenius Medical Care AG,Bedrag in euro's28.780.742
BedrijfsnaamFrontier Communications Holdings LLC,Bedrag in euro's5.105.623
BedrijfsnaamGatwick Funding Ltd,Bedrag in euro's42.836.088
BedrijfsnaamGeneral Mills Inc,Bedrag in euro's39.942.373
BedrijfsnaamGeneral Motors Financial Co Inc,Bedrag in euro's20.993.554
BedrijfsnaamGivaudan Finance Europe BV,Bedrag in euro's16.728.061
BedrijfsnaamGlaxoSmithKline Capital PLC,Bedrag in euro's23.754.065
BedrijfsnaamGlobal Payments Inc,Bedrag in euro's23.202.597
BedrijfsnaamGrand City Properties SA,Bedrag in euro's14.963.487
BedrijfsnaamGreat-West Lifeco Inc,Bedrag in euro's15.115.523
BedrijfsnaamGroupe Bruxelles Lambert NV,Bedrag in euro's42.430.355
BedrijfsnaamGSK Capital BV,Bedrag in euro's21.442.862
BedrijfsnaamHaleon Netherlands Capital BV,Bedrag in euro's12.735.556
BedrijfsnaamHaleon UK Capital PLC,Bedrag in euro's11.741.130
BedrijfsnaamHCA Inc,Bedrag in euro's2.014.283
BedrijfsnaamHeathrow Funding Ltd,Bedrag in euro's31.758.133
BedrijfsnaamHeidelberg Materials AG,Bedrag in euro's5.823.656
BedrijfsnaamHeidelberg Materials Finance Luxembourg SA,Bedrag in euro's26.364.823
BedrijfsnaamHeineken NV,Bedrag in euro's83.873.739
BedrijfsnaamHenkel AG & Co KGaA,Bedrag in euro's27.694.376
BedrijfsnaamHighland Holdings Sarl,Bedrag in euro's84.449.248
BedrijfsnaamHolcim Finance Luxembourg SA,Bedrag in euro's97.517.433
BedrijfsnaamIberdrola Finanzas SA,Bedrag in euro's24.801.833
BedrijfsnaamICG PLC,Bedrag in euro's44.515.358
BedrijfsnaamIDS Financing PLC,Bedrag in euro's44.502.830
BedrijfsnaamIHG Finance LLC,Bedrag in euro's59.651.219
BedrijfsnaamIllinois Tool Works Inc,Bedrag in euro's98.065.538
BedrijfsnaamIMCD NV,Bedrag in euro's56.673.640
BedrijfsnaamIn'li SA,Bedrag in euro's27.482.775
BedrijfsnaamInfineon Technologies AG,Bedrag in euro's105.957.579
BedrijfsnaamInforma PLC,Bedrag in euro's56.251.406
BedrijfsnaamING Bank NV,Bedrag in euro's24.215.605
BedrijfsnaamING Groep NV,Bedrag in euro's117.121.229
BedrijfsnaamInternational Business Machines Corp,Bedrag in euro's139.172.083
BedrijfsnaamInternational Flavors & Fragrances Inc,Bedrag in euro's24.395.303
BedrijfsnaamInvestor AB,Bedrag in euro's74.484.339
BedrijfsnaamISS Global A/S,Bedrag in euro's25.531.615
BedrijfsnaamItalgas SpA,Bedrag in euro's28.269.808
BedrijfsnaamIWG US Finance LLC,Bedrag in euro's13.915.040
BedrijfsnaamJAB Holdings BV,Bedrag in euro's19.378.817
BedrijfsnaamJCDecaux SE,Bedrag in euro's8.781.165
BedrijfsnaamJDE Peet's NV,Bedrag in euro's43.696.191
BedrijfsnaamJH North America Holdings Inc,Bedrag in euro's4.536.888
BedrijfsnaamJohn Deere Bank SA,Bedrag in euro's54.576.380
BedrijfsnaamJohn Deere Capital Corp,Bedrag in euro's27.751.123
BedrijfsnaamJohnson & Johnson,Bedrag in euro's92.869.520
BedrijfsnaamJohnson Controls International plc / Tyco Fire & Security Finance SCA,Bedrag in euro's26.654.319
BedrijfsnaamJPMorgan Chase & Co,Bedrag in euro's123.701.178
BedrijfsnaamJyske Bank A/S,Bedrag in euro's57.421.853
BedrijfsnaamKBC Group NV,Bedrag in euro's94.617.963
BedrijfsnaamKBC IFIMA SA,Bedrag in euro's24.136.860
BedrijfsnaamKerry Group Financial Services,Bedrag in euro's41.181.955
BedrijfsnaamKingspan Securities Ireland DAC,Bedrag in euro's23.134.765
BedrijfsnaamKnorr-Bremse AG,Bedrag in euro's10.342.988
BedrijfsnaamKoninklijke Ahold Delhaize NV,Bedrag in euro's68.581.345
BedrijfsnaamKoninklijke KPN NV,Bedrag in euro's33.404.306
BedrijfsnaamKraft Heinz Foods Co,Bedrag in euro's49.362.545
BedrijfsnaamKreditanstalt fuer Wiederaufbau,Bedrag in euro's66.633.325
BedrijfsnaamL'Oreal SA,Bedrag in euro's92.031.953
BedrijfsnaamLa Poste SA,Bedrag in euro's47.057.587
BedrijfsnaamLansforsakringar Bank AB,Bedrag in euro's90.820.585
BedrijfsnaamLANXESS AG,Bedrag in euro's7.327.795
BedrijfsnaamLEG Immobilien SE,Bedrag in euro's22.202.461
BedrijfsnaamLinde PLC,Bedrag in euro's120.590.097
BedrijfsnaamLKQ Dutch Bond BV,Bedrag in euro's22.086.519
BedrijfsnaamLloyds Banking Group PLC,Bedrag in euro's21.164.987
BedrijfsnaamLondon Stock Exchange Group PLC,Bedrag in euro's29.672.302
BedrijfsnaamLonza Finance International NV,Bedrag in euro's65.732.941
BedrijfsnaamLouis Dreyfus Co Finance BV,Bedrag in euro's29.992.309
BedrijfsnaamLseg Netherlands BV,Bedrag in euro's58.171.297
BedrijfsnaamLumo Kodit Oyj,Bedrag in euro's10.010.848
BedrijfsnaamLunar Funding V for Swisscom AG,Bedrag in euro's22.016.326
BedrijfsnaamMagnum Icc Finance BV,Bedrag in euro's31.310.289
BedrijfsnaamManchester Airport Group Funding PLC,Bedrag in euro's26.809.022
BedrijfsnaamManpowerGroup Inc,Bedrag in euro's15.367.566
BedrijfsnaamMapfre SA,Bedrag in euro's24.572.151
BedrijfsnaamMaple Parent Holdings Corp,Bedrag in euro's43.733.287
BedrijfsnaamMarsh & McLennan Cos Inc,Bedrag in euro's40.091.529
BedrijfsnaamMassMutual Global Funding II,Bedrag in euro's33.988.626
BedrijfsnaamMattel Inc,Bedrag in euro's1.765.507
BedrijfsnaamMcDonald's Corp,Bedrag in euro's65.925.336
BedrijfsnaamMedtronic Inc,Bedrag in euro's27.235.434
BedrijfsnaamMerck & Co Inc,Bedrag in euro's39.688.090
BedrijfsnaamMerlin Properties Socimi SA,Bedrag in euro's5.032.619
BedrijfsnaamMetropolitan Life Global Funding I,Bedrag in euro's103.857.454
BedrijfsnaamMicrosoft Corp,Bedrag in euro's49.153.014
BedrijfsnaamMMS USA Holdings Inc,Bedrag in euro's12.539.766
BedrijfsnaamMolnlycke Holding AB,Bedrag in euro's15.663.338
BedrijfsnaamMolson Coors Beverage Co,Bedrag in euro's25.956.950
BedrijfsnaamMondelez International Inc,Bedrag in euro's91.579.562
BedrijfsnaamMondi Finance Europe GmbH,Bedrag in euro's16.780.707
BedrijfsnaamMondi Finance PLC,Bedrag in euro's55.176.588
BedrijfsnaamMoody's Corp,Bedrag in euro's60.610.206
BedrijfsnaamMorgan Stanley,Bedrag in euro's88.117.031
BedrijfsnaamMotability Operations Group PLC,Bedrag in euro's79.664.222
BedrijfsnaamMSD Netherlands Capital BV,Bedrag in euro's18.809.220
BedrijfsnaamMTU Aero Engines AG,Bedrag in euro's14.592.878
BedrijfsnaamNasdaq Inc,Bedrag in euro's61.759.891
BedrijfsnaamNational Australia Bank Ltd,Bedrag in euro's1.469.308
BedrijfsnaamNational Grid Electricity Transmission PLC,Bedrag in euro's24.163.847
BedrijfsnaamNational Grid North America Inc,Bedrag in euro's27.760.593
BedrijfsnaamNational Grid PLC,Bedrag in euro's32.933.580
BedrijfsnaamNationwide Building Society,Bedrag in euro's102.762.543
BedrijfsnaamNatixis Corporate & Investment Banking Luxembourg SA,Bedrag in euro's3.743.391
BedrijfsnaamNatWest Group PLC,Bedrag in euro's66.809.081
BedrijfsnaamNatWest Markets PLC,Bedrag in euro's190.730
BedrijfsnaamNederlandse Gasunie NV,Bedrag in euro's78.610.518
BedrijfsnaamNeste Oyj,Bedrag in euro's64.521.124
BedrijfsnaamNestle Finance International Ltd,Bedrag in euro's69.403.588
BedrijfsnaamNetwork Finance Co Pty Ltd,Bedrag in euro's8.473.914
BedrijfsnaamNordea Bank Abp,Bedrag in euro's84.751.645
BedrijfsnaamNovartis Finance SA,Bedrag in euro's77.643.878
BedrijfsnaamNovo Nordisk Finance Netherlands BV,Bedrag in euro's174.107.524
BedrijfsnaamNTT Finance Corp,Bedrag in euro's62.878.071
BedrijfsnaamNykredit Realkredit A/S,Bedrag in euro's65.046.507
BedrijfsnaamOP Corporate Bank plc,Bedrag in euro's34.511.903
BedrijfsnaamOrange SA,Bedrag in euro's92.942.095
BedrijfsnaamOrigin Energy Finance Ltd,Bedrag in euro's18.077.356
BedrijfsnaamPACCAR Financial Europe BV,Bedrag in euro's58.235.783
BedrijfsnaamParamount Global,Bedrag in euro's8.158.176
BedrijfsnaamParker-Hannifin Corp,Bedrag in euro's20.422.397
BedrijfsnaamPepsiCo Inc,Bedrag in euro's96.105.841
BedrijfsnaamPernod Ricard SA,Bedrag in euro's46.911.150
BedrijfsnaamPfizer Netherlands International Finance BV,Bedrag in euro's38.221.154
BedrijfsnaamPPG Industries Inc,Bedrag in euro's56.949.627
BedrijfsnaamProcter & Gamble Co/The,Bedrag in euro's86.899.720
BedrijfsnaamPrologis Euro Finance LLC,Bedrag in euro's68.532.651
BedrijfsnaamPrologis International Funding II SA,Bedrag in euro's27.348.277
BedrijfsnaamProximus SADP,Bedrag in euro's31.352.312
BedrijfsnaamPublicis Groupe SA,Bedrag in euro's19.169.449
BedrijfsnaamRaiffeisen Schweiz Genossenschaft,Bedrag in euro's54.832.949
BedrijfsnaamRandstad NV,Bedrag in euro's16.238.339
BedrijfsnaamReckitt Benckiser Treasury Services Nederland BV,Bedrag in euro's15.763.014
BedrijfsnaamReckitt Benckiser Treasury Services PLC,Bedrag in euro's98.241.464
BedrijfsnaamRELX Finance BV,Bedrag in euro's28.493.887
BedrijfsnaamRentokil Initial PLC,Bedrag in euro's4.540.565
BedrijfsnaamRepsol International Finance BV,Bedrag in euro's1.396.018
BedrijfsnaamRoche Finance Europe BV,Bedrag in euro's53.519.383
BedrijfsnaamRoyal Bank of Canada,Bedrag in euro's89.042.734
BedrijfsnaamRoyal Schiphol Group NV,Bedrag in euro's47.786.547
BedrijfsnaamRTE Reseau de Transport d'Electricite SADIR,Bedrag in euro's65.518.605
BedrijfsnaamRWE AG,Bedrag in euro's25.926.088
BedrijfsnaamSage Group PLC/The,Bedrag in euro's47.990.395
BedrijfsnaamSandoz Finance BV,Bedrag in euro's26.959.542
BedrijfsnaamSandvik AB,Bedrag in euro's20.403.421
BedrijfsnaamSanofi SA,Bedrag in euro's98.512.335
BedrijfsnaamSantander UK Group Holdings PLC,Bedrag in euro's25.033.033
BedrijfsnaamSartorius Finance BV,Bedrag in euro's103.778.047
BedrijfsnaamScentre Group Trust 1 / Scentre Group Trust 2,Bedrag in euro's21.734.769
BedrijfsnaamScentre Management Ltd,Bedrag in euro's9.833.941
BedrijfsnaamSchneider Electric SE,Bedrag in euro's65.067.593
BedrijfsnaamScottish Hydro Electric Transmission PLC,Bedrag in euro's44.128.808
BedrijfsnaamSGS Finance BV,Bedrag in euro's33.821.536
BedrijfsnaamShell International Finance BV,Bedrag in euro's80.224.665
BedrijfsnaamSiemens Financieringsmaatschappij NV,Bedrag in euro's83.874.191
BedrijfsnaamSika Capital BV,Bedrag in euro's107.489.929
BedrijfsnaamSilfin NV,Bedrag in euro's15.595.314
BedrijfsnaamSkandinaviska Enskilda Banken AB,Bedrag in euro's41.562.953
BedrijfsnaamSmurfit Kappa Treasury ULC,Bedrag in euro's17.276.409
BedrijfsnaamSnam SpA,Bedrag in euro's37.588.521
BedrijfsnaamSociete Generale SA,Bedrag in euro's10.362.111
BedrijfsnaamSpareBank 1 Sor-Norge ASA,Bedrag in euro's15.869.473
BedrijfsnaamSprint Capital Corp,Bedrag in euro's1.879.993
BedrijfsnaamSSE PLC,Bedrag in euro's4.524.802
BedrijfsnaamStandard Chartered PLC,Bedrag in euro's24.726.404
BedrijfsnaamStatkraft AS,Bedrag in euro's18.208.885
BedrijfsnaamStedin Holding NV,Bedrag in euro's31.230.631
BedrijfsnaamStryker Corp,Bedrag in euro's50.655.278
BedrijfsnaamSumitomo Mitsui Banking Corp,Bedrag in euro's8.012.800
BedrijfsnaamSumitomo Mitsui Financial Group Inc,Bedrag in euro's30.144.898
BedrijfsnaamSvenska Handelsbanken AB,Bedrag in euro's105.298.468
BedrijfsnaamSwiss Life Finance I Ltd,Bedrag in euro's20.201.158
BedrijfsnaamSwisscom Finance BV,Bedrag in euro's95.407.525
BedrijfsnaamSydney Airport Finance Co Pty Ltd,Bedrag in euro's62.525.000
BedrijfsnaamSyensqo SA,Bedrag in euro's17.236.942
BedrijfsnaamSymrise AG,Bedrag in euro's23.801.614
BedrijfsnaamTAG Immobilien AG,Bedrag in euro's10.887.512
BedrijfsnaamTakeda Pharmaceutical Co Ltd,Bedrag in euro's72.860.588
BedrijfsnaamTele2 AB,Bedrag in euro's18.421.404
BedrijfsnaamTelefonica Emisiones SAU,Bedrag in euro's34.073.574
BedrijfsnaamTelenor ASA,Bedrag in euro's57.793.043
BedrijfsnaamTeleperformance SE,Bedrag in euro's39.798.253
BedrijfsnaamTelia Co AB,Bedrag in euro's21.032.360
BedrijfsnaamTennet Netherlands BV,Bedrag in euro's92.010.283
BedrijfsnaamTerega SA,Bedrag in euro's19.305.524
BedrijfsnaamTerna - Rete Elettrica Nazionale,Bedrag in euro's47.691.204
BedrijfsnaamTesco Corporate Treasury Services PLC,Bedrag in euro's88.450.712
BedrijfsnaamTimken Co/The,Bedrag in euro's34.504.588
BedrijfsnaamToronto-Dominion Bank/The,Bedrag in euro's57.211.717
BedrijfsnaamToyota Finance Australia Ltd,Bedrag in euro's27.227.877
BedrijfsnaamToyota Motor Credit Corp,Bedrag in euro's35.116.475
BedrijfsnaamToyota Motor Finance Netherlands BV,Bedrag in euro's58.750.726
BedrijfsnaamTransmission Finance DAC,Bedrag in euro's20.763.798
BedrijfsnaamTransurban Finance Co Pty Ltd,Bedrag in euro's74.613.216
BedrijfsnaamTyco Electronics Group SA,Bedrag in euro's32.650.549
BedrijfsnaamUBS AG/London,Bedrag in euro's57.108.655
BedrijfsnaamUBS Group AG,Bedrag in euro's108.209.929
BedrijfsnaamUnilever Capital Corp,Bedrag in euro's42.881.401
BedrijfsnaamUnilever Finance Netherlands BV,Bedrag in euro's59.735.806
BedrijfsnaamUnited Parcel Service Inc,Bedrag in euro's5.543.412
BedrijfsnaamUniversal Music Group NV,Bedrag in euro's40.173.901
BedrijfsnaamUpjohn Finance BV,Bedrag in euro's17.426.976
BedrijfsnaamUPM-Kymmene OYJ,Bedrag in euro's25.172.618
BedrijfsnaamVallourec SACA,Bedrag in euro's587.113
